Gene Symbol Origin,Gene Symbol Target,Combined Score
FADS1,ELOVL2,0.9
FADS1,HACD2,0.9
FADS1,HACD4,0.9
FADS1,HACD1,0.9
ORAI3,ORAI1,0.998
ORAI3,STIM1,0.942
ORAI3,ORAI2,0.997
ORAI3,STIM2,0.964
VNN2,VNN1,0.9
COQ7,COQ6,0.921
FAM20C,CST3,0.63
FAM20C,GPC3,0.499
FAM20C,PRKCSH,0.499
FAM20C,KTN1,0.499
FAM20C,CSF1,0.499
FAM20C,IGFBP3,0.63
FAM20C,SPP1,0.716
FAM20C,TF,0.499
FAM20C,LTBP1,0.63
FAM20C,F5,0.63
FAM20C,APLP2,0.499
FAM20C,SPARCL1,0.63
FAM20C,GOLM1,0.63
FAM20C,C4A,0.499
FAM20C,DNAJC3,0.499
FAM20C,DMP1,0.63
FAM20C,MXRA8,0.499
FAM20C,MSLN,0.499
FAM20C,SERPINA1,0.499
FAM20C,PDIA6,0.63
FAM20C,MBTPS1,0.499
FAM20C,GAS6,0.499
FAM20C,CCN1,0.499
FAM20C,PNPLA2,0.499
FAM20C,APOA5,0.63
FAM20C,NUCB1,0.716
FAM20C,FGG,0.499
FAM20C,FAM20A,0.998
FAM20C,FBN1,0.499
FAM20C,AFP,0.499
FAM20C,MATN3,0.499
FAM20C,IL6,0.63
FAM20C,CHRDL1,0.499
FAM20C,VWA1,0.499
FAM20C,NOTUM,0.499
FAM20C,QSOX1,0.499
FAM20C,MEN1,0.499
FAM20C,PENK,0.63
FAM20C,EVA1A,0.499
FAM20C,P4HB,0.63
FAM20C,FN1,0.63
FAM20C,TGOLN2,0.499
FAM20C,MIA3,0.499
FAM20C,CKAP4,0.63
FAM20C,CALU,0.716
CDK20,CCNH,0.936
CDK20,FOXJ1,0.457
CDK20,FKBP8,0.457
PLEKHF2,MBIP,0.42
RRS1,RPLP1,0.502
RRS1,WDR74,0.618
RRS1,RPL30,0.46
RRS1,RPL23,0.403
RRS1,NOP56,0.432
RRS1,RPL7A,0.56
RRS1,RPS5,0.4
RRS1,RPLP2,0.435
RRS1,GTPBP4,0.642
RRS1,LAS1L,0.54
RRS1,IFI16,0.457
RRS1,RPS3A,0.418
RRS1,RPS24,0.476
RRS1,RPL3,0.514
RRS1,GNL2,0.407
RRS1,PURB,0.443
RRS1,BRIX1,0.47
RRS1,RPL11,0.887
RRS1,EBNA1BP2,0.832
RRS1,SURF6,0.596
RRS1,ILF3,0.403
RRS1,RPL31,0.498
RRS1,RPL32,0.606
RRS1,RRP1B,0.739
RRS1,EIF6,0.685
RRS1,RRP15,0.722
RRS1,STAU1,0.424
RRS1,RPF2,0.989
RRS1,MAK16,0.54
RRS1,RPL6,0.533
RRS1,NSA2,0.856
RRS1,RPL18,0.44
RRS1,RPL14,0.502
RRS1,GNL3,0.518
RRS1,RRP1,0.54
RRS1,RPL37A,0.585
RRS1,RPF1,0.54
RRS1,PES1,0.773
RRS1,NOP2,0.528
RRS1,RPL34,0.406
RRS1,MRTO4,0.74
RRS1,BOP1,0.552
RRS1,RPL35A,0.496
RRS1,RPLP0,0.51
RRS1,BMS1,0.45
RRS1,RSL1D1,0.794
RRS1,RPL23A,0.62
RRS1,MTDH,0.488
RRS1,FTSJ3,0.8
RRS1,RPL7,0.466
RRS1,MDN1,0.54
RRS1,DDX21,0.476
RRS1,RPL13A,0.479
RRS1,RPS2,0.536
RRS1,PUM3,0.537
RRS1,PURA,0.422
HBA1,RPS18,0.9
HBA1,RPS6,0.916
HBA1,RPS27L,0.54
HBA1,RPS8,0.9
HBA1,RPS28,0.9
HBA1,RPS13,0.9
HBA1,RPS5,0.9
HBA1,RPS9,0.9
HBA1,RPS16,0.9
HBA1,FAU,0.9
HBA1,RPSA,0.9
HBA1,RPS19,0.9
HBA1,RPS17,0.9
HBA1,HBB,0.997
HBA1,HP,0.985
HBA1,RPS25,0.9
HBA1,RACK1,0.54
HBA1,RPS2,0.9
HBA1,RPS26,0.9
HBA1,RPS4X,0.9
HBA1,RPS27,0.9
HBA1,ISG15,0.54
HBA1,RPS10,0.9
HBA1,RPS20,0.9
HBA1,CYB5R3,0.72
HBA1,RPS21,0.9
HBA1,RPS14,0.9
HBA1,UBA52,0.54
HBA1,RPS3A,0.9
HBA1,RPS24,0.9
HBA1,RPS29,0.9
HBA1,RPS15,0.9
HBA1,EIF2A,0.54
HBA1,RPS7,0.9
TUFM,AURKAIP1,0.8
TUFM,IMP3,0.504
TUFM,RPL23A,0.796
TUFM,MRPL35,0.8
TUFM,MRPS12,0.895
TUFM,NDUFAB1,0.8
TUFM,MALSU1,0.8
TUFM,MRPL18,0.843
TUFM,MRPL45,0.809
TUFM,MTG1,0.8
TUFM,MRPS15,0.875
TUFM,RPS9,0.504
TUFM,MTG2,0.809
TUFM,MRPL47,0.809
TUFM,MRPS22,0.809
TUFM,MRPL50,0.809
TUFM,MRPS21,0.8
TUFM,MRPL21,0.95
TUFM,RPLP0,0.461
TUFM,PDCD11,0.572
TUFM,FLT3LG,0.404
TUFM,MRPL55,0.8
TUFM,MRTO4,0.461
TUFM,MRPL12,0.809
TUFM,MRPS27,0.809
TUFM,NLRX1,0.978
TUFM,RPS16,0.505
TUFM,POLR3A,0.445
TUFM,MRPL30,0.811
TUFM,RPS29,0.403
TUFM,MRPS6,0.95
TUFM,EFTUD2,0.439
TUFM,RPS13,0.506
TUFM,RPL23,0.796
TUFM,RPL17,0.516
TUFM,MRPL28,0.809
TUFM,MRPL24,0.924
TUFM,RPL3,0.52
TUFM,CHCHD1,0.8
TUFM,MRPL20,0.95
TUFM,NSUN4,0.8
TUFM,MRPL36,0.947
TUFM,MTERF4,0.8
TUFM,RPL13A,0.404
TUFM,RPS2,0.591
TUFM,RPS15,0.749
TUFM,RPL7,0.483
TUFM,RPS20,0.674
TUFM,ATG16L1,0.94
TUFM,MRPL52,0.811
TUFM,MRPS16,0.95
TUFM,MRPL9,0.949
TUFM,OGFOD1,0.422
TUFM,MRPL40,0.809
TUFM,GADD45GIP1,0.811
TUFM,MRPS30,0.809
TUFM,MRPS14,0.9
TUFM,MRPL22,0.937
TUFM,MRPL43,0.809
TUFM,RPL11,0.831
TUFM,MRPL54,0.8
TUFM,LOC107987373,0.838
TUFM,FUNDC1,0.523
TUFM,MRPS18A,0.811
TUFM,MRPL41,0.809
TUFM,MRPL37,0.809
TUFM,MRPL2,0.923
TUFM,SSBP1,0.457
TUFM,RPS5,0.614
TUFM,MRPS2,0.875
TUFM,RPS18,0.782
TUFM,RPL9,0.597
TUFM,MRPL14,0.838
TUFM,RPL12,0.487
TUFM,MRPS26,0.809
TUFM,MRPL42,0.809
TUFM,DAP3,0.809
TUFM,CUL7,0.559
TUFM,RPS14,0.404
TUFM,RPL26L1,0.403
TUFM,MRPL19,0.95
SIAH2,LATS2,0.919
SIAH2,AR,0.457
SIAH2,USP19,0.457
SIAH2,UBB,0.499
SIAH2,UBE2I,0.42
SIAH2,UBE2D2,0.457
SIAH2,PSMD4,0.457
SIAH2,UBC,0.499
SIAH2,SIAH1,0.764
SIAH2,UBE2D3,0.457
SIAH2,SNCA,0.716
SIAH2,EGLN2,0.671
SIAH2,ZYX,0.561
SIAH2,HIPK2,0.595
SIAH2,CACYBP,0.484
SIAH2,AKR1C3,0.534
SIAH2,HSPA5,0.575
SIAH2,DLST,0.457
SIAH2,PIAS1,0.457
SIAH2,UBA52,0.499
SIAH2,EGLN1,0.457
SIAH2,UBE2D1,0.457
SCN4B,CACNA1I,0.54
SCN4B,NFASC,0.499
SCN4B,SPTBN2,0.499
SCN4B,SCN7A,0.9
SCN4B,NRCAM,0.499
SCN4B,SCNN1B,0.9
SCN4B,ANK2,0.499
SCN4B,CACNA1G,0.54
SCN4B,SCNN1A,0.9
SCN4B,CACNA1H,0.54
SCN4B,SPTBN1,0.499
SCN4B,GRIK3,0.54
SCN4B,SCN1B,0.937
SCN4B,SPTAN1,0.499
C3orf38,DNAJB4,0.548
PELI3,TRAF6,0.862
PELI3,PELI1,0.4
PELI3,MAP3K7,0.457
PELI3,UBE2V1,0.63
PELI3,IRAK1,0.968
SOX11,H2BC12,0.8
SOX11,H4C11,0.8
SOX11,H4C9,0.8
SOX11,H4C8,0.8
SOX11,SOX13,0.61
SOX11,H4C5,0.8
POLE,POLE3,0.995
POLE,TIMELESS,0.865
POLE,GINS3,0.871
POLE,MMS19,0.599
POLE,RFC1,0.499
POLE,CUL4B,0.499
POLE,RFC5,0.499
POLE,UBC,0.499
POLE,RPA2,0.499
POLE,REV3L,0.9
POLE,CUL2,0.8
POLE,BRCA1,0.439
POLE,POLG,0.94
POLE,POLG2,0.9
POLE,STK19,0.42
POLE,PCNA,0.927
POLE,MTMR4,0.453
POLE,RFC3,0.689
POLE,WDHD1,0.902
POLE,DTL,0.499
POLE,MCM3,0.962
POLE,POLA1,0.956
POLE,CUL4A,0.499
POLE,POLD1,0.92
POLE,RFC4,0.499
POLE,ELOC,0.8
POLE,UBA52,0.499
POLE,POLD2,0.956
POLE,POLH,0.544
POLE,PRIM1,0.974
POLE,POLE4,0.993
POLE,UBB,0.499
POLE,CDC45,0.924
POLE,PRIM2,0.955
POLE,CRCP,0.9
POLE,CHTF8,0.422
POLE,CIAO1,0.457
PHF23,SIN3B,0.649
PHF23,SAP130,0.596
PHF23,SUDS3,0.682
PHF23,SIN3A,0.616
PHF23,HCCS,0.407
ARL4D,CYTH2,0.553
HMGCS1,HMGCS2,0.9
GLYR1,MAOA,0.537
GLYR1,H3C8,0.607
GLYR1,MAOB,0.537
GLYR1,RPL37A,0.42
GLYR1,KDM1A,0.537
GLYR1,H3C1,0.578
GLYR1,H2AC6,0.735
GLYR1,IFI16,0.457
GLYR1,H2BC21,0.418
MMP1,JUN,0.57
MMP1,BSG,0.949
MMP1,MMP9,0.962
TSPYL5,USP7,0.862
MTSS1,CTTN,0.775
MTSS1,PTPRD,0.652
ROGDI,DMXL1,0.906
ROGDI,DMXL2,0.886
ROGDI,ATP6V1H,0.616
ROGDI,ATP6V1F,0.538
ROGDI,ATP6V1G1,0.523
ZMYM3,HDAC2,0.457
ZMYM3,HDAC1,0.543
ZMYM3,ZSCAN5A,0.412
ZMYM3,CHD4,0.457
ZMYM3,GTF2I,0.682
ZMYM3,UIMC1,0.75
ZMYM3,BUD23,0.61
ZMYM3,ZNF202,0.621
ZMYM3,ZMYM2,0.844
ZMYM3,KDM1A,0.457
ZMYM3,CBX1,0.424
ZMYM3,ZMYM4,0.406
DTX2,ABHD16A,0.476
DTX2,ARRB2,0.499
DTX2,UBB,0.499
DTX2,STX12,0.42
DTX2,ITCH,0.499
DTX2,UBA52,0.499
DTX2,NOTCH1,0.514
DTX2,DNER,0.499
DTX2,ARRB1,0.499
DTX2,UBC,0.499
DTX2,CNTN1,0.499
EBF1,LHX2,0.861
EBF1,ZNF423,0.9
EBF1,TET2,0.964
EBF1,ATPAF2,0.636
EBF1,LDB1,0.663
ZMYM4,YY1AP1,0.441
ZMYM4,ZMYM2,0.564
ZMYM4,CIPC,0.472
LRSAM1,STK26,0.451
LRSAM1,UBE2D1,0.457
LRSAM1,STK24,0.451
LRSAM1,STK25,0.451
LRSAM1,CAB39L,0.41
MFAP3,EFEMP1,0.499
MFAP3,FBLN1,0.499
MFAP3,FBLN5,0.499
MFAP3,MFAP2,0.499
MFAP3,FBLN2,0.499
MFAP3,MFAP5,0.499
BCAT2,EEF2KMT,0.457
BCAT2,BCAT1,0.9
BCAT2,IL4I1,0.9
EXOSC3,ZFC3H1,0.9
EXOSC3,TTC37,0.499
EXOSC3,DCP2,0.499
EXOSC3,ZCCHC8,0.652
EXOSC3,KHSRP,0.499
EXOSC3,EXOSC2,0.999
EXOSC3,EXOSC8,0.999
EXOSC3,WDR43,0.635
EXOSC3,DCP1A,0.499
EXOSC3,CERT1,0.4
EXOSC3,ZFP36L1,0.499
EXOSC3,EXOSC10,0.999
EXOSC3,ZFP36,0.499
EXOSC3,RBM7,0.738
EXOSC3,SKIV2L,0.53
EXOSC3,PNPT1,0.9
EXOSC3,DIS3,0.996
EXOSC3,EXOSC6,0.999
EXOSC3,WDR61,0.499
EXOSC3,PARN,0.499
EXOSC3,HBS1L,0.86
EXOSC3,SUPV3L1,0.9
EXOSC3,C1D,0.982
EXOSC3,EXOSC1,0.999
EXOSC3,EXOSC9,0.999
EXOSC3,TNPO1,0.499
MTG1,MRPL55,0.8
MTG1,MRPS30,0.811
MTG1,GADD45GIP1,0.811
MTG1,MRPL21,0.914
MTG1,MRPL40,0.8
MTG1,MRPL50,0.811
MTG1,MTG2,0.8
MTG1,MRPL47,0.914
MTG1,MRPL9,0.811
MTG1,MRPL52,0.811
MTG1,PUS7L,0.406
MTG1,MRPL45,0.811
MTG1,MRPL18,0.8
MTG1,MRPL35,0.8
MTG1,MALSU1,0.948
MTG1,NDUFAB1,0.872
MTG1,MTERF4,0.864
MTG1,GTPBP8,0.591
MTG1,NSUN4,0.877
MTG1,MRPL36,0.8
MTG1,MRPL20,0.828
MTG1,MRPL19,0.838
MTG1,MRPL42,0.8
MTG1,MRPL24,0.918
MTG1,MRPL28,0.811
MTG1,RPL23,0.506
MTG1,MRPL14,0.8
MTG1,MRPL2,0.845
MTG1,MRPL30,0.8
MTG1,MRPS18A,0.81
MTG1,PUS7,0.406
MTG1,MRPL41,0.811
MTG1,MRPL37,0.8
MTG1,LOC107987373,0.811
MTG1,MRPL12,0.832
MTG1,GTPBP3,0.612
MTG1,MRPL54,0.811
MTG1,MRPL22,0.843
MTG1,MRPL43,0.918
GADD45GIP1,MRPL28,0.969
GADD45GIP1,MRPL24,0.937
GADD45GIP1,MRPL42,0.937
GADD45GIP1,DAP3,0.807
GADD45GIP1,MRPL19,0.937
GADD45GIP1,CHCHD1,0.807
GADD45GIP1,NR4A1,0.563
GADD45GIP1,GFM2,0.811
GADD45GIP1,MRPS2,0.816
GADD45GIP1,RPS8,0.468
GADD45GIP1,MRPL14,0.937
GADD45GIP1,MRPS26,0.812
GADD45GIP1,LOC107987373,0.936
GADD45GIP1,MRPL41,0.937
GADD45GIP1,MRPL37,0.946
GADD45GIP1,MRPL30,0.951
GADD45GIP1,MRPS18A,0.935
GADD45GIP1,MRPL2,0.935
GADD45GIP1,MRPS6,0.807
GADD45GIP1,MRPS14,0.818
GADD45GIP1,MRPL43,0.937
GADD45GIP1,MRPL22,0.937
GADD45GIP1,MRPL54,0.88
GADD45GIP1,MRPL12,0.892
GADD45GIP1,MRPS27,0.831
GADD45GIP1,MRPL40,0.943
GADD45GIP1,MRPL21,0.937
GADD45GIP1,MRPS21,0.807
GADD45GIP1,MRPS30,0.937
GADD45GIP1,MTRES1,0.809
GADD45GIP1,MRPL55,0.883
GADD45GIP1,GADD45A,0.972
GADD45GIP1,MRRF,0.817
GADD45GIP1,DDX28,0.8
GADD45GIP1,MRPL52,0.937
GADD45GIP1,MRPS16,0.807
GADD45GIP1,MRPL9,0.968
GADD45GIP1,MTG2,0.8
GADD45GIP1,MRPL47,0.937
GADD45GIP1,MRPS22,0.807
GADD45GIP1,MRPL50,0.937
GADD45GIP1,MALSU1,0.833
GADD45GIP1,NDUFAB1,0.922
GADD45GIP1,C12orf65,0.812
GADD45GIP1,MRPL35,0.937
GADD45GIP1,MRPS12,0.822
GADD45GIP1,MRPL18,0.937
GADD45GIP1,MRPL45,0.935
GADD45GIP1,MRPS15,0.818
GADD45GIP1,MRPL20,0.937
GADD45GIP1,NSUN4,0.9
GADD45GIP1,MRPL36,0.924
GADD45GIP1,AURKAIP1,0.816
GADD45GIP1,MTERF4,0.8
ACOT4,THEM4,0.9
ACOT4,PFKP,0.9
ACOT4,PEX5,0.499
ACOT4,ACOT7,0.9
ACOT4,PFKM,0.9
ACOT4,PEX2,0.499
ACOT4,PEX14,0.499
ACOT4,PEX12,0.499
ACOT4,FBP1,0.9
RAI1,HMG20A,0.54
RAI1,TCF20,0.479
NDUFAF3,ND6,0.914
NDUFAF3,NDUFAF4,0.992
NDUFAF3,NDUFA4,0.569
NDUFAF3,NDUFS5,0.734
NDUFAF3,NDUFAB1,0.838
NDUFAF3,TIMMDC1,0.944
NDUFAF3,NDUFA13,0.955
NDUFAF3,NDUFB2,0.838
NDUFAF3,NDUFB1,0.499
NDUFAF3,SURF1,0.597
NDUFAF3,NDUFAF5,0.861
NDUFAF3,NDUFA8,0.97
NDUFAF3,NDUFB3,0.838
NDUFAF3,NDUFC1,0.838
NDUFAF3,NDUFA5,0.913
NDUFAF3,NDUFA11,0.722
NDUFAF3,NDUFAF6,0.499
NDUFAF3,NDUFA1,0.838
NDUFAF3,FOXRED2,0.629
NDUFAF3,NDUFA6,0.893
NDUFAF3,TMEM126B,0.61
NDUFAF3,NDUFA3,0.838
NDUFAF3,NDUFS2,0.963
ZKSCAN1,SCAND1,0.587
ZKSCAN1,ZNF397,0.595
ZKSCAN1,ZNF446,0.531
ZKSCAN1,ZKSCAN4,0.656
ZKSCAN1,ZNF24,0.614
ZKSCAN1,ZSCAN32,0.632
ZKSCAN1,ZNF213,0.586
ZBTB2,ZNF639,0.615
ZBTB2,TP53BP1,0.42
ZBTB2,RBBP7,0.457
ZBTB2,MDC1,0.42
ZBTB2,ZNF219,0.526
ZBTB2,HDAC1,0.464
ZBTB2,SP1,0.469
ZBTB2,ZBTB25,0.499
ZBTB2,RELA,0.627
ZBTB2,P4HB,0.457
E2F7,HIF1A,0.764
E2F7,E2F1,0.402
MARVELD2,TUBA1C,0.9
MARVELD2,TUBA1B,0.9
MARVELD2,TJP1,0.998
MARVELD2,ITCH,0.457
MARVELD2,TUBA1A,0.9
MARVELD2,OCLN,0.983
DNAAF4,HSP90AB1,0.478
DNAAF4,HSP90AA1,0.478
CD6,SDCBP,0.825
RPUSD2,MALSU1,0.433
SPAG5,MAPRE1,0.457
SPAG5,CLUH,0.408
SPAG5,DYNLL1,0.723
SPAG5,GSK3B,0.619
SPAG5,CDK1,0.459
SPAG5,DCLRE1B,0.509
POC1B,HSBP1,0.426
POC1B,FAM161A,0.875
POC1B,POC5,0.882
POC1B,ASH2L,0.45
PDIA5,PLRG1,0.42
PDIA5,PPP1R2,0.43
SIGLEC7,SOCS3,0.647
SIGLEC7,HLA-E,0.449
SMC1A,H2BC21,0.499
SMC1A,MDC1,0.816
SMC1A,H2AX,0.63
SMC1A,ATRX,0.457
SMC1A,ESR1,0.543
SMC1A,UBE2I,0.499
SMC1A,SMC3,0.999
SMC1A,PSMC2,0.653
SMC1A,SYCP2,0.664
SMC1A,SMC4,0.46
SMC1A,SGO2,0.9
SMC1A,H2BC15,0.499
SMC1A,STAG3,0.998
SMC1A,H2BS1,0.499
SMC1A,BRCA1,0.828
SMC1A,STAG1,0.999
SMC1A,H2BC9,0.499
SMC1A,CTCF,0.866
SMC1A,H2BC12,0.499
SMC1A,SYCE3,0.499
SMC1A,ATR,0.63
SMC1A,HSPA2,0.499
SMC1A,NCAPD2,0.563
SMC1A,REC8,0.99
SMC1A,RFC1,0.608
ISG20L2,PCNA,0.516
ISG20L2,PAN3,0.44
ISG20L2,EML1,0.568
SNX22,FGFR2,0.565
PNKP,XRCC4,0.916
PNKP,ATXN3,0.768
PNKP,CCDC43,0.472
PNKP,NEIL1,0.664
PNKP,POLR2A,0.63
PNKP,LIG4,0.402
PNKP,PARP1,0.492
PNKP,HTT,0.584
PNKP,LIG3,0.958
MKLN1,WDR26,0.78
MKLN1,YPEL5,0.558
MKLN1,ARMC8,0.652
IFT88,UBXN10,0.734
IFT88,DYNC1I2,0.499
IFT88,TTC21A,0.54
IFT88,UBC,0.4
IFT88,IFT52,0.999
IFT88,HDAC6,0.4
IFT88,TRAF3IP1,0.962
IFT88,CLUAP1,0.993
IFT88,IFT27,0.998
IFT88,WDR19,0.54
IFT88,HSP90AA1,0.663
IFT88,HSPA8,0.539
IFT88,TTC30B,0.997
IFT88,IFT140,0.76
IFT88,LAMP2,0.499
IFT88,CCDC151,0.588
IFT88,HSF1,0.499
IFT88,VCP,0.861
IFT88,DYNLL1,0.499
IFT88,IFT20,0.945
IFT88,UBE2V1,0.499
IFT88,PRRC2A,0.42
IFT88,DYNLL2,0.499
IFT88,DYNC1H1,0.499
IFT88,UBB,0.4
IFT88,HSP90AB1,0.544
IFT88,IFT74,0.997
IFT88,TTC30A,0.902
IFT88,TTC26,0.983
IFT88,UBA52,0.4
SOX2,WDR5,0.467
SOX2,SMAD3,0.835
SOX2,RAD23B,0.568
SOX2,FOXP1,0.826
SOX2,CUX1,0.457
SOX2,MECP2,0.858
SOX2,USP34,0.457
SOX2,CTNNB1,0.948
SOX2,KPNA4,0.926
SOX2,PHF20L1,0.457
SOX2,MBD3,0.457
SOX2,PAX6,0.813
SOX2,MTA1,0.457
SOX2,HNRNPK,0.457
SOX2,HNRNPC,0.586
SOX2,KDM6A,0.627
SOX2,NFIB,0.457
SOX2,ANXA1,0.479
SOX2,POU2F1,0.918
SOX2,SALL2,0.457
SOX2,ARID3B,0.613
SOX2,BAG2,0.457
SOX2,IGF2BP2,0.506
SOX2,SUPT5H,0.422
SOX2,SSB,0.457
SOX2,H4C5,0.8
SOX2,KDM1A,0.42
SOX2,RBBP4,0.457
SOX2,DCAF1,0.42
SOX2,USP7,0.685
SOX2,UBR5,0.457
SOX2,LAS1L,0.534
SOX2,NCOR2,0.42
SOX2,SMC3,0.422
SOX2,GPC4,0.433
SOX2,SATB1,0.491
SOX2,DNAJA1,0.457
SOX2,PWP1,0.457
SOX2,HNRNPA3,0.68
SOX2,ASH2L,0.605
SOX2,SMARCA2,0.42
SOX2,CUL4A,0.457
SOX2,DDAH2,0.457
SOX2,HDAC1,0.897
SOX2,AKT1,0.457
SOX2,SQSTM1,0.457
SOX2,H2BC12,0.8
SOX2,H4C9,0.8
SOX2,NFIC,0.42
SOX2,CHD7,0.631
SOX2,FOXC1,0.504
SOX2,SART3,0.457
SOX2,H3C8,0.8
SOX2,SIN3A,0.456
SOX2,SUMO1,0.539
SOX2,CDK1,0.924
SOX2,TRIM26,0.457
SOX2,RBBP7,0.501
SOX2,EP400,0.42
SOX2,KLF4,0.962
SOX2,HNRNPA2B1,0.551
SOX2,RPS17,0.457
SOX2,PIAS1,0.581
SOX2,KPNA1,0.9
SOX2,SMARCA4,0.634
SOX2,ZNF384,0.42
SOX2,NFIX,0.457
SOX2,XRCC5,0.457
SOX2,TAF15,0.457
SOX2,HSPD1,0.457
SOX2,GATAD2A,0.457
SOX2,GLI3,0.457
SOX2,RPL34,0.457
SOX2,H3C1,0.8
SOX2,MRPS22,0.457
SOX2,RBM7,0.457
SOX2,KPNA2,0.405
SOX2,CHD3,0.485
SOX2,SPEN,0.42
SOX2,SMAD4,0.51
SOX2,TCF12,0.452
SOX2,SMARCB1,0.457
SOX2,RNH1,0.457
SOX2,STAU1,0.457
SOX2,H4C8,0.8
SOX2,WWP2,0.564
SOX2,MRPL41,0.457
SOX2,ZMYM2,0.42
SOX2,SAP130,0.42
SOX2,MRPS26,0.457
SOX2,MRPL19,0.457
SOX2,DAP3,0.457
SOX2,H3C6,0.8
SOX2,BANF1,0.499
SOX2,PBX1,0.8
SOX2,CEBPD,0.567
SOX2,MEF2A,0.403
SOX2,MRPL9,0.457
SOX2,H4C11,0.8
SOX2,WDR26,0.42
SOX2,GNL3,0.407
SOX2,AHCYL1,0.457
SOX2,TEX10,0.792
SOX2,NFIA,0.42
DBF4B,CDC7,0.747
ZBTB7A,CHD3,0.457
ZBTB7A,HDAC2,0.459
ZBTB7A,HDAC1,0.855
ZBTB7A,SP1,0.457
ZBTB7A,NCOR2,0.457
ZBTB7A,HNRNPH1,0.457
ZBTB7A,RELA,0.457
ZBTB7A,CHD8,0.457
ZBTB7A,XRCC6,0.527
ZBTB7A,AR,0.457
ZBTB7A,BCL6,0.497
ZBTB7A,SIN3A,0.573
ZBTB7A,BCOR,0.457
ZBTB7A,SREBF1,0.557
ZBTB7A,XRCC5,0.527
ZADH2,PEX5,0.457
UBE2O,UBB,0.513
UBE2O,SFMBT2,0.457
UBE2O,UBA52,0.678
UBE2O,CAPZB,0.422
UBE2O,NAP1L1,0.951
UBE2O,BAP1,0.457
UBE2O,WDR26,0.68
UBE2O,ZNF707,0.442
UBE2O,RECQL4,0.457
UBE2O,CAVIN1,0.437
UBE2O,BUD23,0.457
UBE2O,AURKAIP1,0.443
UBE2O,TRIM27,0.424
UBE2O,UBC,0.705
CRTAP,COL13A1,0.499
CRTAP,COL7A1,0.499
CRTAP,COL9A2,0.499
CRTAP,COL4A1,0.499
CRTAP,COL12A1,0.499
CRTAP,COL9A3,0.499
CRTAP,COL4A5,0.499
CRTAP,COL4A6,0.499
CRTAP,COL6A1,0.499
CRTAP,COL2A1,0.499
CRTAP,COL4A4,0.499
CRTAP,COL4A3,0.499
CRTAP,COL11A1,0.499
CRTAP,COL18A1,0.499
CRTAP,COL10A1,0.563
CRTAP,COL15A1,0.499
CRTAP,COL8A2,0.637
CRTAP,COL6A6,0.499
CRTAP,COL5A2,0.499
CRTAP,COL4A2,0.499
CRTAP,COL16A1,0.499
CRTAP,COL27A1,0.499
CRTAP,COL28A1,0.499
CRTAP,COL5A1,0.499
CRTAP,COL11A2,0.499
MED14,CDK19,0.937
MED14,POLR2A,0.97
MED14,CROCC,0.409
MED14,TAF3,0.8
MED14,GTF2H5,0.8
MED14,H4C8,0.8
MED14,MED29,0.998
MED14,GTF2A1,0.862
MED14,TAF8,0.8
MED14,POLR2K,0.959
MED14,TAF13,0.8
MED14,NCOA2,0.499
MED14,FAM120B,0.499
MED14,CCNC,0.949
MED14,TAF11,0.8
MED14,H4C11,0.8
MED14,CDK8,0.969
MED14,TAF6,0.8
MED14,POLR2B,0.963
MED14,RXRA,0.65
MED14,SIDT1,0.409
MED14,SREBF1,0.527
MED14,POLR2F,0.952
MED14,MED6,0.999
MED14,POLR2L,0.95
MED14,ERCC2,0.869
MED14,QKI,0.734
MED14,HELZ2,0.499
MED14,THRAP3,0.9
MED14,NCOA3,0.669
MED14,H4C5,0.8
MED14,LPAR5,0.409
MED14,GTF2A2,0.869
MED14,MED12,0.993
MED14,CDK9,0.54
MED14,TAF2,0.8
MED14,GTF2E2,0.869
MED14,CTDP1,0.493
MED14,GTF2F2,0.869
MED14,TNRC6C,0.409
MED14,THRB,0.65
MED14,MED25,0.979
MED14,TAF5,0.8
MED14,BCLAF1,0.54
MED14,TAF1,0.8
MED14,H4C9,0.8
MED14,RXRB,0.65
MED14,MED19,0.995
MED14,PPP6R1,0.612
MED14,MED23,0.998
MED14,GTF2F1,0.869
MED14,TAF9,0.8
MED14,ESR1,0.787
MED14,BCLAF3,0.54
MED14,GTF2B,0.927
MED14,MED24,0.995
MED14,POLR2H,0.95
MED14,POLR2E,0.962
MED14,GTF2H3,0.869
MED14,TP53BP1,0.439
MED14,MED16,0.999
MED14,NCOA1,0.499
MED14,MED13,0.994
MED14,FBXL19,0.478
MED14,CCNH,0.832
MED14,POLR1C,0.424
MED14,FBXW7,0.457
MED14,MED22,0.998
UCP3,SLC25A27,0.4
UCP3,YWHAB,0.512
UCP3,SLC25A14,0.4
UCP3,UCP2,0.4
CCDC43,SCML1,0.406
CCDC43,KLHL2,0.45
TEX35,BLOC1S5,0.609
TEX35,BORCS7,0.591
TEX35,BLOC1S1,0.611
TEX35,BLOC1S2,0.575
TEX35,SNAPIN,0.542
TEX35,DTNBP1,0.448
HACL1,PEX5,0.716
HACL1,PEX2,0.499
HACL1,PEX14,0.499
HACL1,PEX12,0.499
PLEC,KRT18,0.404
PLEC,LAMA3,0.499
PLEC,FLNA,0.686
PLEC,ITGA6,0.499
PLEC,CD151,0.962
PLEC,OBSL1,0.523
PLEC,LAMB3,0.499
PLEC,VIM,0.538
PLEC,VCP,0.47
PLEC,CALML5,0.493
