#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALML3	JUN	9606.ENSP00000315299	9606.ENSP00000360266	0	0	0	0	0	0	0	0.581	0.581
CALML3	GRB2	9606.ENSP00000315299	9606.ENSP00000376345	0	0	0	0	0	0	0	0.586	0.586
CALML3	RAF1	9606.ENSP00000315299	9606.ENSP00000401888	0	0	0	0	0	0.099	0	0.586	0.611
CALML3	HSPA8	9606.ENSP00000315299	9606.ENSP00000437125	0	0	0	0	0.055	0.120	0	0.628	0.664
CALML3	PLCB4	9606.ENSP00000315299	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0.229	0.718
CALML3	PLCB3	9606.ENSP00000315299	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.307	0.747
CALML3	PLCB1	9606.ENSP00000315299	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.320	0.751
CALML3	POMC	9606.ENSP00000315299	9606.ENSP00000384092	0	0	0	0	0.044	0	0	0.830	0.830
CALML3	CREB1	9606.ENSP00000315299	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.887	0.890
CALML3	SRC	9606.ENSP00000315299	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML3	ITPR2	9606.ENSP00000315299	9606.ENSP00000370744	0	0	0	0	0	0.069	0.900	0.465	0.945
CALML3	NRAS	9606.ENSP00000315299	9606.ENSP00000358548	0	0	0	0	0.074	0.130	0.900	0.544	0.958
CALML3	HRAS	9606.ENSP00000315299	9606.ENSP00000407586	0	0	0	0	0.074	0.130	0.900	0.598	0.963
CALML3	CALML4	9606.ENSP00000315299	9606.ENSP00000419081	0	0	0.081	0.898	0	0	0.900	0.632	0.963
CALML3	CALML5	9606.ENSP00000315299	9606.ENSP00000369689	0	0	0.077	0.926	0.162	0	0.900	0.632	0.967
CALML3	ESR1	9606.ENSP00000315299	9606.ENSP00000405330	0	0	0	0	0.044	0.045	0	0.981	0.981
CALML3	ITPR3	9606.ENSP00000315299	9606.ENSP00000363435	0	0	0	0	0	0.105	0.900	0.822	0.982
CALML3	PRKACB	9606.ENSP00000315299	9606.ENSP00000359719	0	0	0	0	0.055	0	0.650	0.971	0.989
CALML3	PRKACG	9606.ENSP00000315299	9606.ENSP00000366488	0	0	0	0	0.055	0	0.650	0.979	0.992
CALML3	HSP90AB1	9606.ENSP00000315299	9606.ENSP00000360609	0	0	0	0	0.045	0.071	0.800	0.978	0.995
CALML3	HSP90AA1	9606.ENSP00000315299	9606.ENSP00000335153	0	0	0	0	0.045	0.071	0.800	0.983	0.996
CALML4	FKBP4	9606.ENSP00000419081	9606.ENSP00000001008	0	0	0	0	0.074	0.140	0	0.565	0.623
CALML4	MAPK1	9606.ENSP00000419081	9606.ENSP00000215832	0	0	0	0	0.057	0.108	0	0.424	0.473
CALML4	KRAS	9606.ENSP00000419081	9606.ENSP00000256078	0	0	0	0	0.074	0.097	0.900	0.982	0.998
CALML4	PLCB2	9606.ENSP00000419081	9606.ENSP00000260402	0	0	0	0	0.049	0	0.650	0.192	0.707
CALML4	MAPK3	9606.ENSP00000419081	9606.ENSP00000263025	0	0	0	0	0.057	0.108	0	0.598	0.633
CALML4	PIK3CA	9606.ENSP00000419081	9606.ENSP00000263967	0	0	0	0	0	0	0	0.517	0.517
CALML4	EGFR	9606.ENSP00000419081	9606.ENSP00000275493	0	0	0	0	0	0	0	0.809	0.809
CALML4	GRM1	9606.ENSP00000419081	9606.ENSP00000282753	0	0	0	0	0	0.153	0	0.352	0.427
CALML4	GNAQ	9606.ENSP00000419081	9606.ENSP00000286548	0	0	0	0	0	0	0	0.570	0.570
CALML4	NOS3	9606.ENSP00000419081	9606.ENSP00000297494	0	0	0	0	0	0.046	0.900	0.996	0.999
CALML4	HSP90B1	9606.ENSP00000419081	9606.ENSP00000299767	0	0	0	0	0	0.070	0.800	0.434	0.885
CALML4	MAP2K1	9606.ENSP00000419081	9606.ENSP00000302486	0	0	0	0	0.086	0.067	0	0.449	0.490
CALML4	CALML6	9606.ENSP00000419081	9606.ENSP00000304643	0	0	0	0.738	0	0	0.900	0.633	0.961
CALML4	FOS	9606.ENSP00000419081	9606.ENSP00000306245	0	0	0	0	0	0.063	0	0.579	0.589
CALML4	ITPR1	9606.ENSP00000419081	9606.ENSP00000306253	0	0	0	0	0	0.045	0.900	0.816	0.980
CALML4	PRKACA	9606.ENSP00000419081	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0.971	0.989
CALML4	PRKCD	9606.ENSP00000419081	9606.ENSP00000331602	0	0	0	0	0.044	0.077	0	0.403	0.427
CALML4	HSP90AA1	9606.ENSP00000419081	9606.ENSP00000335153	0	0	0	0	0	0.070	0.800	0.983	0.996
CALML4	PLCB1	9606.ENSP00000419081	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.322	0.752
CALML4	ESR2	9606.ENSP00000419081	9606.ENSP00000343925	0	0	0	0	0	0.045	0	0.552	0.554
CALML4	NRAS	9606.ENSP00000419081	9606.ENSP00000358548	0	0	0	0	0.074	0.097	0.900	0.522	0.954
CALML4	PRKACB	9606.ENSP00000419081	9606.ENSP00000359719	0	0	0	0	0	0	0.650	0.971	0.989
CALML4	JUN	9606.ENSP00000419081	9606.ENSP00000360266	0	0	0	0	0	0	0	0.570	0.570
CALML4	HSP90AB1	9606.ENSP00000419081	9606.ENSP00000360609	0	0	0	0	0	0.070	0.800	0.976	0.995
CALML4	SRC	9606.ENSP00000419081	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML4	ITPR3	9606.ENSP00000419081	9606.ENSP00000363435	0	0	0	0	0	0.045	0.900	0.805	0.979
CALML4	PRKACG	9606.ENSP00000419081	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.979	0.992
CALML4	PLCB4	9606.ENSP00000419081	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0.202	0.708
CALML4	CALML5	9606.ENSP00000419081	9606.ENSP00000369689	0	0	0.112	0.804	0	0	0.900	0.633	0.964
CALML4	ITPR2	9606.ENSP00000419081	9606.ENSP00000370744	0	0	0	0	0	0.045	0.900	0.413	0.939
CALML4	GRB2	9606.ENSP00000419081	9606.ENSP00000376345	0	0	0	0	0	0	0	0.586	0.586
CALML4	POMC	9606.ENSP00000419081	9606.ENSP00000384092	0	0	0	0	0	0	0	0.832	0.832
CALML4	CREB1	9606.ENSP00000419081	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.889	0.891
CALML4	RAF1	9606.ENSP00000419081	9606.ENSP00000401888	0	0	0	0	0	0.099	0	0.586	0.611
CALML4	ESR1	9606.ENSP00000419081	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.979	0.979
CALML4	HRAS	9606.ENSP00000419081	9606.ENSP00000407586	0	0	0	0	0.074	0.097	0.900	0.579	0.960
CALML4	HSPA8	9606.ENSP00000419081	9606.ENSP00000437125	0	0	0	0	0.055	0.120	0	0.614	0.651
CALML4	PLCB3	9606.ENSP00000419081	9606.ENSP00000443631	0	0	0	0	0.042	0	0.650	0.282	0.738
CALML5	FKBP4	9606.ENSP00000369689	9606.ENSP00000001008	0	0	0	0	0.074	0.140	0	0.565	0.623
CALML5	MAPK1	9606.ENSP00000369689	9606.ENSP00000215832	0	0	0	0	0.065	0.108	0	0.446	0.497
CALML5	CTSD	9606.ENSP00000369689	9606.ENSP00000236671	0	0	0	0	0.092	0.328	0	0.297	0.534
CALML5	KRAS	9606.ENSP00000369689	9606.ENSP00000256078	0	0	0	0	0.074	0.130	0.900	0.983	0.998
CALML5	PLCB2	9606.ENSP00000369689	9606.ENSP00000260402	0	0	0	0	0	0	0.650	0.190	0.704
CALML5	MAPK3	9606.ENSP00000369689	9606.ENSP00000263025	0	0	0	0	0.065	0.108	0	0.612	0.648
CALML5	PIK3CA	9606.ENSP00000369689	9606.ENSP00000263967	0	0	0	0	0	0	0	0.518	0.518
CALML5	EGFR	9606.ENSP00000369689	9606.ENSP00000275493	0	0	0	0	0	0	0	0.810	0.810
CALML5	GRM1	9606.ENSP00000369689	9606.ENSP00000282753	0	0	0	0	0.049	0.153	0	0.352	0.432
CALML5	GNAQ	9606.ENSP00000369689	9606.ENSP00000286548	0	0	0	0	0	0	0	0.581	0.581
CALML5	NOS3	9606.ENSP00000369689	9606.ENSP00000297494	0	0	0	0	0	0.066	0.900	0.996	0.999
CALML5	HSP90B1	9606.ENSP00000369689	9606.ENSP00000299767	0	0	0	0	0	0.070	0.800	0.434	0.885
CALML5	MAP2K1	9606.ENSP00000369689	9606.ENSP00000302486	0	0	0	0	0.086	0.067	0	0.475	0.513
CALML5	CALML6	9606.ENSP00000369689	9606.ENSP00000304643	0	0	0.081	0.828	0	0	0.900	0.633	0.963
CALML5	FOS	9606.ENSP00000369689	9606.ENSP00000306245	0	0	0	0	0	0.148	0	0.611	0.654
CALML5	ITPR1	9606.ENSP00000369689	9606.ENSP00000306253	0	0	0	0	0	0.078	0.900	0.832	0.983
CALML5	PRKACA	9606.ENSP00000369689	9606.ENSP00000309591	0	0	0	0	0.055	0	0.650	0.971	0.989
CALML5	PRKCD	9606.ENSP00000369689	9606.ENSP00000331602	0	0	0	0	0	0.077	0	0.423	0.445
CALML5	HSP90AA1	9606.ENSP00000369689	9606.ENSP00000335153	0	0	0	0	0.045	0.071	0.800	0.983	0.996
CALML5	EBAG9	9606.ENSP00000369689	9606.ENSP00000337675	0	0	0	0	0	0	0	0.487	0.487
CALML5	PLCB1	9606.ENSP00000369689	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.475	0.808
CALML5	ESR2	9606.ENSP00000369689	9606.ENSP00000343925	0	0	0	0	0	0.045	0	0.552	0.554
CALML5	NRAS	9606.ENSP00000369689	9606.ENSP00000358548	0	0	0	0	0.074	0.130	0.900	0.544	0.958
CALML5	PRKACB	9606.ENSP00000369689	9606.ENSP00000359719	0	0	0	0	0.055	0	0.650	0.971	0.989
CALML5	JUN	9606.ENSP00000369689	9606.ENSP00000360266	0	0	0	0	0	0	0	0.581	0.581
CALML5	HSP90AB1	9606.ENSP00000369689	9606.ENSP00000360609	0	0	0	0	0.045	0.071	0.800	0.976	0.995
CALML5	SRC	9606.ENSP00000369689	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML5	ITPR3	9606.ENSP00000369689	9606.ENSP00000363435	0	0	0	0	0	0.069	0.900	0.821	0.981
CALML5	PRKACG	9606.ENSP00000369689	9606.ENSP00000366488	0	0	0	0	0.055	0	0.650	0.979	0.992
CALML5	PLCB4	9606.ENSP00000369689	9606.ENSP00000367762	0	0	0	0	0.042	0	0.650	0.226	0.718
CALML5	GRB2	9606.ENSP00000369689	9606.ENSP00000376345	0	0	0	0	0	0	0	0.589	0.589
CALML5	RAF1	9606.ENSP00000369689	9606.ENSP00000401888	0	0	0	0	0	0.099	0	0.586	0.611
CALML5	HSPA8	9606.ENSP00000369689	9606.ENSP00000437125	0	0	0	0	0.055	0.120	0	0.628	0.664
CALML5	PLCB3	9606.ENSP00000369689	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.293	0.742
CALML5	POMC	9606.ENSP00000369689	9606.ENSP00000384092	0	0	0	0	0	0	0	0.830	0.830
CALML5	CREB1	9606.ENSP00000369689	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.887	0.890
CALML5	ITPR2	9606.ENSP00000369689	9606.ENSP00000370744	0	0	0	0	0	0.069	0.900	0.468	0.946
CALML5	HRAS	9606.ENSP00000369689	9606.ENSP00000407586	0	0	0	0	0.074	0.130	0.900	0.598	0.963
CALML5	ESR1	9606.ENSP00000369689	9606.ENSP00000405330	0	0	0	0	0.059	0.045	0	0.979	0.979
CALML6	FKBP4	9606.ENSP00000304643	9606.ENSP00000001008	0	0	0	0	0.074	0.140	0	0.565	0.623
CALML6	MAPK1	9606.ENSP00000304643	9606.ENSP00000215832	0	0	0	0	0.057	0.108	0	0.424	0.473
CALML6	KRAS	9606.ENSP00000304643	9606.ENSP00000256078	0	0	0	0	0.074	0.097	0.900	0.982	0.998
CALML6	PLCB2	9606.ENSP00000304643	9606.ENSP00000260402	0	0	0	0	0	0	0.650	0.183	0.701
CALML6	MAPK3	9606.ENSP00000304643	9606.ENSP00000263025	0	0	0	0	0.057	0.108	0	0.598	0.633
CALML6	PIK3CA	9606.ENSP00000304643	9606.ENSP00000263967	0	0	0	0	0	0	0	0.517	0.517
CALML6	EGFR	9606.ENSP00000304643	9606.ENSP00000275493	0	0	0	0	0	0	0	0.809	0.809
CALML6	GRM1	9606.ENSP00000304643	9606.ENSP00000282753	0	0	0	0	0.042	0.153	0	0.352	0.428
CALML6	GNAQ	9606.ENSP00000304643	9606.ENSP00000286548	0	0	0	0	0	0	0	0.570	0.570
CALML6	NOS3	9606.ENSP00000304643	9606.ENSP00000297494	0	0	0	0	0	0.046	0.900	0.996	0.999
CALML6	HSP90B1	9606.ENSP00000304643	9606.ENSP00000299767	0	0	0	0	0	0.070	0.800	0.434	0.885
CALML6	MAP2K1	9606.ENSP00000304643	9606.ENSP00000302486	0	0	0	0	0.086	0.067	0	0.449	0.490
CALML6	PRKCD	9606.ENSP00000304643	9606.ENSP00000331602	0	0	0	0	0	0.077	0	0.403	0.425
CALML6	EBAG9	9606.ENSP00000304643	9606.ENSP00000337675	0	0	0	0	0	0	0	0.487	0.487
CALML6	ESR2	9606.ENSP00000304643	9606.ENSP00000343925	0	0	0	0	0	0.045	0	0.552	0.554
CALML6	JUN	9606.ENSP00000304643	9606.ENSP00000360266	0	0	0	0	0	0	0	0.570	0.570
CALML6	GRB2	9606.ENSP00000304643	9606.ENSP00000376345	0	0	0	0	0	0	0	0.585	0.585
CALML6	FOS	9606.ENSP00000304643	9606.ENSP00000306245	0	0	0	0	0	0.063	0	0.579	0.589
CALML6	RAF1	9606.ENSP00000304643	9606.ENSP00000401888	0	0	0	0	0	0.099	0	0.586	0.611
CALML6	HSPA8	9606.ENSP00000304643	9606.ENSP00000437125	0	0	0	0	0.055	0.120	0	0.614	0.651
CALML6	PLCB4	9606.ENSP00000304643	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0.195	0.706
CALML6	PLCB3	9606.ENSP00000304643	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.274	0.735
CALML6	PLCB1	9606.ENSP00000304643	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.321	0.752
CALML6	POMC	9606.ENSP00000304643	9606.ENSP00000384092	0	0	0	0	0.044	0	0	0.831	0.831
CALML6	CREB1	9606.ENSP00000304643	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.882	0.884
CALML6	SRC	9606.ENSP00000304643	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML6	ITPR2	9606.ENSP00000304643	9606.ENSP00000370744	0	0	0	0	0	0.045	0.900	0.413	0.939
CALML6	NRAS	9606.ENSP00000304643	9606.ENSP00000358548	0	0	0	0	0.074	0.097	0.900	0.522	0.954
CALML6	HRAS	9606.ENSP00000304643	9606.ENSP00000407586	0	0	0	0	0.074	0.097	0.900	0.579	0.960
CALML6	ITPR3	9606.ENSP00000304643	9606.ENSP00000363435	0	0	0	0	0	0.045	0.900	0.804	0.979
CALML6	ESR1	9606.ENSP00000304643	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.979	0.979
CALML6	ITPR1	9606.ENSP00000304643	9606.ENSP00000306253	0	0	0	0	0	0.045	0.900	0.816	0.980
CALML6	PRKACA	9606.ENSP00000304643	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0.969	0.988
CALML6	PRKACB	9606.ENSP00000304643	9606.ENSP00000359719	0	0	0	0	0	0	0.650	0.969	0.988
CALML6	PRKACG	9606.ENSP00000304643	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.977	0.991
CALML6	HSP90AB1	9606.ENSP00000304643	9606.ENSP00000360609	0	0	0	0	0	0.070	0.800	0.975	0.995
CALML6	HSP90AA1	9606.ENSP00000304643	9606.ENSP00000335153	0	0	0	0	0	0.070	0.800	0.982	0.996
CREB1	CREB3L3	9606.ENSP00000387699	9606.ENSP00000078445	0	0	0	0	0	0.284	0.900	0.651	0.972
CREB1	MAPK1	9606.ENSP00000387699	9606.ENSP00000215832	0	0	0	0	0.194	0	0.900	0.575	0.962
CREB1	MMP2	9606.ENSP00000387699	9606.ENSP00000219070	0	0	0	0	0.074	0	0	0.400	0.420
CREB1	PIK3R2	9606.ENSP00000387699	9606.ENSP00000222254	0	0	0	0	0.058	0	0	0.549	0.557
CREB1	RARA	9606.ENSP00000387699	9606.ENSP00000254066	0	0	0	0	0.063	0.046	0	0.558	0.571
CREB1	KRAS	9606.ENSP00000387699	9606.ENSP00000256078	0	0	0	0	0.119	0.070	0	0.377	0.445
CREB1	MAPK3	9606.ENSP00000387699	9606.ENSP00000263025	0	0	0	0	0.089	0	0.900	0.876	0.987
CREB1	PIK3CA	9606.ENSP00000387699	9606.ENSP00000263967	0	0	0	0	0.185	0	0	0.333	0.433
CREB1	CREB3L4	9606.ENSP00000387699	9606.ENSP00000271889	0	0	0	0	0	0.101	0.900	0.547	0.955
CREB1	EGFR	9606.ENSP00000387699	9606.ENSP00000275493	0	0	0	0	0.044	0	0	0.575	0.576
CREB1	GNAQ	9606.ENSP00000387699	9606.ENSP00000286548	0	0	0	0	0.093	0	0	0.685	0.702
CREB1	NOS3	9606.ENSP00000387699	9606.ENSP00000297494	0	0	0	0	0	0	0	0.413	0.412
CREB1	MAP2K1	9606.ENSP00000387699	9606.ENSP00000302486	0	0	0	0	0.089	0	0	0.584	0.605
CREB1	FOS	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0.052	0	0.500	0.996	0.998
CREB1	ITPR1	9606.ENSP00000387699	9606.ENSP00000306253	0	0	0	0	0.049	0	0	0.617	0.620
CREB1	PRKACA	9606.ENSP00000387699	9606.ENSP00000309591	0	0	0	0	0.042	0.510	0.900	0.940	0.996
CREB1	GNAI2	9606.ENSP00000387699	9606.ENSP00000312999	0	0	0	0	0.049	0	0	0.456	0.461
CREB1	PGR	9606.ENSP00000387699	9606.ENSP00000325120	0	0	0	0	0.056	0.046	0	0.395	0.407
CREB1	CREB3L2	9606.ENSP00000387699	9606.ENSP00000329140	0	0	0	0.579	0	0.101	0.900	0.354	0.936
CREB1	SP1	9606.ENSP00000387699	9606.ENSP00000329357	0	0	0	0	0.146	0.095	0	0.744	0.784
CREB1	HSP90AA1	9606.ENSP00000387699	9606.ENSP00000335153	0	0	0	0	0.049	0	0	0.419	0.423
CREB1	CREB3	9606.ENSP00000387699	9606.ENSP00000342136	0	0	0	0	0	0.101	0.900	0.547	0.955
CREB1	ESR2	9606.ENSP00000387699	9606.ENSP00000343925	0	0	0	0	0.056	0.046	0	0.741	0.746
CREB1	CREB5	9606.ENSP00000387699	9606.ENSP00000350359	0	0	0	0	0.053	0	0.900	0.456	0.944
CREB1	NRAS	9606.ENSP00000387699	9606.ENSP00000358548	0	0	0	0	0.163	0.070	0	0.292	0.401
CREB1	PRKACB	9606.ENSP00000387699	9606.ENSP00000359719	0	0	0	0	0.049	0	0.900	0.958	0.995
CREB1	JUN	9606.ENSP00000387699	9606.ENSP00000360266	0	0	0	0	0	0.400	0	0.997	0.998
CREB1	HSP90AB1	9606.ENSP00000387699	9606.ENSP00000360609	0	0	0	0	0.056	0	0	0.419	0.428
CREB1	NCOA3	9606.ENSP00000387699	9606.ENSP00000361066	0	0	0	0	0.123	0	0	0.619	0.651
CREB1	MMP9	9606.ENSP00000387699	9606.ENSP00000361405	0	0	0	0	0.087	0	0	0.506	0.529
CREB1	SRC	9606.ENSP00000387699	9606.ENSP00000362680	0	0	0	0	0.059	0	0	0.621	0.628
CREB1	ITPR3	9606.ENSP00000387699	9606.ENSP00000363435	0	0	0	0	0.042	0	0	0.433	0.433
CREB1	GABBR1	9606.ENSP00000387699	9606.ENSP00000366233	0	0	0	0	0	0	0	0.413	0.413
CREB1	PRKACG	9606.ENSP00000387699	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0.944	0.994
CREB1	ITPR2	9606.ENSP00000387699	9606.ENSP00000370744	0	0	0	0	0.047	0	0	0.518	0.521
CREB1	GRB2	9606.ENSP00000387699	9606.ENSP00000376345	0	0	0	0	0.060	0	0	0.419	0.431
CREB1	GPER1	9606.ENSP00000387699	9606.ENSP00000380281	0	0	0	0	0	0	0	0.521	0.521
CREB1	POMC	9606.ENSP00000387699	9606.ENSP00000384092	0	0	0	0	0	0	0	0.647	0.647
CREB1	SOS1	9606.ENSP00000387699	9606.ENSP00000384675	0	0	0	0	0.152	0	0	0.324	0.402
CREB1	NCOA1	9606.ENSP00000387699	9606.ENSP00000385216	0	0	0	0	0.105	0	0	0.443	0.480
CREB1	NCOA2	9606.ENSP00000387699	9606.ENSP00000399968	0	0	0	0	0.190	0	0	0.326	0.431
CREB1	RAF1	9606.ENSP00000387699	9606.ENSP00000401888	0	0	0	0	0.101	0	0	0.419	0.455
CREB1	SHC1	9606.ENSP00000387699	9606.ENSP00000401303	0	0	0	0	0.047	0	0	0.455	0.458
CREB1	OPRM1	9606.ENSP00000387699	9606.ENSP00000394624	0	0	0	0	0	0.045	0	0.475	0.477
CREB1	PIK3R1	9606.ENSP00000387699	9606.ENSP00000428056	0	0	0	0	0.095	0	0	0.532	0.558
CREB1	ESR1	9606.ENSP00000387699	9606.ENSP00000405330	0	0	0	0	0.056	0.046	0	0.751	0.757
CREB1	CREB3L1	9606.ENSP00000387699	9606.ENSP00000481956	0	0	0	0.590	0	0.101	0.900	0.366	0.938
CREB3	CREB3L3	9606.ENSP00000342136	9606.ENSP00000078445	0	0	0.079	0.763	0	0.513	0.900	0.185	0.958
CREB3	MAPK1	9606.ENSP00000342136	9606.ENSP00000215832	0	0	0	0	0.058	0	0.900	0.200	0.918
CREB3	MAPK3	9606.ENSP00000342136	9606.ENSP00000263025	0	0	0	0	0.071	0	0.900	0.164	0.915
CREB3	CREB3L4	9606.ENSP00000342136	9606.ENSP00000271889	0	0	0.112	0.765	0	0.551	0.900	0.136	0.960
CREB3	FOS	9606.ENSP00000342136	9606.ENSP00000306245	0	0	0	0	0	0	0	0.421	0.421
CREB3	PRKACA	9606.ENSP00000342136	9606.ENSP00000309591	0	0	0	0	0.044	0	0.650	0.181	0.702
CREB3	CREB3L2	9606.ENSP00000342136	9606.ENSP00000329140	0	0	0	0.691	0	0.541	0.900	0.294	0.964
CREB3	PRKACG	9606.ENSP00000342136	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.167	0.695
CREB3	PRKACB	9606.ENSP00000342136	9606.ENSP00000359719	0	0	0	0	0	0	0.650	0.182	0.701
CREB3	JUN	9606.ENSP00000342136	9606.ENSP00000360266	0	0	0	0	0	0.140	0	0.738	0.765
CREB3	CREB5	9606.ENSP00000342136	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.353	0.932
CREB3	CREB3L1	9606.ENSP00000342136	9606.ENSP00000481956	0	0	0	0.683	0.043	0.321	0.900	0.284	0.947
CREB3L1	CREB3L3	9606.ENSP00000481956	9606.ENSP00000078445	0	0	0	0.663	0	0.345	0.900	0.309	0.950
CREB3L1	MAPK1	9606.ENSP00000481956	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.048	0.900
CREB3L1	MAPK3	9606.ENSP00000481956	9606.ENSP00000263025	0	0	0	0	0.047	0	0.900	0.088	0.905
CREB3L1	CREB3L4	9606.ENSP00000481956	9606.ENSP00000271889	0	0	0	0.690	0.044	0	0.900	0.315	0.928
CREB3L1	GNAQ	9606.ENSP00000481956	9606.ENSP00000286548	0	0	0	0	0	0	0	0.405	0.405
CREB3L1	ITPR1	9606.ENSP00000481956	9606.ENSP00000306253	0	0	0	0	0	0.045	0	0.460	0.463
CREB3L1	PRKACA	9606.ENSP00000481956	9606.ENSP00000309591	0	0	0	0	0.048	0	0.650	0.094	0.671
CREB3L1	GNAI2	9606.ENSP00000481956	9606.ENSP00000312999	0	0	0	0	0.044	0	0	0.414	0.415
CREB3L1	CREB3L2	9606.ENSP00000481956	9606.ENSP00000329140	0	0	0	0.872	0.049	0.514	0.900	0.158	0.955
CREB3L1	CREB5	9606.ENSP00000481956	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.226	0.919
CREB3L1	PRKACB	9606.ENSP00000481956	9606.ENSP00000359719	0	0	0	0	0.042	0	0.650	0.112	0.676
CREB3L1	HSPA1L	9606.ENSP00000481956	9606.ENSP00000364805	0	0	0	0	0	0	0	0.407	0.407
CREB3L1	PRKACG	9606.ENSP00000481956	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.085	0.666
CREB3L1	ITPR2	9606.ENSP00000481956	9606.ENSP00000370744	0	0	0	0	0	0.045	0	0.430	0.432
CREB3L2	CREB3L3	9606.ENSP00000329140	9606.ENSP00000078445	0	0	0	0.676	0	0.199	0.900	0.318	0.940
CREB3L2	MAPK1	9606.ENSP00000329140	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.074	0.903
CREB3L2	MAPK3	9606.ENSP00000329140	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.083	0.904
CREB3L2	CREB3L4	9606.ENSP00000329140	9606.ENSP00000271889	0	0	0	0.696	0	0	0.900	0.296	0.926
CREB3L2	PRKACA	9606.ENSP00000329140	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0.074	0.662
CREB3L2	PRKACG	9606.ENSP00000329140	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.085	0.666
CREB3L2	PRKACB	9606.ENSP00000329140	9606.ENSP00000359719	0	0	0	0	0	0	0.650	0.128	0.681
CREB3L2	CREB5	9606.ENSP00000329140	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.254	0.922
CREB3L3	PRKACG	9606.ENSP00000078445	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.146	0.688
CREB3L3	PRKACA	9606.ENSP00000078445	9606.ENSP00000309591	0	0	0	0	0.044	0	0.650	0.147	0.689
CREB3L3	PRKACB	9606.ENSP00000078445	9606.ENSP00000359719	0	0	0	0	0	0.140	0.650	0.181	0.732
CREB3L3	MAPK1	9606.ENSP00000078445	9606.ENSP00000215832	0	0	0	0	0.058	0	0.900	0.101	0.907
CREB3L3	MAPK3	9606.ENSP00000078445	9606.ENSP00000263025	0	0	0	0	0.058	0	0.900	0.171	0.915
CREB3L3	CREB5	9606.ENSP00000078445	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.218	0.918
CREB3L3	CREB3L4	9606.ENSP00000078445	9606.ENSP00000271889	0	0	0	0.808	0	0.206	0.900	0.200	0.930
CREB3L4	MAPK1	9606.ENSP00000271889	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.131	0.909
CREB3L4	MAPK3	9606.ENSP00000271889	9606.ENSP00000263025	0	0	0	0	0.049	0	0.900	0.097	0.906
CREB3L4	JUN	9606.ENSP00000271889	9606.ENSP00000360266	0	0	0	0	0	0	0	0.475	0.475
CREB3L4	PRKACG	9606.ENSP00000271889	9606.ENSP00000366488	0	0	0	0	0	0	0.650	0.132	0.683
CREB3L4	PRKACA	9606.ENSP00000271889	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0.138	0.685
CREB3L4	PRKACB	9606.ENSP00000271889	9606.ENSP00000359719	0	0	0	0	0	0	0.650	0.167	0.695
CREB3L4	CREB5	9606.ENSP00000271889	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.435	0.941
CREB5	MAPK1	9606.ENSP00000350359	9606.ENSP00000215832	0	0	0	0	0.049	0.318	0.900	0.265	0.946
