ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
222804_x_at,DCAF10,DDB1 and CUL4 associated factor 10,79269,3.34e-12,5.32e-14,11.2,21.7714,3.82578
201946_s_at,CCT2,chaperonin containing TCP1 subunit 2,10576,3.35e-12,5.36e-14,11.2,21.7643,3.99507
200730_s_at,PTP4A1,"protein tyrosine phosphatase type IVA, member 1",7803,3.37e-12,5.41e-14,11.2,21.7554,4.20807
209305_s_at,GADD45B,growth arrest and DNA damage inducible beta,4616,3.48e-12,5.62e-14,11.2,21.7176,4.38652
213274_s_at,CTSB,cathepsin B,1508,3.5e-12,5.69e-14,11.2,21.7048,3.56704
200922_at,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,10945,3.51e-12,5.72e-14,11.2,21.7006,4.06271
201490_s_at,PPIF,peptidylprolyl isomerase F,10105,4.16e-12,6.91e-14,11.1,21.5114,4.14382
239523_at,TUSC5,tumor suppressor candidate 5,286753,4.24e-12,7.09e-14,-11.1,21.4857,-4.77654
229905_at,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,5910,4.24e-12,7.1e-14,11.1,21.4851,3.67342
212322_at,SGPL1,sphingosine-1-phosphate lyase 1,8879,4.28e-12,7.17e-14,11.1,21.4751,3.09834
201444_s_at,ATP6AP2,ATPase H+ transporting accessory protein 2,10159,4.33e-12,7.3e-14,11.1,21.458,3.6433
201295_s_at,WSB1,WD repeat and SOCS box containing 1,26118,4.43e-12,7.49e-14,11.1,21.4314,3.57705
203357_s_at,CAPN7,calpain 7,23473,4.51e-12,7.66e-14,11.1,21.4096,3.27598
209074_s_at,FAM107A,family with sequence similarity 107 member A,11170,4.57e-12,7.79e-14,-11.1,21.3924,-3.73017
209218_at,SQLE,squalene epoxidase,6713,4.74e-12,8.12e-14,11.1,21.3517,3.43629
207847_s_at,MUC1,"mucin 1, cell surface associated",4582,4.93e-12,8.53e-14,11,21.3026,4.17222
202137_s_at,ZMYND11,zinc finger MYND-type containing 11,10771,4.93e-12,8.54e-14,11,21.3013,3.11972
221928_at,ACACB,acetyl-CoA carboxylase beta,32,4.93e-12,8.55e-14,-11,21.3003,-3.96602
210051_at,RAPGEF3,Rap guanine nucleotide exchange factor 3,10411,4.94e-12,8.6e-14,-11,21.2944,-3.69281
1553105_s_at,DSG2,desmoglein 2,1829,5e-12,8.75e-14,11,21.2767,4.48346
223341_s_at,SCOC,short coiled-coil protein,60592,5.05e-12,8.88e-14,11,21.2629,3.16873
216331_at,ITGA7,integrin subunit alpha 7,3679,5.15e-12,9.14e-14,-11,21.2337,-3.52533
222518_at,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,10564,5.38e-12,9.59e-14,11,21.186,3.59066
224368_s_at,NDRG3,NDRG family member 3,57446,5.42e-12,9.67e-14,11,21.1781,3.06317
229128_s_at,ANP32E,acidic nuclear phosphoprotein 32 family member E,81611,5.71e-12,1.03e-13,11,21.1163,4.79766
205425_at,HIP1,huntingtin interacting protein 1,3092,5.81e-12,1.05e-13,11,21.0915,3.16297
219017_at,ETNK1,ethanolamine kinase 1,55500,6.24e-12,1.14e-13,10.9,21.0118,3.65501
1555996_s_at,MIR1248,"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2",100302143,6.54e-12,1.22e-13,10.9,20.9505,4.67561
210845_s_at,PLAUR,"plasminogen activator, urokinase receptor",5329,6.62e-12,1.23e-13,10.9,20.936,3.88927
219679_s_at,WAC,WW domain containing adaptor with coiled-coil,51322,6.9e-12,1.29e-13,10.9,20.8872,4.22214
228241_at,AGR3,"anterior gradient 3, protein disulphide isomerase family member",155465,6.9e-12,1.3e-13,10.9,20.8864,5.06376
231118_at,ANKRD35,ankyrin repeat domain 35,148741,7.01e-12,1.32e-13,-10.9,20.8649,-3.1584
243386_at,CASZ1,castor zinc finger 1,54897,7.25e-12,1.38e-13,10.9,20.8247,3.25858
206061_s_at,DICER1,"dicer 1, ribonuclease III",23405,7.29e-12,1.39e-13,10.9,20.8149,4.08905
205200_at,EXOSC7,exosome component 7///C-type lectin domain family 3 member B,23016,7.65e-12,1.47e-13,-10.8,20.7605,-4.2309
218883_s_at,CENPU,centromere protein U,79682,7.65e-12,1.47e-13,10.8,20.7594,3.28481
210543_s_at,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",5591,8.16e-12,1.58e-13,10.8,20.6866,3.41254
224589_at,XIST,X inactive specific transcript (non-protein coding),7503,8.54e-12,1.68e-13,10.8,20.6254,4.07467
205236_x_at,SOD3,"superoxide dismutase 3, extracellular",6649,8.68e-12,1.72e-13,-10.8,20.6062,-3.64567
207791_s_at,RAB1A,"RAB1A, member RAS oncogene family",5861,9.7e-12,1.93e-13,10.7,20.4905,3.90841
1558214_s_at,CTNNA1,catenin alpha 1,1495,1.04e-11,2.1e-13,10.7,20.4061,3.5357
209006_s_at,RSRP1,arginine and serine rich protein 1,57035,1.09e-11,2.19e-13,10.7,20.3625,3.65967
205382_s_at,CFD,complement factor D,1675,1.16e-11,2.36e-13,-10.7,20.2917,-4.77415
219398_at,CIDEC,cell death inducing DFFA like effector c,63924,1.26e-11,2.6e-13,-10.6,20.1931,-5.28256
229334_at,RUFY3,RUN and FYVE domain containing 3,22902,1.28e-11,2.65e-13,10.6,20.1742,3.46566
223075_s_at,AIF1L,allograft inflammatory factor 1 like,83543,1.33e-11,2.76e-13,-10.6,20.1359,-4.75487
205593_s_at,PDE9A,phosphodiesterase 9A,5152,1.33e-11,2.77e-13,-10.6,20.1308,-3.29306
238617_at,KIF26B,kinesin family member 26B,55083,1.4e-11,2.92e-13,10.6,20.079,4.47824
218368_s_at,TNFRSF12A,TNF receptor superfamily member 12A,51330,1.4e-11,2.93e-13,10.6,20.0757,3.35427
224218_s_at,TRPS1,transcriptional repressor GATA binding 1,7227,1.4e-11,2.94e-13,10.6,20.0722,4.51942
224600_at,CGGBP1,CGG triplet repeat binding protein 1,8545,1.46e-11,3.08e-13,10.6,20.0235,3.2465
1554466_a_at,METTL26,methyltransferase like 26,84326,1.49e-11,3.14e-13,10.6,20.0057,3.63435
207092_at,LEP,leptin,3952,1.49e-11,3.16e-13,-10.6,19.9989,-6.77803
219140_s_at,RBP4,retinol binding protein 4,5950,1.5e-11,3.19e-13,-10.6,19.9914,-6.73479
210652_s_at,TTC39A,tetratricopeptide repeat domain 39A,22996,1.51e-11,3.22e-13,10.6,19.9819,3.26598
223005_s_at,TMEM245,transmembrane protein 245,23731,1.51e-11,3.23e-13,10.6,19.9764,3.78071
218967_s_at,PTER,phosphotriesterase related,9317,1.65e-11,3.57e-13,10.5,19.8783,3.92075
227182_at,SUSD3,sushi domain containing 3,203328,1.73e-11,3.8e-13,10.5,19.815,4.79931
219326_s_at,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",10678,1.86e-11,4.14e-13,10.5,19.7309,3.18495
200744_s_at,GNB1,G protein subunit beta 1,2782,1.87e-11,4.18e-13,10.5,19.7212,3.11438
1556206_at,LINC00408,long intergenic non-protein coding RNA 408,100652856,1.88e-11,4.21e-13,-10.5,19.7141,-4.07433
222537_s_at,CDC42SE1,CDC42 small effector 1,56882,1.88e-11,4.22e-13,10.5,19.7121,3.30216
1555730_a_at,CFL1,cofilin 1,1072,2e-11,4.57e-13,10.4,19.6321,3.57418
201461_s_at,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2,9261,2e-11,4.58e-13,10.4,19.6295,3.08475
1565717_s_at,FUS,FUS RNA binding protein,2521,2.17e-11,5.04e-13,10.4,19.534,5.41562
222458_s_at,AKIRIN1,akirin 1,79647,2.18e-11,5.06e-13,10.4,19.5305,3.65574
210317_s_at,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,7531,2.29e-11,5.35e-13,10.4,19.4748,3.90734
1558080_s_at,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3,5611,2.29e-11,5.36e-13,10.4,19.4727,3.34467
209283_at,CRYAB,crystallin alpha B,1410,2.36e-11,5.55e-13,-10.4,19.4385,-4.34323
202600_s_at,NRIP1,nuclear receptor interacting protein 1,8204,2.45e-11,5.82e-13,10.4,19.3908,3.41322
201020_at,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,7533,2.45e-11,5.83e-13,10.4,19.3905,3.21348
1557910_at,HSP90AB1,heat shock protein 90 alpha family class B member 1,3326,2.63e-11,6.36e-13,10.3,19.3027,5.81338
218439_s_at,COMMD10,COMM domain containing 10,51397,2.64e-11,6.42e-13,10.3,19.293,3.18104
217202_s_at,GLUL,glutamate-ammonia ligase,2752,2.73e-11,6.67e-13,10.3,19.2552,3.77401
225161_at,GFM1,G elongation factor mitochondrial 1,85476,2.77e-11,6.79e-13,10.3,19.2375,3.24198
231535_x_at,ROPN1,rhophilin associated tail protein 1,54763,2.81e-11,6.91e-13,-10.3,19.2202,-4.13475
227819_at,LGR6,leucine rich repeat containing G protein-coupled receptor 6,59352,2.97e-11,7.34e-13,-10.3,19.1598,-3.27088
201830_s_at,NET1,neuroepithelial cell transforming 1,10276,3.08e-11,7.67e-13,10.3,19.1162,3.52446
202736_s_at,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",25804,3.08e-11,7.7e-13,10.3,19.1132,3.65031
202503_s_at,KIAA0101,KIAA0101,9768,3.11e-11,7.8e-13,10.3,19.1002,4.7031
221423_s_at,YIPF5,Yip1 domain family member 5,81555,3.23e-11,8.23e-13,10.2,19.0467,3.92316
211537_x_at,MAP3K7,mitogen-activated protein kinase kinase kinase 7,6885,3.24e-11,8.24e-13,10.2,19.0447,3.01095
203242_s_at,PDLIM5,PDZ and LIM domain 5,10611,3.31e-11,8.47e-13,10.2,19.0178,3.34352
228409_at,PLIN4,perilipin 4,729359,3.44e-11,8.86e-13,-10.2,18.9727,-5.65204
212481_s_at,TPM4,tropomyosin 4,7171,3.5e-11,9.11e-13,10.2,18.945,3.02929
206093_x_at,TNXB,tenascin XB///tenascin XA (pseudogene),7148,3.54e-11,9.21e-13,-10.2,18.9343,-5.92341
209201_x_at,CXCR4,C-X-C motif chemokine receptor 4,7852,3.55e-11,9.28e-13,10.2,18.9273,4.56938
200742_s_at,TPP1,tripeptidyl peptidase 1,1200,3.85e-11,1.02e-12,10.2,18.8369,3.60419
214440_at,NAT1,N-acetyltransferase 1,9,3.97e-11,1.05e-12,10.2,18.8036,6.84971
217811_at,SELT,selenoprotein T,51714,3.99e-11,1.06e-12,10.2,18.7936,3.10979
232682_at,MREG,melanoregulin,55686,4.04e-11,1.08e-12,10.1,18.7773,3.24213
206453_s_at,NDRG2,NDRG family member 2,57447,4.11e-11,1.1e-12,-10.1,18.7579,-3.0885
209142_s_at,UBE2G1,ubiquitin conjugating enzyme E2 G1,7326,4.15e-11,1.12e-12,10.1,18.7434,3.02392
206560_s_at,MIA,melanoma inhibitory activity,8190,4.43e-11,1.21e-12,-10.1,18.6659,-3.59229
204437_s_at,FOLR1,folate receptor 1,2348,4.58e-11,1.25e-12,-10.1,18.6306,-4.20614
227897_at,RAP2B,"RAP2B, member of RAS oncogene family",5912,4.73e-11,1.3e-12,10.1,18.591,3.4328
203296_s_at,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,477,4.75e-11,1.31e-12,-10.1,18.5844,-4.78756
1554167_a_at,GOLGA7,golgin A7,51125,4.84e-11,1.34e-12,10.1,18.5614,3.83646
202874_s_at,ATP6V1C1,ATPase H+ transporting V1 subunit C1,528,4.93e-11,1.37e-12,10.1,18.5421,3.12296
219230_at,TMEM100,transmembrane protein 100,55273,5.12e-11,1.43e-12,-10,18.4972,-3.92728
203085_s_at,TGFB1,transforming growth factor beta 1,7040,5.3e-11,1.5e-12,10,18.4469,3.19394
201551_s_at,LAMP1,lysosomal associated membrane protein 1,3916,5.32e-11,1.51e-12,10,18.4421,4.38562
205478_at,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,5502,5.39e-11,1.53e-12,-10,18.4276,-4.90514
226302_at,ATP8B1,ATPase phospholipid transporting 8B1,5205,5.42e-11,1.54e-12,10,18.4204,3.39957
210085_s_at,ANXA9,annexin A9,8416,6.04e-11,1.74e-12,9.98,18.3011,3.98727
232231_at,RUNX2,runt related transcription factor 2,860,6.04e-11,1.74e-12,9.98,18.3002,3.11088
221781_s_at,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,54431,6.15e-11,1.78e-12,9.97,18.2774,3.27022
226050_at,TMCO3,transmembrane and coiled-coil domains 3,55002,6.49e-11,1.89e-12,9.95,18.2168,3.14684
211110_s_at,AR,androgen receptor,367,6.49e-11,1.89e-12,9.95,18.2161,4.25029
1557950_at,NEMF,nuclear export mediator factor,9147,6.59e-11,1.93e-12,9.95,18.1959,3.26349
223344_s_at,MS4A7,membrane spanning 4-domains A7,58475,6.63e-11,1.96e-12,9.94,18.1829,5.72825
200664_s_at,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,3337,6.66e-11,1.97e-12,9.94,18.1759,3.11708
208453_s_at,XPNPEP1,X-prolyl aminopeptidase 1,7511,7.1e-11,2.11e-12,9.92,18.1068,3.02221
229985_at,BTNL9,butyrophilin like 9,153579,7.54e-11,2.27e-12,-9.89,18.0352,-4.9126
223001_at,OSTC,oligosaccharyltransferase complex non-catalytic subunit,58505,8.14e-11,2.49e-12,9.86,17.9456,3.11068
201337_s_at,VAMP3,vesicle associated membrane protein 3,9341,8.15e-11,2.49e-12,9.86,17.944,4.42989
235368_at,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,11096,8.15e-11,2.49e-12,-9.86,17.9423,-3.06773
242197_x_at,CD36,CD36 molecule,948,8.55e-11,2.64e-12,-9.84,17.8866,-4.54866
1566303_s_at,PPP1R11,protein phosphatase 1 regulatory inhibitor subunit 11,6992,8.94e-11,2.78e-12,9.82,17.8359,3.51674
205384_at,FXYD1,FXYD domain containing ion transport regulator 1,5348,8.94e-11,2.78e-12,-9.82,17.8351,-4.06279
220173_at,BBOF1,basal body orientation factor 1,80127,9.27e-11,2.91e-12,9.81,17.7895,3.05466
210655_s_at,FOXO3B,forkhead box O3B pseudogene///forkhead box O3,2310,9.27e-11,2.91e-12,9.81,17.7894,3.67349
225911_at,NPNT,nephronectin,255743,9.36e-11,2.96e-12,9.8,17.7713,3.82713
228770_at,GPR146,G protein-coupled receptor 146,115330,9.71e-11,3.09e-12,-9.79,17.7295,-3.393
214545_s_at,PROSC,proline synthetase cotranscribed homolog (bacterial),11212,9.77e-11,3.11e-12,9.78,17.7213,3.11707
201646_at,SCARB2,scavenger receptor class B member 2,950,1.03e-10,3.33e-12,9.76,17.6556,3.87265
227232_at,EVL,Enah/Vasp-like,51466,1.11e-10,3.67e-12,9.73,17.5572,3.06677
210285_x_at,WTAP,Wilms tumor 1 associated protein,9589,1.13e-10,3.74e-12,9.72,17.5377,3.12748
228834_at,TOB1,"transducer of ERBB2, 1",10140,1.14e-10,3.79e-12,9.72,17.525,6.18304
202765_s_at,FBN1,fibrillin 1,2200,1.32e-10,4.48e-12,9.66,17.3582,4.9566
238455_at,PLXDC2,plexin domain containing 2,84898,1.35e-10,4.57e-12,9.65,17.338,3.56142
216915_s_at,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",5782,1.38e-10,4.73e-12,9.64,17.3045,3.1618
227646_at,EBF1,early B-cell factor 1,1879,1.4e-10,4.83e-12,-9.63,17.283,-3.0824
201156_s_at,RAB5C,"RAB5C, member RAS oncogene family",5878,1.4e-10,4.84e-12,9.63,17.2813,3.04084
212489_at,COL5A1,collagen type V alpha 1 chain,1289,1.4e-10,4.85e-12,9.63,17.2792,3.34808
201445_at,CNN3,calponin 3,1266,1.5e-10,5.24e-12,9.61,17.2026,4.03594
200604_s_at,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,5573,1.61e-10,5.66e-12,9.58,17.1263,3.2946
241994_at,XDH,xanthine dehydrogenase,7498,1.68e-10,5.96e-12,-9.56,17.0748,-4.0645
204026_s_at,ZWINT,ZW10 interacting kinetochore protein,11130,1.69e-10,6e-12,9.56,17.0686,3.53311
225327_at,FAM214A,family with sequence similarity 214 member A,56204,1.71e-10,6.11e-12,9.55,17.0495,3.62404
227419_x_at,PLAC9,placenta specific 9,219348,1.71e-10,6.11e-12,-9.55,17.0493,-3.76609
200008_s_at,GDI2,GDP dissociation inhibitor 2,2665,1.73e-10,6.18e-12,9.55,17.0391,4.2912
202374_s_at,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1,25782,1.73e-10,6.19e-12,9.55,17.036,3.03642
201311_s_at,SH3BGRL,SH3 domain binding glutamate rich protein like,6451,1.84e-10,6.65e-12,9.53,16.9653,4.02261
200894_s_at,FKBP4,FK506 binding protein 4,2288,1.89e-10,6.87e-12,9.52,16.9323,3.14921
204174_at,ALOX5AP,arachidonate 5-lipoxygenase activating protein,241,2.06e-10,7.61e-12,9.48,16.8312,3.98051
231956_at,RNF213,ring finger protein 213,57674,2.08e-10,7.71e-12,9.48,16.8186,3.22588
209761_s_at,SP110,SP110 nuclear body protein,3431,2.14e-10,7.94e-12,9.47,16.7889,3.59454
201075_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,2.21e-10,8.31e-12,9.45,16.7436,3.12315
232219_x_at,USP21,ubiquitin specific peptidase 21,27005,2.25e-10,8.49e-12,9.44,16.7215,3.02245
230867_at,COL6A6,collagen type VI alpha 6 chain,131873,2.27e-10,8.59e-12,-9.44,16.7109,-4.75479
220477_s_at,TMEM230,transmembrane protein 230,29058,2.54e-10,9.79e-12,9.4,16.5801,4.04444
204881_s_at,UGCG,UDP-glucose ceramide glucosyltransferase,7357,2.56e-10,9.86e-12,9.39,16.5725,3.50397
204088_at,P2RX4,purinergic receptor P2X 4,5025,2.56e-10,9.92e-12,9.39,16.5672,3.17815
212730_at,SYNM,synemin,23336,2.71e-10,1.06e-11,-9.37,16.5027,-5.41064
212093_s_at,MTUS1,microtubule associated tumor suppressor 1,57509,2.72e-10,1.06e-11,9.37,16.4985,3.14132
210621_s_at,RASA1,RAS p21 protein activator 1,5921,2.73e-10,1.07e-11,9.37,16.4934,3.73973
1566901_at,TGIF1,TGFB induced factor homeobox 1,7050,2.82e-10,1.11e-11,9.36,16.4575,3.00366
203431_s_at,ARHGAP32,Rho GTPase activating protein 32,9743,2.87e-10,1.14e-11,9.35,16.4321,3.51882
202035_s_at,SFRP1,secreted frizzled related protein 1,6422,2.96e-10,1.18e-11,-9.33,16.3914,-5.483
214456_x_at,SAA2,serum amyloid A2///serum amyloid A1,6289,3.01e-10,1.21e-11,-9.33,16.3718,-4.42334
219689_at,SEMA3G,semaphorin 3G,56920,3.19e-10,1.29e-11,-9.3,16.3041,-3.74141
204754_at,HLF,"HLF, PAR bZIP transcription factor",3131,3.19e-10,1.29e-11,-9.3,16.3023,-3.40028
201259_s_at,SYPL1,synaptophysin like 1,6856,3.24e-10,1.32e-11,9.3,16.2797,3.18912
201617_x_at,CALD1,caldesmon 1,800,3.46e-10,1.44e-11,9.27,16.1953,3.51999
1555812_a_at,ARHGDIB,Rho GDP dissociation inhibitor beta,397,3.46e-10,1.44e-11,9.27,16.1949,4.04667
218229_s_at,POGK,pogo transposable element with KRAB domain,57645,3.56e-10,1.49e-11,9.26,16.1594,3.27008
230793_at,CARMIL1,capping protein regulator and myosin 1 linker 1,55604,3.58e-10,1.5e-11,9.25,16.1532,3.41386
209270_at,LAMB3,laminin subunit beta 3,3914,3.8e-10,1.61e-11,-9.23,16.0825,-3.42308
201397_at,PHGDH,phosphoglycerate dehydrogenase,26227,3.81e-10,1.62e-11,-9.23,16.0793,-3.10093
228638_at,FAM76A,family with sequence similarity 76 member A,199870,3.95e-10,1.69e-11,9.22,16.0389,3.35158
213909_at,LRRC15,leucine rich repeat containing 15,131578,3.95e-10,1.69e-11,9.21,16.0351,5.59577
1555419_a_at,ASAH1,N-acylsphingosine amidohydrolase 1,427,4.09e-10,1.76e-11,9.2,15.9967,4.40735
204654_s_at,TFAP2A,transcription factor AP-2 alpha,7020,4.15e-10,1.79e-11,9.2,15.9789,3.24927
209699_x_at,LOC101930400,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400,4.25e-10,1.84e-11,-9.19,15.9497,-4.99417
235165_at,PARD6B,par-6 family cell polarity regulator beta,84612,4.26e-10,1.85e-11,9.18,15.9449,3.7185
221024_s_at,SLC2A10,solute carrier family 2 member 10,81031,4.36e-10,1.91e-11,9.17,15.9157,3.65197
1559881_s_at,ZNF12,zinc finger protein 12,7559,4.58e-10,2.01e-11,9.16,15.8619,3.40416
208607_s_at,SAA2-SAA4,SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1,100528017,4.92e-10,2.2e-11,-9.13,15.7733,-5.39198
230003_at,SLC16A7,solute carrier family 16 member 7,9194,4.92e-10,2.2e-11,-9.13,15.7715,-3.38514
208721_s_at,ANAPC5,anaphase promoting complex subunit 5,51433,4.94e-10,2.22e-11,9.13,15.7661,3.35999
204170_s_at,CKS2,CDC28 protein kinase regulatory subunit 2,1164,5.13e-10,2.34e-11,9.11,15.7129,3.2655
220425_x_at,ROPN1B,rhophilin associated tail protein 1B,152015,5.28e-10,2.42e-11,-9.1,15.6777,-4.17631
202731_at,MIR4680,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor),100616113,5.38e-10,2.48e-11,9.09,15.6545,3.22671
235060_at,LOC100190986,uncharacterized LOC100190986,100190986,5.38e-10,2.48e-11,9.09,15.6543,4.60916
1555226_s_at,C1orf43,chromosome 1 open reading frame 43,25912,5.55e-10,2.57e-11,9.08,15.6171,4.60238
220199_s_at,AIDA,"axin interactor, dorsalization associated",64853,5.68e-10,2.64e-11,9.07,15.5909,3.16544
200828_s_at,ZNF207,zinc finger protein 207,7756,5.79e-10,2.7e-11,9.06,15.5685,3.23882
200615_s_at,AP2B1,adaptor related protein complex 2 beta 1 subunit,163,5.84e-10,2.74e-11,9.06,15.5564,3.21121
212886_at,CCDC69,coiled-coil domain containing 69,26112,6.71e-10,3.22e-11,-9,15.3936,-3.65477
1554679_a_at,LAPTM4B,lysosomal protein transmembrane 4 beta,55353,6.81e-10,3.28e-11,9,15.3743,3.86593
203109_at,UBE2M,ubiquitin conjugating enzyme E2 M,9040,7.19e-10,3.51e-11,8.97,15.3067,3.51718
212009_s_at,STIP1,stress induced phosphoprotein 1,10963,7.2e-10,3.53e-11,8.97,15.3015,4.11192
208850_s_at,THY1,Thy-1 cell surface antigen,7070,8e-10,4e-11,8.93,15.1768,3.41373
209623_at,MCCC2,methylcrotonoyl-CoA carboxylase 2,64087,8.31e-10,4.21e-11,8.91,15.1269,3.37388
209113_s_at,HMG20B,high mobility group 20B,10362,9.19e-10,4.77e-11,8.87,15.0031,3.01097
217140_s_at,VDAC1,voltage dependent anion channel 1,7416,9.23e-10,4.79e-11,8.87,14.9978,3.0422
204894_s_at,AOC3,"amine oxidase, copper containing 3",8639,1e-09,5.27e-11,-8.84,14.9032,-3.63335
221428_s_at,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,79718,1.02e-09,5.38e-11,8.83,14.8833,3.20018
227812_at,TNFRSF19,TNF receptor superfamily member 19,55504,1.03e-09,5.43e-11,8.83,14.8739,3.40688
212337_at,TUG1,taurine up-regulated 1 (non-protein coding),55000,1.05e-09,5.58e-11,8.82,14.8467,3.12376
209460_at,ABAT,4-aminobutyrate aminotransferase,18,1.08e-09,5.77e-11,8.81,14.8135,3.23891
205363_at,BBOX1,gamma-butyrobetaine hydroxylase 1,8424,1.08e-09,5.81e-11,-8.81,14.8051,-3.76764
210117_at,SPAG1,sperm associated antigen 1,6674,1.09e-09,5.86e-11,8.81,14.798,3.07922
223721_s_at,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,56521,1.1e-09,5.9e-11,8.8,14.7903,4.59159
238706_at,PAPD4,"poly(A) RNA polymerase D4, non-canonical",167153,1.19e-09,6.51e-11,8.77,14.6927,3.04985
1559500_at,VPS8,"VPS8, CORVET complex subunit",23355,1.23e-09,6.78e-11,8.76,14.6525,3.34956
217294_s_at,ENO1,enolase 1,2023,1.29e-09,7.16e-11,8.74,14.5976,4.93412
217356_s_at,PGK1,phosphoglycerate kinase 1,5230,1.32e-09,7.37e-11,8.73,14.5684,3.59064
204271_s_at,EDNRB,endothelin receptor type B,1910,1.4e-09,7.94e-11,-8.71,14.495,-3.33611
208654_s_at,CD164,CD164 molecule,8763,1.42e-09,8.06e-11,8.7,14.4792,3.06329
221163_s_at,MLXIPL,MLX interacting protein like,51085,1.43e-09,8.14e-11,-8.7,14.4696,-3.0089
211668_s_at,PLAU,"plasminogen activator, urokinase",5328,1.46e-09,8.33e-11,8.69,14.447,4.61343
206491_s_at,NAPA,NSF attachment protein alpha,8775,1.48e-09,8.52e-11,8.68,14.4246,3.0104
230595_at,PGM5-AS1,PGM5 antisense RNA 1,572558,1.51e-09,8.68e-11,-8.68,14.406,-3.54412
243857_at,MORF4L2,mortality factor 4 like 2,9643,1.63e-09,9.53e-11,8.65,14.3129,3.43622
223220_s_at,PARP9,poly(ADP-ribose) polymerase family member 9,83666,1.63e-09,9.56e-11,8.65,14.3094,3.17313
205114_s_at,CCL3L3,C-C motif chemokine ligand 3 like 3///C-C motif chemokine ligand 3 like 1///C-C motif chemokine ligand 3,414062,1.65e-09,9.64e-11,8.64,14.3009,3.38231
201120_s_at,PGRMC1,progesterone receptor membrane component 1,10857,1.71e-09,1.01e-10,8.63,14.2597,3.18759
230472_at,IRX1,iroquois homeobox 1,79192,1.76e-09,1.04e-10,-8.62,14.2252,-5.08591
203570_at,LOXL1,lysyl oxidase like 1,4016,1.81e-09,1.07e-10,8.61,14.1939,3.2206
205923_at,RELN,reelin,5649,1.82e-09,1.08e-10,-8.61,14.1875,-4.34142
208633_s_at,MACF1,microtubule-actin crosslinking factor 1,23499,1.86e-09,1.11e-10,8.6,14.1622,3.41855
203766_s_at,LMOD1,leiomodin 1,25802,1.87e-09,1.11e-10,-8.6,14.1588,-3.3867
213901_x_at,RBFOX2,"RNA binding protein, fox-1 homolog 2",23543,1.87e-09,1.12e-10,8.6,14.1555,3.15746
218218_at,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",55198,1.94e-09,1.17e-10,8.58,14.1107,3.35681
234989_at,MIR612,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding),693197,2.09e-09,1.28e-10,8.55,14.0225,3.56527
203881_s_at,DMD,dystrophin,1756,2.19e-09,1.34e-10,-8.54,13.9728,-3.50159
209257_s_at,SMC3,structural maintenance of chromosomes 3,9126,2.28e-09,1.41e-10,8.52,13.9223,3.54745
216202_s_at,SPTLC2,serine palmitoyltransferase long chain base subunit 2,9517,2.32e-09,1.44e-10,8.51,13.9033,3.19243
204712_at,WIF1,WNT inhibitory factor 1,11197,2.4e-09,1.5e-10,-8.5,13.8584,-5.57572
203319_s_at,ZNF148,zinc finger protein 148,7707,2.53e-09,1.6e-10,8.48,13.7965,3.15136
216971_s_at,PLEC,plectin,5339,2.58e-09,1.65e-10,8.47,13.7671,3.24566
219463_at,LAMP5,lysosomal associated membrane protein family member 5,24141,2.65e-09,1.7e-10,8.46,13.7364,4.24383
219059_s_at,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894,2.69e-09,1.73e-10,-8.45,13.7191,-3.56735
