ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
219706_at	2.61e-02	1.44e-02	-2.56	-4.104733	-0.2491371	AP5S1	adaptor related protein complex 5 sigma 1 subunit	55317
230980_x_at	2.61e-02	1.44e-02	-2.56	-4.104754	-0.4799859	MIR142	microRNA 142	406934
230259_at	2.62e-02	1.44e-02	-2.56	-4.106918	-0.4371276	FUOM	fucose mutarotase	282969
209302_at	2.62e-02	1.44e-02	2.56	-4.107819	0.2982094	POLR2H	RNA polymerase II subunit H	5437
1552641_s_at	2.62e-02	1.44e-02	2.56	-4.108084	0.4869722	ATAD3B///ATAD3A	ATPase family, AAA domain containing 3B///ATPase family, AAA domain containing 3A	83858///55210
1555724_s_at	2.62e-02	1.44e-02	2.56	-4.108523	0.9335734	TAGLN	transgelin	6876
205457_at	2.62e-02	1.44e-02	-2.56	-4.10865	-0.3313745	C6orf106	chromosome 6 open reading frame 106	64771
218451_at	2.62e-02	1.44e-02	2.56	-4.108863	0.8507096	CDCP1	CUB domain containing protein 1	64866
237733_at	2.62e-02	1.44e-02	2.56	-4.108926	0.7594964			
225890_at	2.62e-02	1.44e-02	2.56	-4.108937	0.4681966	MGME1	mitochondrial genome maintenance exonuclease 1	92667
53071_s_at	2.63e-02	1.44e-02	-2.56	-4.109716	-0.541729	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	79701
226706_at	2.63e-02	1.45e-02	-2.56	-4.110226	-0.9159914	FLJ23867///QSOX1	uncharacterized protein FLJ23867///quiescin sulfhydryl oxidase 1	200058///5768
222165_x_at	2.63e-02	1.45e-02	2.56	-4.110696	0.2746647	C9orf16	chromosome 9 open reading frame 16	79095
219582_at	2.63e-02	1.45e-02	-2.56	-4.110709	-0.4596702	OGFRL1	opioid growth factor receptor like 1	79627
228411_at	2.63e-02	1.45e-02	-2.56	-4.110754	-0.8759749	PARD3B	par-3 family cell polarity regulator beta	117583
235385_at	2.63e-02	1.45e-02	2.55	-4.111143	0.6578588	MARCH1	membrane associated ring-CH-type finger 1	55016
218945_at	2.63e-02	1.45e-02	-2.55	-4.111396	-0.4309001	METTL22	methyltransferase like 22	79091
236079_at	2.63e-02	1.45e-02	-2.55	-4.11218	-0.4882508	LOC202025	uncharacterized LOC202025	202025
217613_at	2.63e-02	1.45e-02	2.55	-4.112741	1.0161178	TMEM144	transmembrane protein 144	55314
215635_at	2.64e-02	1.45e-02	-2.55	-4.113412	-0.3071745			
1569362_at	2.64e-02	1.45e-02	2.55	-4.113534	1.0889491	ALCAM	activated leukocyte cell adhesion molecule	214
232322_x_at	2.64e-02	1.45e-02	2.55	-4.114273	0.716973	STARD10	StAR related lipid transfer domain containing 10	10809
230557_at	2.64e-02	1.45e-02	2.55	-4.115815	0.7447401	XRRA1	X-ray radiation resistance associated 1	143570
202778_s_at	2.64e-02	1.46e-02	2.55	-4.11652	0.409036	ZMYM2	zinc finger MYM-type containing 2	7750
224314_s_at	2.64e-02	1.46e-02	2.55	-4.116707	0.5396125	EGLN1	egl-9 family hypoxia inducible factor 1	54583
221621_at	2.65e-02	1.46e-02	-2.55	-4.11751	-0.2099587	MIR6516///SCARNA16///SNHG20	microRNA 6516///small Cajal body-specific RNA 16///small nucleolar RNA host gene 20	102466864///677781///654434
209924_at	2.65e-02	1.46e-02	-2.55	-4.118899	-0.993764	CCL18	C-C motif chemokine ligand 18	6362
214828_s_at	2.65e-02	1.46e-02	-2.55	-4.118951	-0.4015455	RRP7BP///RRP7A	ribosomal RNA processing 7 homolog B, pseudogene///ribosomal RNA processing 7 homolog A	91695///27341
232927_at	2.65e-02	1.46e-02	2.55	-4.120106	0.7619628			
225530_at	2.65e-02	1.46e-02	2.55	-4.120128	0.4125286	MOB3A	MOB kinase activator 3A	126308
200707_at	2.66e-02	1.46e-02	2.55	-4.120907	0.4176905	PRKCSH	protein kinase C substrate 80K-H	5589
232125_at	2.66e-02	1.46e-02	2.55	-4.12188	0.7938461	ZBTB20	zinc finger and BTB domain containing 20	26137
201931_at	2.66e-02	1.46e-02	2.55	-4.12203	0.6755267	ETFA	electron transfer flavoprotein alpha subunit	2108
225788_at	2.66e-02	1.47e-02	2.55	-4.124188	0.3833561	RRP36	ribosomal RNA processing 36	88745
209343_at	2.66e-02	1.47e-02	2.55	-4.124257	0.895653	EFHD1	EF-hand domain family member D1	80303
222372_at	2.66e-02	1.47e-02	-2.55	-4.124561	-0.6007914	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	9223
35820_at	2.66e-02	1.47e-02	-2.55	-4.124582	-0.442078	GM2A	GM2 ganglioside activator	2760
225578_at	2.67e-02	1.47e-02	2.55	-4.12476	0.473062	MZT1	mitotic spindle organizing protein 1	440145
222962_s_at	2.67e-02	1.47e-02	-2.55	-4.124842	-0.5896216	MCM10	minichromosome maintenance 10 replication initiation factor	55388
1570198_x_at	2.67e-02	1.47e-02	-2.55	-4.125427	-0.237119			
209481_at	2.67e-02	1.47e-02	2.55	-4.125659	0.5284933	SNRK	SNF related kinase	54861
222129_at	2.67e-02	1.47e-02	-2.55	-4.125787	-0.3144915	FAM134A	family with sequence similarity 134 member A	79137
204911_s_at	2.67e-02	1.47e-02	2.55	-4.125994	0.3361336	TRIM3	tripartite motif containing 3	10612
203033_x_at	2.67e-02	1.47e-02	2.55	-4.126493	0.3810087	FH	fumarate hydratase	2271
233003_at	2.67e-02	1.47e-02	2.55	-4.126917	0.4673323			
239701_at	2.67e-02	1.47e-02	2.55	-4.12793	0.4853501			
242984_at	2.67e-02	1.47e-02	-2.55	-4.128198	-0.3420482	MKLN1	muskelin 1	4289
205822_s_at	2.68e-02	1.48e-02	2.55	-4.128961	0.6953103	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	3157
218356_at	2.68e-02	1.48e-02	-2.55	-4.130084	-0.3029774	MRM2	mitochondrial rRNA methyltransferase 2	29960
208535_x_at	2.68e-02	1.48e-02	-2.55	-4.130306	-0.2828296	COL13A1	collagen type XIII alpha 1 chain	1305
48808_at	2.68e-02	1.48e-02	2.55	-4.130436	0.6671355	DHFR	dihydrofolate reductase	1719
213196_at	2.68e-02	1.48e-02	-2.55	-4.130769	-0.3801987	ZNF629	zinc finger protein 629	23361
205488_at	2.68e-02	1.48e-02	2.55	-4.132192	1.4656839	GZMA	granzyme A	3001
225115_at	2.68e-02	1.48e-02	2.55	-4.132211	0.9454442	HIPK2	homeodomain interacting protein kinase 2	28996
224648_at	2.69e-02	1.48e-02	-2.54	-4.134174	-0.2549439	GPBP1	GC-rich promoter binding protein 1	65056
201780_s_at	2.70e-02	1.49e-02	2.54	-4.135981	0.4170792	RNF13	ring finger protein 13	11342
237498_at	2.70e-02	1.49e-02	2.54	-4.137121	0.6037292	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	23327
231002_s_at	2.70e-02	1.49e-02	2.54	-4.137693	0.5836299	RABEP1	rabaptin, RAB GTPase binding effector protein 1	9135
238524_at	2.70e-02	1.49e-02	2.54	-4.138064	0.4231124	DENND2D	DENN domain containing 2D	79961
226470_at	2.70e-02	1.49e-02	-2.54	-4.138148	-0.4577842	GGT7	gamma-glutamyltransferase 7	2686
224854_s_at	2.70e-02	1.49e-02	2.54	-4.138175	0.4368165	SLAIN2	SLAIN motif family member 2	57606
237067_at	2.70e-02	1.49e-02	-2.54	-4.138203	-0.2821124			
213708_s_at	2.70e-02	1.49e-02	-2.54	-4.138242	-0.3390998	MLX	MLX, MAX dimerization protein	6945
201173_x_at	2.70e-02	1.49e-02	-2.54	-4.138437	-0.3061052	NUDC	nuclear distribution C, dynein complex regulator	10726
243772_at	2.70e-02	1.49e-02	2.54	-4.138461	0.536377	SDCCAG8	serologically defined colon cancer antigen 8	10806
226073_at	2.70e-02	1.49e-02	2.54	-4.138492	0.616373	TMEM218	transmembrane protein 218	219854
227017_at	2.71e-02	1.49e-02	2.54	-4.140316	0.3214415	ERICH1	glutamate rich 1	157697
231747_at	2.71e-02	1.49e-02	2.54	-4.140391	0.8571259	CYSLTR1	cysteinyl leukotriene receptor 1	10800
230189_x_at	2.71e-02	1.49e-02	-2.54	-4.140475	-0.1829434	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	26012
226140_s_at	2.71e-02	1.50e-02	2.54	-4.141398	0.4113237	OTUD1	OTU deubiquitinase 1	220213
215873_x_at	2.71e-02	1.50e-02	2.54	-4.142198	0.4694633	ABCC10	ATP binding cassette subfamily C member 10	89845
202792_s_at	2.71e-02	1.50e-02	-2.54	-4.142406	-0.6178516	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701
51176_at	2.71e-02	1.50e-02	-2.54	-4.142594	-0.3270982	MED27	mediator complex subunit 27	9442
207321_s_at	2.71e-02	1.50e-02	-2.54	-4.142922	-0.2176068	ABCB9	ATP binding cassette subfamily B member 9	23457
206117_at	2.72e-02	1.50e-02	2.54	-4.143832	0.8008139	TPM1	tropomyosin 1 (alpha)	7168
40465_at	2.72e-02	1.50e-02	2.54	-4.144524	0.3541358	DDX23	DEAD-box helicase 23	9416
1557050_at	2.72e-02	1.50e-02	-2.54	-4.145962	-0.3740014	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	100506311
239704_at	2.72e-02	1.50e-02	2.54	-4.146301	0.8296618	RNF144B	ring finger protein 144B	255488
222105_s_at	2.73e-02	1.51e-02	-2.54	-4.147607	-0.414455	NKIRAS2	NFKB inhibitor interacting Ras like 2	28511
218870_at	2.73e-02	1.51e-02	2.54	-4.148958	1.0471647	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15	101928361///55843
1567457_at	2.73e-02	1.51e-02	-2.54	-4.149046	-0.1318432	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	5879
203642_s_at	2.73e-02	1.51e-02	-2.54	-4.14974	-0.782782	COBLL1	cordon-bleu WH2 repeat protein like 1	22837
213984_at	2.74e-02	1.51e-02	2.54	-4.151928	0.3293171	PDS5A	PDS5 cohesin associated factor A	23244
201232_s_at	2.74e-02	1.51e-02	-2.54	-4.152078	-0.3542226	PSMD13	proteasome 26S subunit, non-ATPase 13	5719
221497_x_at	2.74e-02	1.51e-02	-2.54	-4.152359	-0.6451972	EGLN1	egl-9 family hypoxia inducible factor 1	54583
1553275_s_at	2.74e-02	1.51e-02	2.54	-4.152524	0.91568			
218659_at	2.74e-02	1.51e-02	2.54	-4.152731	0.2775229	ASXL2	additional sex combs like 2, transcriptional regulator	55252
206173_x_at	2.74e-02	1.52e-02	2.54	-4.1532	0.4658419	GABPB1	GA binding protein transcription factor beta subunit 1	2553
230258_at	2.74e-02	1.52e-02	2.54	-4.1532	0.8800077	GLIS3	GLIS family zinc finger 3	169792
242301_at	2.74e-02	1.52e-02	2.54	-4.153945	2.7771344	CBLN2	cerebellin 2 precursor	147381
209314_s_at	2.74e-02	1.52e-02	2.54	-4.154025	0.7672513	HBS1L	HBS1 like translational GTPase	10767
200896_x_at	2.74e-02	1.52e-02	2.54	-4.154315	0.3136883	HDGF	hepatoma-derived growth factor	3068
239614_x_at	2.74e-02	1.52e-02	-2.54	-4.154539	-0.1791413			
234993_at	2.74e-02	1.52e-02	-2.54	-4.154561	-0.2018324	ABHD13	abhydrolase domain containing 13	84945
204087_s_at	2.75e-02	1.52e-02	-2.54	-4.15527	-0.5752991	SLC5A6	solute carrier family 5 member 6	8884
214861_at	2.75e-02	1.52e-02	-2.54	-4.155453	-0.2665927	KDM4C	lysine demethylase 4C	23081
212415_at	2.75e-02	1.52e-02	2.54	-4.155638	1.0060946	SEPT6	septin 6	23157
202926_at	2.75e-02	1.52e-02	-2.53	-4.155875	-0.3091458	NBAS	neuroblastoma amplified sequence	51594
204494_s_at	2.75e-02	1.52e-02	-2.53	-4.155896	-0.5141779	C15orf39	chromosome 15 open reading frame 39	56905
225804_at	2.75e-02	1.52e-02	2.53	-4.156304	0.8316238	CYB5D2	cytochrome b5 domain containing 2	124936
218377_s_at	2.75e-02	1.52e-02	-2.53	-4.158249	-0.4331589	RWDD2B	RWD domain containing 2B	10069
234987_at	2.75e-02	1.52e-02	2.53	-4.158287	0.7302302	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	25939
224549_x_at	2.76e-02	1.52e-02	-2.53	-4.158372	-0.5352451			
235315_at	2.76e-02	1.52e-02	2.53	-4.158676	1.0502429	TSC22D1	TSC22 domain family member 1	8848
239629_at	2.76e-02	1.53e-02	-2.53	-4.158867	-0.5407677	CFLAR	CASP8 and FADD like apoptosis regulator	8837
232412_at	2.76e-02	1.53e-02	2.53	-4.15907	0.871025	FBXL20	F-box and leucine rich repeat protein 20	84961
226334_s_at	2.76e-02	1.53e-02	2.53	-4.159439	0.4585506	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	130872
1556658_a_at	2.76e-02	1.53e-02	2.53	-4.160572	0.462182			
203858_s_at	2.76e-02	1.53e-02	-2.53	-4.161032	-0.4013811	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor	1352
209100_at	2.76e-02	1.53e-02	2.53	-4.161078	0.4689297	IFRD2	interferon related developmental regulator 2	7866
219289_at	2.76e-02	1.53e-02	2.53	-4.161695	0.4770739	HEATR3	HEAT repeat containing 3	55027
229404_at	2.76e-02	1.53e-02	-2.53	-4.161851	-1.0173967	TWIST2	twist family bHLH transcription factor 2	117581
202099_s_at	2.76e-02	1.53e-02	2.53	-4.162188	0.4702169	DGCR2	DiGeorge syndrome critical region gene 2	9993
1560850_at	2.77e-02	1.53e-02	2.53	-4.16229	1.8514129	LOC101926959	uncharacterized LOC101926959	101926959
212263_at	2.77e-02	1.53e-02	2.53	-4.162636	0.7020913	QKI	QKI, KH domain containing RNA binding	9444
240238_at	2.77e-02	1.53e-02	-2.53	-4.163062	-0.5834183			
233017_x_at	2.77e-02	1.53e-02	-2.53	-4.163346	-0.3389406			
208425_s_at	2.77e-02	1.53e-02	2.53	-4.163642	0.8617908	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	26115
204181_s_at	2.77e-02	1.53e-02	2.53	-4.163794	0.3499485	ZBTB43	zinc finger and BTB domain containing 43	23099
242555_at	2.77e-02	1.53e-02	-2.53	-4.164307	-0.1118214	C16orf87	chromosome 16 open reading frame 87	388272
202262_x_at	2.77e-02	1.54e-02	-2.53	-4.165489	-0.3884916	DDAH2	dimethylarginine dimethylaminohydrolase 2	23564
218327_s_at	2.77e-02	1.54e-02	2.53	-4.165731	0.5892979	SNAP29	synaptosome associated protein 29	9342
243643_x_at	2.77e-02	1.54e-02	-2.53	-4.165771	-0.361439	SLC30A6	solute carrier family 30 member 6	55676
226776_at	2.78e-02	1.54e-02	-2.53	-4.166667	-0.402317	ENY2	ENY2, transcription and export complex 2 subunit	56943
1569500_at	2.78e-02	1.54e-02	2.53	-4.167057	0.6469852			
201433_s_at	2.78e-02	1.54e-02	-2.53	-4.167512	-0.4597226	PTDSS1	phosphatidylserine synthase 1	9791
215311_at	2.78e-02	1.54e-02	-2.53	-4.167798	-1.0716032	NTRK3	neurotrophic receptor tyrosine kinase 3	4916
206431_x_at	2.78e-02	1.54e-02	2.53	-4.167828	0.4197253	TBC1D9B	TBC1 domain family member 9B	23061
218326_s_at	2.78e-02	1.54e-02	-2.53	-4.168138	-0.8971659	LGR4	leucine rich repeat containing G protein-coupled receptor 4	55366
224279_s_at	2.78e-02	1.54e-02	2.53	-4.169036	0.6704004	CABYR	calcium binding tyrosine phosphorylation regulated	26256
1561884_at	2.79e-02	1.54e-02	2.53	-4.170184	0.6410403	CEPT1	choline/ethanolamine phosphotransferase 1	10390
212884_x_at	2.79e-02	1.55e-02	-2.53	-4.171261	-0.4980458	APOE	apolipoprotein E	348
233877_at	2.79e-02	1.55e-02	2.53	-4.17131	0.4370098			
232035_at	2.79e-02	1.55e-02	2.53	-4.171788	1.6511466	HIST1H4H	histone cluster 1, H4h	8365
210523_at	2.79e-02	1.55e-02	2.53	-4.172035	2.3237924	BMPR1B	bone morphogenetic protein receptor type 1B	658
230757_at	2.80e-02	1.55e-02	-2.53	-4.174043	-0.4248118			
222217_s_at	2.80e-02	1.55e-02	-2.53	-4.174744	-0.8565746	SLC27A3	solute carrier family 27 member 3	11000
231644_at	2.80e-02	1.55e-02	-2.53	-4.176229	-0.6166041			
212040_at	2.80e-02	1.56e-02	2.53	-4.17648	0.3059439	TGOLN2	trans-golgi network protein 2	10618
218084_x_at	2.80e-02	1.56e-02	2.53	-4.176556	0.6801871	FXYD5	FXYD domain containing ion transport regulator 5	53827
228464_at	2.81e-02	1.56e-02	2.53	-4.177626	0.3324257			
217967_s_at	2.81e-02	1.56e-02	-2.52	-4.178416	-0.9907953	FAM129A	family with sequence similarity 129 member A	116496
204818_at	2.81e-02	1.56e-02	-2.52	-4.179584	-0.7750699	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	3294
221766_s_at	2.81e-02	1.56e-02	-2.52	-4.180078	-0.5471863	FAM46A	family with sequence similarity 46 member A	55603
222899_at	2.82e-02	1.56e-02	2.52	-4.180252	1.231415	ITGA11	integrin subunit alpha 11	22801
234873_x_at	2.82e-02	1.56e-02	-2.52	-4.181189	-0.2460041	SNORD24///SNORD36A///SNORD36B///RPL7A	small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a	26820///26815///26814///6130
229323_at	2.82e-02	1.56e-02	2.52	-4.181218	0.8838582	LINC00959	long intergenic non-protein coding RNA 959	387723
206855_s_at	2.82e-02	1.56e-02	2.52	-4.181391	0.5263375	HYAL2	hyaluronoglucosaminidase 2	8692
217672_x_at	2.82e-02	1.56e-02	-2.52	-4.181819	-0.191037	EIF1	eukaryotic translation initiation factor 1	10209
1554047_at	2.82e-02	1.56e-02	-2.52	-4.181892	-0.294141	TXNDC9	thioredoxin domain containing 9	10190
208347_at	2.82e-02	1.57e-02	-2.52	-4.182569	-0.1407028			
236140_at	2.82e-02	1.57e-02	2.52	-4.182625	0.7400266	GCLM	glutamate-cysteine ligase modifier subunit	2730
244515_at	2.83e-02	1.57e-02	-2.52	-4.183874	-0.2252341			
224874_at	2.83e-02	1.57e-02	2.52	-4.184277	0.3681	POLR1D	RNA polymerase I subunit D	51082
203410_at	2.83e-02	1.57e-02	2.52	-4.185095	0.5820787	AP3M2	adaptor related protein complex 3 mu 2 subunit	10947
236723_at	2.83e-02	1.57e-02	-2.52	-4.185598	-0.2264964			
204339_s_at	2.83e-02	1.57e-02	2.52	-4.187067	0.8864712	RGS4	regulator of G-protein signaling 4	5999
221689_s_at	2.84e-02	1.57e-02	2.52	-4.187607	0.6801087	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	51227
209230_s_at	2.84e-02	1.57e-02	-2.52	-4.187755	-0.6484993	NUPR1	nuclear protein 1, transcriptional regulator	26471
211530_x_at	2.84e-02	1.58e-02	2.52	-4.188153	0.4542325	HLA-G	major histocompatibility complex, class I, G	3135
227712_at	2.84e-02	1.58e-02	2.52	-4.188489	0.3392208	LYRM2	LYR motif containing 2	57226
212013_at	2.84e-02	1.58e-02	2.52	-4.18913	1.0069069	PXDN	peroxidasin	7837
35436_at	2.84e-02	1.58e-02	2.52	-4.189325	0.535485	GOLGA2	golgin A2	2801
225598_at	2.84e-02	1.58e-02	-2.52	-4.189775	-0.5975471	SLC45A4	solute carrier family 45 member 4	57210
229158_at	2.85e-02	1.58e-02	2.52	-4.191226	1.3774847	WNK4	WNK lysine deficient protein kinase 4	65266
1560327_at	2.85e-02	1.58e-02	-2.52	-4.191488	-0.466171			
1553047_at	2.85e-02	1.58e-02	-2.52	-4.191838	-0.123904	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	8396
220318_at	2.85e-02	1.58e-02	2.52	-4.192228	0.6333141	EPN3	epsin 3	55040
236605_at	2.85e-02	1.58e-02	-2.52	-4.192322	-0.251476	EIF3K	eukaryotic translation initiation factor 3 subunit K	27335
243366_s_at	2.85e-02	1.58e-02	2.52	-4.192331	0.9533536	ITGA4	integrin subunit alpha 4	3676
1560259_at	2.85e-02	1.58e-02	2.52	-4.193009	0.3431924			
205281_s_at	2.85e-02	1.59e-02	-2.52	-4.193985	-0.416586	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	5277
219278_at	2.85e-02	1.59e-02	-2.52	-4.194198	-0.680515	MAP3K6	mitogen-activated protein kinase kinase kinase 6	9064
211633_x_at	2.85e-02	1.59e-02	2.52	-4.194399	0.9220103			
214918_at	2.85e-02	1.59e-02	2.52	-4.194548	0.3359319	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670
228902_at	2.85e-02	1.59e-02	-2.52	-4.19458	-0.2395153	NUP214	nucleoporin 214	8021
216821_at	2.86e-02	1.59e-02	-2.52	-4.195244	-0.3295981			
221568_s_at	2.86e-02	1.59e-02	2.52	-4.195785	0.2925424	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	55327
219183_s_at	2.86e-02	1.59e-02	-2.52	-4.195895	-0.7811201	CYTH4	cytohesin 4	27128
211430_s_at	2.86e-02	1.59e-02	2.52	-4.196316	1.4484105	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)	102466889///102465871///28396///3507///3501///3500
201210_at	2.86e-02	1.59e-02	2.52	-4.196742	0.2495455	DDX3X	DEAD-box helicase 3, X-linked	1654
227703_s_at	2.86e-02	1.59e-02	2.52	-4.196889	0.9445197	SYTL4	synaptotagmin like 4	94121
226460_at	2.86e-02	1.59e-02	2.52	-4.197182	0.5625744	FNIP2	folliculin interacting protein 2	57600
202066_at	2.86e-02	1.59e-02	2.52	-4.197345	0.4550341	PPFIA1	PTPRF interacting protein alpha 1	8500
228866_at	2.86e-02	1.59e-02	-2.52	-4.197373	-0.4580528			
225516_at	2.86e-02	1.59e-02	2.52	-4.198094	1.6852923	SLC7A2	solute carrier family 7 member 2	6542
225786_at	2.86e-02	1.59e-02	2.52	-4.198283	0.6292389			
1553274_a_at	2.87e-02	1.59e-02	-2.52	-4.198852	-0.5498946	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	154007
1553542_at	2.87e-02	1.60e-02	2.52	-4.20022	0.851021	CCDC125	coiled-coil domain containing 125	202243
1555788_a_at	2.87e-02	1.60e-02	2.51	-4.200988	0.2785229	TRIB3	tribbles pseudokinase 3	57761
220311_at	2.87e-02	1.60e-02	2.51	-4.201243	0.3777997	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	29104
242847_at	2.87e-02	1.60e-02	-2.51	-4.201531	-0.2964498	EMSY	EMSY, BRCA2 interacting transcriptional repressor	56946
220132_s_at	2.88e-02	1.60e-02	2.51	-4.202622	0.6502739	CLEC2D	C-type lectin domain family 2 member D	29121
1557507_at	2.88e-02	1.60e-02	-2.51	-4.203355	-0.2322672	TRIM52-AS1	TRIM52 antisense RNA 1 (head to head)	100507602
239133_at	2.88e-02	1.60e-02	-2.51	-4.203587	-0.4990397	CTDSPL2	CTD small phosphatase like 2	51496
218918_at	2.89e-02	1.61e-02	2.51	-4.206367	1.0979752	MAN1C1	mannosidase alpha class 1C member 1	57134
1553108_at	2.89e-02	1.61e-02	2.51	-4.206921	0.4642327	C5orf24	chromosome 5 open reading frame 24	134553
205774_at	2.89e-02	1.61e-02	2.51	-4.206986	0.8511953	F12	coagulation factor XII	2161
219443_at	2.89e-02	1.61e-02	2.51	-4.207006	0.374263	TASP1	taspase 1	55617
229449_at	2.89e-02	1.61e-02	-2.51	-4.207083	-0.400936			
239294_at	2.89e-02	1.61e-02	2.51	-4.207604	0.842369	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	5294
221878_at	2.90e-02	1.61e-02	-2.51	-4.209285	-0.3530235	C2orf68	chromosome 2 open reading frame 68	388969
214469_at	2.90e-02	1.61e-02	2.51	-4.209698	1.6785605	HIST1H2AE	histone cluster 1, H2ae	3012
241933_at	2.90e-02	1.62e-02	-2.51	-4.21196	-0.4569061	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	55278
223350_x_at	2.90e-02	1.62e-02	2.51	-4.21197	0.2871109	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	55327
200786_at	2.91e-02	1.62e-02	-2.51	-4.212149	-0.2644722	PSMB7	proteasome subunit beta 7	5695
238431_at	2.91e-02	1.62e-02	-2.51	-4.212338	-0.2941779			
218026_at	2.91e-02	1.62e-02	2.51	-4.212376	0.4772401	COA3	cytochrome c oxidase assembly factor 3	28958
210142_x_at	2.91e-02	1.62e-02	2.51	-4.213398	0.3085122	FLOT1	flotillin 1	10211
204889_s_at	2.91e-02	1.62e-02	-2.51	-4.213929	-0.5391882	NEURL1	neuralized E3 ubiquitin protein ligase 1	9148
235593_at	2.91e-02	1.62e-02	-2.51	-4.214195	-0.6751578	ZEB2	zinc finger E-box binding homeobox 2	9839
1565639_a_at	2.91e-02	1.62e-02	-2.51	-4.214394	-0.8808909	PMP22	peripheral myelin protein 22	5376
215891_s_at	2.91e-02	1.62e-02	2.51	-4.21462	0.6330796	GM2A	GM2 ganglioside activator	2760
226357_at	2.92e-02	1.62e-02	-2.51	-4.215704	-0.26551	USP19	ubiquitin specific peptidase 19	10869
221221_s_at	2.92e-02	1.62e-02	-2.51	-4.216152	-0.7279575	KLHL3	kelch like family member 3	26249
238444_at	2.92e-02	1.63e-02	2.51	-4.216978	0.4977424	ZNF618	zinc finger protein 618	114991
236117_at	2.92e-02	1.63e-02	2.51	-4.217462	0.512467	ZNF597	zinc finger protein 597	146434
242156_at	2.92e-02	1.63e-02	2.51	-4.217649	0.3711422			
201380_at	2.92e-02	1.63e-02	-2.51	-4.218134	-0.5388409	CRTAP	cartilage associated protein	10491
235564_at	2.92e-02	1.63e-02	2.51	-4.218144	0.5781257	ZNF117	zinc finger protein 117	51351
228523_at	2.92e-02	1.63e-02	-2.51	-4.218188	-1.1179991	NANOS1	nanos C2HC-type zinc finger 1	340719
228850_s_at	2.93e-02	1.63e-02	-2.51	-4.219915	-0.8550337	SLIT2	slit guidance ligand 2	9353
203053_at	2.93e-02	1.63e-02	2.51	-4.220644	0.2904559	BCAS2	breast carcinoma amplified sequence 2	10286
244352_at	2.93e-02	1.63e-02	2.51	-4.220863	0.8289549	CD84	CD84 molecule	8832
203093_s_at	2.94e-02	1.64e-02	2.50	-4.222452	0.6252421	TIMM44	translocase of inner mitochondrial membrane 44	10469
1559375_s_at	2.94e-02	1.64e-02	-2.50	-4.223083	-0.3591471			
232554_at	2.94e-02	1.64e-02	-2.50	-4.224026	-0.4233742	LRRC56	leucine rich repeat containing 56	115399
225042_s_at	2.94e-02	1.64e-02	2.50	-4.22425	0.3348629	CSRNP2	cysteine and serine rich nuclear protein 2	81566
239171_at	2.95e-02	1.64e-02	-2.50	-4.226329	-0.678335			
219300_s_at	2.95e-02	1.64e-02	2.50	-4.226934	1.5831629	CNTNAP2	contactin associated protein-like 2	26047
217058_at	2.95e-02	1.65e-02	-2.50	-4.227647	-0.221142	GNAS	GNAS complex locus	2778
226131_s_at	2.95e-02	1.65e-02	-2.50	-4.228167	-0.1192169	RPS16	ribosomal protein S16	6217
215157_x_at	2.95e-02	1.65e-02	2.50	-4.228594	0.3636608	PABPC1	poly(A) binding protein cytoplasmic 1	26986
