#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCT2	HSP90AB1	9606.ENSP00000299300	9606.ENSP00000360609	0	0.292	0.720	0	0.793
CCT2	STIP1	9606.ENSP00000299300	9606.ENSP00000351646	0	0	0.900	0	0.900
CDC5L	LSM4	9606.ENSP00000360532	9606.ENSP00000469468	0	0.800	0	0	0.800
CDH11	CTNNA1	9606.ENSP00000268603	9606.ENSP00000304669	0	0.042	0.540	0	0.540
CDK1	FOXA1	9606.ENSP00000378699	9606.ENSP00000250448	0	0.457	0	0	0.457
CDK1	UBE2S	9606.ENSP00000378699	9606.ENSP00000264552	0	0	0.500	0	0.499
CDK1	EZH2	9606.ENSP00000378699	9606.ENSP00000320147	0	0.457	0	0	0.457
CDK1	SP1	9606.ENSP00000378699	9606.ENSP00000329357	0	0.457	0	0	0.457
CDK1	MAPT	9606.ENSP00000378699	9606.ENSP00000340820	0	0.457	0	0	0.457
CDK1	CKS2	9606.ENSP00000378699	9606.ENSP00000364976	0	0.972	0	0	0.972
CERS2	CERS6	9606.ENSP00000271688	9606.ENSP00000376453	0	0	0.900	0	0.900
CFB	CFD	9606.ENSP00000416561	9606.ENSP00000468253	0	0.900	0.900	0	0.989
CFL1	UBE2M	9606.ENSP00000432660	9606.ENSP00000253023	0	0.457	0	0	0.457
CIDEA	CIDEC	9606.ENSP00000320209	9606.ENSP00000373328	0	0.292	0.900	0	0.926
CILP	HLA-DRA	9606.ENSP00000261883	9606.ENSP00000378786	0	0.800	0	0	0.800
CKAP5	MAPRE1	9606.ENSP00000432768	9606.ENSP00000364721	0	0.644	0	0	0.644
CLDN5	CLDN8	9606.ENSP00000385477	9606.ENSP00000382783	0	0	0.650	0	0.650
CLIC4	CLIC5	9606.ENSP00000363500	9606.ENSP00000185206	0	0.680	0	0	0.680
CLIC5	EZR	9606.ENSP00000185206	9606.ENSP00000338934	0	0.292	0.800	0	0.852
CNN1	RNF150	9606.ENSP00000252456	9606.ENSP00000425840	0	0.459	0	0	0.459
COL10A1	P3H2	9606.ENSP00000327368	9606.ENSP00000316881	0	0	0.500	0	0.499
COL10A1	COL12A1	9606.ENSP00000327368	9606.ENSP00000325146	0	0.164	0.400	0	0.476
