node_index,id,type,logic,embedding_l2_norm
705,MIMAT0015024,mir,,0.0
706,MIMAT0015026,mir,,0.0
707,MIMAT0004920,mir,,0.0
708,MIMAT0032026,mir,,0.0
709,MIMAT0015008,mir,,0.0
710,MIMAT0018090,mir,,0.0
711,MIMAT0027683,mir,,0.0
712,MIMAT0027503,mir,,0.0
713,MIMAT0027553,mir,,0.0
714,MIMAT0005930,mir,,0.0
715,MIMAT0016863,mir,,0.0
716,MIMAT0022696,mir,,0.0
717,MIMAT0000760,mir,,0.0
718,MIMAT0018944,mir,,0.0
719,MIMAT0019720,mir,,0.0
720,MIMAT0004982,mir,,0.0
721,MIMAT0021033,mir,,0.0
722,MIMAT0027038,mir,,0.0
723,MIMAT0018190,mir,,0.0
724,MIMAT0019015,mir,,0.0
725,MIMAT0002830,mir,,0.0
726,MIMAT0003292,mir,,0.0
727,MIMAT0019715,mir,,0.0
728,MIMAT0019939,mir,,0.0
729,MIMAT0027526,mir,,0.0
730,MIMAT0027662,mir,,0.0
731,MIMAT0019737,mir,,0.0
732,MIMAT0027672,mir,,0.0
733,MIMAT0000617,mir,,0.0
734,MIMAT0000765,mir,,0.0
735,MIMAT0004595,mir,,0.0
736,MIMAT0019908,mir,,0.0
737,MIMAT0025841,mir,,0.0
738,MIMAT0027400,mir,,0.0
739,MIMAT0027544,mir,,0.0
740,MIMAT0030986,mir,,0.0
741,MIMAT0000717,mir,,0.0
742,MIMAT0000098,mir,,0.0
743,MIMAT0000099,mir,,0.0
744,MIMAT0026474,mir,,0.0
745,MIMAT0000244,mir,,0.0
746,MIMAT0000250,mir,,0.0
747,MIMAT0000420,mir,,0.0
748,MIMAT0001339,mir,,0.0
749,MIMAT0002821,mir,,0.0
750,MIMAT0014999,mir,,0.0
751,MIMAT0018074,mir,,0.0
752,MIMAT0018984,mir,,0.0
753,MIMAT0019031,mir,,0.0
754,MIMAT0000084,mir,,0.0
755,MIMAT0022844,mir,,0.0
756,MIMAT0000419,mir,,0.0
757,MIMAT0002877,mir,,0.0
758,MIMAT0017986,mir,,0.0
759,MIMAT0018109,mir,,0.0
760,MIMAT0022736,mir,,0.0
761,MIMAT0027667,mir,,0.0
762,MIMAT0027633,mir,,0.0
763,MIMAT0015004,mir,,0.0
764,MIMAT0019363,mir,,0.0
765,MIMAT0019855,mir,,0.0
766,MIMAT0027516,mir,,0.0
767,MIMAT0027536,mir,,0.0
768,MIMAT0018088,mir,,0.0
769,MIMAT0027416,mir,,0.0
770,MIMAT0000222,mir,,0.0
771,MIMAT0004598,mir,,0.0
772,MIMAT0000685,mir,,0.0
773,MIMAT0000738,mir,,0.0
774,MIMAT0018357,mir,,0.0
775,MIMAT0027396,mir,,0.0
776,MIMAT0027418,mir,,0.0
777,MIMAT0027486,mir,,0.0
778,MIMAT0027620,mir,,0.0
779,MIMAT0027643,mir,,0.0
780,MIMAT0027650,mir,,0.0
781,MIMAT0000443,mir,,0.0
782,MIMAT0005883,mir,,0.0
783,MIMAT0022724,mir,,0.0
784,MIMAT0012735,mir,,0.0
785,MIMAT0014989,mir,,0.0
786,MIMAT0022487,mir,,0.0
787,MIMAT0027412,mir,,0.0
788,MIMAT0027432,mir,,0.0
789,MIMAT0027646,mir,,0.0
790,MIMAT0000251,mir,,0.0
791,MIMAT0000461,mir,,0.0
792,MIMAT0004602,mir,,0.0
793,MIMAT0004493,mir,,0.0
794,MIMAT0004509,mir,,0.0
795,MIMAT0000104,mir,,0.0
796,MIMAT0000273,mir,,0.0
797,MIMAT0000281,mir,,0.0
798,MIMAT0002174,mir,,0.0
799,MIMAT0000751,mir,,0.0
800,MIMAT0004761,mir,,0.0
801,MIMAT0004748,mir,,0.0
802,MIMAT0021039,mir,,0.0
803,MIMAT0022294,mir,,0.0
804,MIMAT0027454,mir,,0.0
805,MIMAT0027587,mir,,0.0
806,MIMAT0015080,mir,,0.0
807,MIMAT0019041,mir,,0.0
808,MIMAT0023252,mir,,0.0
809,MIMAT0027678,mir,,0.0
810,MIMAT0000449,mir,,0.0
811,MIMAT0003322,mir,,0.0
812,MIMAT0017981,mir,,0.0
813,MIMAT0019043,mir,,0.0
814,MIMAT0021123,mir,,0.0
815,MIMAT0015077,mir,,0.0
816,MIMAT0019806,mir,,0.0
817,MIMAT0019885,mir,,0.0
818,MIMAT0021022,mir,,0.0
819,MIMAT0027414,mir,,0.0
820,MIMAT0027591,mir,,0.0
821,MIMAT0000438,mir,,0.0
822,MIMAT0027378,mir,,0.0
823,MIMAT0027528,mir,,0.0
824,MIMAT0009451,mir,,0.0
825,MIMAT0004701,mir,,0.0
826,MIMAT0024610,mir,,0.0
827,MIMAT0019868,mir,,0.0
828,MIMAT0004517,mir,,0.0
829,MIMAT0015035,mir,,0.0
830,MIMAT0004599,mir,,0.0
831,MIMAT0026612,mir,,0.0
832,MIMAT0022939,mir,,0.0
833,MIMAT0011161,mir,,0.0
834,MIMAT0018072,mir,,0.0
835,MIMAT0018937,mir,,0.0
836,MIMAT0018985,mir,,0.0
837,MIMAT0019033,mir,,0.0
838,MIMAT0019077,mir,,0.0
839,MIMAT0019723,mir,,0.0
840,MIMAT0019820,mir,,0.0
841,MIMAT0025462,mir,,0.0
842,MIMAT0028112,mir,,0.0
843,MIMAT0027027,mir,,0.0
844,MIMAT0018945,mir,,0.0
845,MIMAT0000684,mir,,0.0
846,MIMAT0000715,mir,,0.0
847,MIMAT0001413,mir,,0.0
848,MIMAT0004809,mir,,0.0
849,MIMAT0004983,mir,,0.0
850,MIMAT0022720,mir,,0.0
851,MIMAT0007883,mir,,0.0
852,MIMAT0019208,mir,,0.0
853,MIMAT0016889,mir,,0.0
854,MIMAT0019913,mir,,0.0
855,MIMAT0025481,mir,,0.0
856,MIMAT0025844,mir,,0.0
857,MIMAT0027457,mir,,0.0
858,MIMAT0027687,mir,,0.0
859,MIMAT0028111,mir,,0.0
860,MIMAT0028214,mir,,0.0
861,MIMAT0030426,mir,,0.0
862,MIMAT0019927,mir,,0.0
863,MIMAT0025854,mir,,0.0
864,MIMAT0002858,mir,,0.0
865,MIMAT0002867,mir,,0.0
866,MIMAT0004911,mir,,0.0
867,MIMAT0011163,mir,,0.0
868,MIMAT0011775,mir,,0.0
869,MIMAT0018201,mir,,0.0
870,MIMAT0019066,mir,,0.0
871,MIMAT0019965,mir,,0.0
872,MIMAT0019971,mir,,0.0
873,MIMAT0027673,mir,,0.0
874,MIMAT0014987,mir,,0.0
875,MIMAT0019210,mir,,0.0
876,MIMAT0022256,mir,,0.0
877,MIMAT0019761,mir,,0.0
878,MIMAT0022282,mir,,0.0
879,MIMAT0000252,mir,,0.0
880,MIMAT0000065,mir,,0.0
881,MIMAT0022693,mir,,0.0
882,MIMAT0002806,mir,,0.0
883,MIMAT0015030,mir,,0.0
884,MIMAT0019014,mir,,0.0
885,MIMAT0019776,mir,,0.0
886,MIMAT0027367,mir,,0.0
887,MIMAT0027467,mir,,0.0
888,MIMAT0027604,mir,,0.0
889,MIMAT0031010,mir,,0.0
890,MIMAT0019707,mir,,0.0
891,MIMAT0000425,mir,,0.0
892,MIMAT0018202,mir,,0.0
893,MIMAT0019703,mir,,0.0
894,MIMAT0000063,mir,,0.0
895,MIMAT0000271,mir,,0.0
896,MIMAT0019692,mir,,0.0
897,MIMAT0000231,mir,,0.0
898,MIMAT0004587,mir,,0.0
899,MIMAT0018926,mir,,0.0
900,MIMAT0018082,mir,,0.0
901,MIMAT0018927,mir,,0.0
902,MIMAT0018932,mir,,0.0
903,MIMAT0021041,mir,,0.0
904,MIMAT0003288,mir,,0.0
905,MIMAT0018119,mir,,0.0
906,MIMAT0004784,mir,,0.0
907,MIMAT0004927,mir,,0.0
908,MIMAT0018956,mir,,0.0
909,MIMAT0027103,mir,,0.0
910,MIMAT0004984,mir,,0.0
911,MIMAT0000256,mir,,0.0
912,MIMAT0000259,mir,,0.0
913,MIMAT0005913,mir,,0.0
914,MIMAT0015028,mir,,0.0
915,MIMAT0018952,mir,,0.0
916,MIMAT0023702,mir,,0.0
917,MIMAT0004767,mir,,0.0
918,MIMAT0018949,mir,,0.0
919,MIMAT0019921,mir,,0.0
920,MIMAT0027357,mir,,0.0
921,MIMAT0027439,mir,,0.0
922,MIMAT0004513,mir,,0.0
923,MIMAT0019841,mir,,0.0
924,MIMAT0027415,mir,,0.0
925,MIMAT0019938,mir,,0.0
926,MIMAT0027635,mir,,0.0
927,MIMAT0002173,mir,,0.0
928,MIMAT0002827,mir,,0.0
929,MIMAT0002829,mir,,0.0
930,MIMAT0000430,mir,,0.0
931,MIMAT0026613,mir,,0.0
932,MIMAT0000450,mir,,0.0
933,MIMAT0000690,mir,,0.0
934,MIMAT0004945,mir,,0.0
935,MIMAT0005939,mir,,0.0
936,MIMAT0025486,mir,,0.0
937,MIMAT0027602,mir,,0.0
938,MIMAT0027681,mir,,0.0
939,MIMAT0018087,mir,,0.0
940,MIMAT0027420,mir,,0.0
941,MIMAT0019069,mir,,0.0
942,MIMAT0003222,mir,,0.0
943,MIMAT0017999,mir,,0.0
944,MIMAT0019704,mir,,0.0
945,MIMAT0027384,mir,,0.0
946,MIMAT0005892,mir,,0.0
947,MIMAT0019836,mir,,0.0
948,MIMAT0000226,mir,,0.0
949,MIMAT0015087,mir,,0.0
950,MIMAT0000772,mir,,0.0
951,MIMAT0000279,mir,,0.0
952,MIMAT0004450,mir,,0.0
953,MIMAT0027578,mir,,0.0
954,MIMAT0030429,mir,,0.0
955,MIMAT0002853,mir,,0.0
956,MIMAT0026615,mir,,0.0
957,MIMAT0019062,mir,,0.0
958,MIMAT0027612,mir,,0.0
959,MIMAT0000417,mir,,0.0
960,MIMAT0026480,mir,,0.0
961,MIMAT0027421,mir,,0.0
962,MIMAT0030425,mir,,0.0
963,MIMAT0011777,mir,,0.0
964,MIMAT0018081,mir,,0.0
965,MIMAT0018122,mir,,0.0
966,MIMAT0019065,mir,,0.0
967,MIMAT0000726,mir,,0.0
968,MIMAT0022471,mir,,0.0
969,MIMAT0000100,mir,,0.0
970,MIMAT0000414,mir,,0.0
971,MIMAT0000681,mir,,0.0
972,MIMAT0001340,mir,,0.0
973,MIMAT0004792,mir,,0.0
974,MIMAT0010214,mir,,0.0
975,MIMAT0005794,mir,,0.0
976,MIMAT0013802,mir,,0.0
977,MIMAT0019890,mir,,0.0
978,MIMAT0027437,mir,,0.0
979,MIMAT0004680,mir,,0.0
980,MIMAT0005878,mir,,0.0
981,MIMAT0022492,mir,,0.0
982,MIMAT0027599,mir,,0.0
983,MIMAT0000076,mir,,0.0
984,MIMAT0002807,mir,,0.0
985,MIMAT0016852,mir,,0.0
986,MIMAT0021125,mir,,0.0
987,MIMAT0029310,mir,,0.0
988,MIMAT0035542,mir,,0.0
989,MIMAT0027369,mir,,0.0
990,MIMAT0000077,mir,,0.0
991,MIMAT0003276,mir,,0.0
992,MIMAT0022713,mir,,0.0
993,MIMAT0022838,mir,,0.0
994,MIMAT0015045,mir,,0.0
995,MIMAT0016880,mir,,0.0
996,MIMAT0021085,mir,,0.0
997,MIMAT0027394,mir,,0.0
998,MIMAT0027538,mir,,0.0
999,MIMAT0005793,mir,,0.0
1000,MIMAT0019072,mir,,0.0
1001,MIMAT0027610,mir,,0.0
1002,MIMAT0000264,mir,,0.0
1003,MIMAT0018107,mir,,0.0
1004,MIMAT0030987,mir,,0.0
1005,MIMAT0004768,mir,,0.0
1006,MIMAT0004909,mir,,0.0
1007,MIMAT0022255,mir,,0.0
1008,MIMAT0003284,mir,,0.0
1009,MIMAT0015065,mir,,0.0
1010,MIMAT0017992,mir,,0.0
1011,MIMAT0019073,mir,,0.0
1012,MIMAT0027485,mir,,0.0
1013,MIMAT0027537,mir,,0.0
1014,MIMAT0030018,mir,,0.0
1015,MIMAT0030430,mir,,0.0
1016,MIMAT0027399,mir,,0.0
1017,MIMAT0015083,mir,,0.0
1018,MIMAT0016859,mir,,0.0
1019,MIMAT0005920,mir,,0.0
1020,MIMAT0022694,mir,,0.0
1021,MIMAT0019719,mir,,0.0
1022,MIMAT0009197,mir,,0.0
1023,MIMAT0004603,mir,,0.0
1024,MIMAT0000691,mir,,0.0
1025,MIMAT0002826,mir,,0.0
1026,MIMAT0003310,mir,,0.0
1027,MIMAT0005592,mir,,0.0
1028,MIMAT0018193,mir,,0.0
1029,MIMAT0018200,mir,,0.0
1030,MIMAT0019784,mir,,0.0
1031,MIMAT0021080,mir,,0.0
1032,MIMAT0027392,mir,,0.0
1033,MIMAT0027409,mir,,0.0
1034,MIMAT0027417,mir,,0.0
1035,MIMAT0027442,mir,,0.0
1036,MIMAT0027637,mir,,0.0
1037,MIMAT0027685,mir,,0.0
1038,MIMAT0004488,mir,,0.0
1039,MIMAT0010313,mir,,0.0
1040,MIMAT0019008,mir,,0.0
1041,MIMAT0021021,mir,,0.0
1042,MIMAT0027365,mir,,0.0
1043,MIMAT0027466,mir,,0.0
1044,MIMAT0027483,mir,,0.0
1045,MIMAT0027621,mir,,0.0
1046,MIMAT0006765,mir,,0.0
1047,MIMAT0026623,mir,,0.0
1048,MIMAT0015032,mir,,0.0
1049,MIMAT0019027,mir,,0.0
1050,MIMAT0002828,mir,,0.0
1051,MIMAT0021086,mir,,0.0
1052,MIMAT0018444,mir,,0.0
1053,MIMAT0015378,mir,,0.0
1054,MIMAT0019809,mir,,0.0
1055,MIMAT0025857,mir,,0.0
1056,MIMAT0015022,mir,,0.0
1057,MIMAT0028223,mir,,0.0
1058,MIMAT0019048,mir,,0.0
1059,MIMAT0014992,mir,,0.0
1060,MIMAT0010364,mir,,0.0
1061,MIMAT0002822,mir,,0.0
1062,MIMAT0013518,mir,,0.0
1063,MIMAT0016855,mir,,0.0
1064,MIMAT0018359,mir,,0.0
1065,MIMAT0019051,mir,,0.0
1066,MIMAT0019700,mir,,0.0
1067,MIMAT0019827,mir,,0.0
1068,MIMAT0019899,mir,,0.0
1069,MIMAT0027356,mir,,0.0
1070,MIMAT0027395,mir,,0.0
1071,MIMAT0027463,mir,,0.0
1072,MIMAT0027488,mir,,0.0
1073,MIMAT0027505,mir,,0.0
1074,MIMAT0004689,mir,,0.0
1075,MIMAT0019762,mir,,0.0
1076,MIMAT0003315,mir,,0.0
1077,MIMAT0003316,mir,,0.0
1078,MIMAT0005891,mir,,0.0
1079,MIMAT0018005,mir,,0.0
1080,MIMAT0019856,mir,,0.0
1081,MIMAT0024615,mir,,0.0
1082,MIMAT0027588,mir,,0.0
1083,MIMAT0015069,mir,,0.0
1084,MIMAT0004612,mir,,0.0
1085,MIMAT0026740,mir,,0.0
1086,MIMAT0005788,mir,,0.0
1087,MIMAT0016917,mir,,0.0
1088,MIMAT0019063,mir,,0.0
1089,MIMAT0019772,mir,,0.0
1090,MIMAT0025458,mir,,0.0
1091,MIMAT0027419,mir,,0.0
1092,MIMAT0000266,mir,,0.0
1093,MIMAT0026476,mir,,0.0
1094,MIMAT0005921,mir,,0.0
1095,MIMAT0030982,mir,,0.0
1096,MIMAT0027558,mir,,0.0
1097,MIMAT0027630,mir,,0.0
1098,MIMAT0028110,mir,,0.0
1099,MIMAT0027438,mir,,0.0
1100,MIMAT0019878,mir,,0.0
1101,MIMAT0004694,mir,,0.0
1102,MIMAT0031074,mir,,0.0
1103,MIMAT0017997,mir,,0.0
1104,MIMAT0018070,mir,,0.0
1105,MIMAT0018977,mir,,0.0
1106,MIMAT0027375,mir,,0.0
1107,MIMAT0027524,mir,,0.0
1108,MIMAT0004795,mir,,0.0
1109,MIMAT0021023,mir,,0.0
1110,MIMAT0004548,mir,,0.0
1111,MIMAT0004605,mir,,0.0
1112,MIMAT0030021,mir,,0.0
1113,MIMAT0000421,mir,,0.0
1114,MIMAT0003885,mir,,0.0
1115,MIMAT0019232,mir,,0.0
1116,MIMAT0018953,mir,,0.0
1117,MIMAT0019735,mir,,0.0
1118,MIMAT0019850,mir,,0.0
1119,MIMAT0019861,mir,,0.0
1120,MIMAT0022283,mir,,0.0
1121,MIMAT0025451,mir,,0.0
1122,MIMAT0027568,mir,,0.0
1123,MIMAT0028230,mir,,0.0
1124,MIMAT0031004,mir,,0.0
1125,MIMAT0002176,mir,,0.0
1126,MIMAT0022705,mir,,0.0
1127,MIMAT0021026,mir,,0.0
1128,MIMAT0005914,mir,,0.0
1129,MIMAT0015039,mir,,0.0
1130,MIMAT0019060,mir,,0.0
1131,MIMAT0019972,mir,,0.0
1132,MIMAT0027345,mir,,0.0
1133,MIMAT0027452,mir,,0.0
1134,MIMAT0026477,mir,,0.0
1135,MIMAT0026621,mir,,0.0
1136,MIMAT0005798,mir,,0.0
1137,MIMAT0005827,mir,,0.0
1138,MIMAT0018098,mir,,0.0
1139,MIMAT0018959,mir,,0.0
1140,MIMAT0021020,mir,,0.0
1141,MIMAT0021117,mir,,0.0
1142,MIMAT0000253,mir,,0.0
1143,MIMAT0000426,mir,,0.0
1144,MIMAT0000457,mir,,0.0
1145,MIMAT0004972,mir,,0.0
1146,MIMAT0022940,mir,,0.0
1147,MIMAT0005576,mir,,0.0
1148,MIMAT0022289,mir,,0.0
1149,MIMAT0004808,mir,,0.0
1150,MIMAT0015040,mir,,0.0
1151,MIMAT0003879,mir,,0.0
1152,MIMAT0000062,mir,,0.0
1153,MIMAT0004553,mir,,0.0
1154,MIMAT0000682,mir,,0.0
1155,MIMAT0004501,mir,,0.0
1156,MIMAT0027671,mir,,0.0
1157,MIMAT0019833,mir,,0.0
1158,MIMAT0000764,mir,,0.0
1159,MIMAT0003283,mir,,0.0
1160,MIMAT0027397,mir,,0.0
1161,MIMAT0004763,mir,,0.0
1162,MIMAT0002844,mir,,0.0
1163,MIMAT0002863,mir,,0.0
1164,MIMAT0002864,mir,,0.0
1165,MIMAT0004773,mir,,0.0
1166,MIMAT0002872,mir,,0.0
1167,MIMAT0004778,mir,,0.0
1168,MIMAT0022943,mir,,0.0
1169,MIMAT0026736,mir,,0.0
1170,MIMAT0019199,mir,,0.0
1171,MIMAT0019209,mir,,0.0
1172,MIMAT0019216,mir,,0.0
1173,MIMAT0016886,mir,,0.0
1174,MIMAT0019064,mir,,0.0
1175,MIMAT0019079,mir,,0.0
1176,MIMAT0019080,mir,,0.0
1177,MIMAT0019705,mir,,0.0
1178,MIMAT0019710,mir,,0.0
1179,MIMAT0019739,mir,,0.0
1180,MIMAT0019755,mir,,0.0
1181,MIMAT0019767,mir,,0.0
1182,MIMAT0027431,mir,,0.0
1183,MIMAT0027523,mir,,0.0
1184,MIMAT0027622,mir,,0.0
1185,MIMAT0027652,mir,,0.0
1186,MIMAT0027680,mir,,0.0
1187,MIMAT0000067,mir,,0.0
1188,MIMAT0005907,mir,,0.0
1189,MIMAT0015031,mir,,0.0
1190,MIMAT0018089,mir,,0.0
1191,MIMAT0022975,mir,,0.0
1192,MIMAT0019359,mir,,0.0
1193,MIMAT0022469,mir,,0.0
1194,MIMAT0027530,mir,,0.0
1195,MIMAT0019777,mir,,0.0
1196,MIMAT0027387,mir,,0.0
1197,MIMAT0028120,mir,,0.0
1198,MIMAT0000087,mir,,0.0
1199,MIMAT0000692,mir,,0.0
1200,MIMAT0000737,mir,,0.0
1201,MIMAT0000686,mir,,0.0
1202,MIMAT0000723,mir,,0.0
1203,MIMAT0003291,mir,,0.0
1204,MIMAT0005884,mir,,0.0
1205,MIMAT0022292,mir,,0.0
1206,MIMAT0000082,mir,,0.0
1207,MIMAT0004551,mir,,0.0
1208,MIMAT0000269,mir,,0.0
1209,MIMAT0031001,mir,,0.0
1210,MIMAT0000081,mir,,0.0
1211,MIMAT0000101,mir,,0.0
1212,MIMAT0000431,mir,,0.0
1213,MIMAT0004979,mir,,0.0
1214,MIMAT0011778,mir,,0.0
1215,MIMAT0018187,mir,,0.0
1216,MIMAT0027607,mir,,0.0
1217,MIMAT0002891,mir,,0.0
1218,MIMAT0004693,mir,,0.0
1219,MIMAT0001635,mir,,0.0
1220,MIMAT0003312,mir,,0.0
1221,MIMAT0003880,mir,,0.0
1222,MIMAT0015076,mir,,0.0
1223,MIMAT0016868,mir,,0.0
1224,MIMAT0027618,mir,,0.0
1225,MIMAT0027632,mir,,0.0
1226,MIMAT0000693,mir,,0.0
1227,MIMAT0004498,mir,,0.0
1228,MIMAT0000718,mir,,0.0
1229,MIMAT0004802,mir,,0.0
1230,MIMAT0026622,mir,,0.0
1231,MIMAT0003330,mir,,0.0
1232,MIMAT0005582,mir,,0.0
1233,MIMAT0026737,mir,,0.0
1234,MIMAT0015003,mir,,0.0
1235,MIMAT0015073,mir,,0.0
1236,MIMAT0019218,mir,,0.0
1237,MIMAT0018957,mir,,0.0
1238,MIMAT0018974,mir,,0.0
1239,MIMAT0019018,mir,,0.0
1240,MIMAT0019769,mir,,0.0
1241,MIMAT0019954,mir,,0.0
1242,MIMAT0021081,mir,,0.0
1243,MIMAT0022486,mir,,0.0
1244,MIMAT0023714,mir,,0.0
1245,MIMAT0025468,mir,,0.0
1246,MIMAT0027447,mir,,0.0
1247,MIMAT0027615,mir,,0.0
1248,MIMAT0027659,mir,,0.0
1249,MIMAT0031180,mir,,0.0
1250,MIMAT0002816,mir,,0.0
1251,MIMAT0003328,mir,,0.0
1252,MIMAT0016915,mir,,0.0
1253,MIMAT0018934,mir,,0.0
1254,MIMAT0027514,mir,,0.0
1255,MIMAT0000447,mir,,0.0
1256,MIMAT0002836,mir,,0.0
1257,MIMAT0003270,mir,,0.0
1258,MIMAT0003320,mir,,0.0
1259,MIMAT0017989,mir,,0.0
1260,MIMAT0026472,mir,,0.0
1261,MIMAT0003218,mir,,0.0
1262,MIMAT0010497,mir,,0.0
1263,MIMAT0004970,mir,,0.0
1264,MIMAT0018105,mir,,0.0
1265,MIMAT0018973,mir,,0.0
1266,MIMAT0019923,mir,,0.0
1267,MIMAT0019937,mir,,0.0
1268,MIMAT0027041,mir,,0.0
1269,MIMAT0022301,mir,,0.0
1270,MIMAT0025454,mir,,0.0
1271,MIMAT0027368,mir,,0.0
1272,MIMAT0027440,mir,,0.0
1273,MIMAT0027534,mir,,0.0
1274,MIMAT0027651,mir,,0.0
1275,MIMAT0019201,mir,,0.0
1276,MIMAT0023715,mir,,0.0
1277,MIMAT0027413,mir,,0.0
1278,MIMAT0030990,mir,,0.0
1279,MIMAT0019215,mir,,0.0
1280,MIMAT0019690,mir,,0.0
1281,MIMAT0022272,mir,,0.0
1282,MIMAT0027465,mir,,0.0
1283,MIMAT0019980,mir,,0.0
1284,MIMAT0002882,mir,,0.0
1285,MIMAT0011156,mir,,0.0
1286,MIMAT0016921,mir,,0.0
1287,MIMAT0025471,mir,,0.0
1288,MIMAT0027567,mir,,0.0
1289,MIMAT0004487,mir,,0.0
1290,MIMAT0000753,mir,,0.0
1291,MIMAT0021127,mir,,0.0
1292,MIMAT0000736,mir,,0.0
1293,MIMAT0004957,mir,,0.0
1294,MIMAT0005952,mir,,0.0
1295,MIMAT0015037,mir,,0.0
1296,MIMAT0027674,mir,,0.0
1297,MIMAT0016925,mir,,0.0
1298,MIMAT0025843,mir,,0.0
1299,MIMAT0027489,mir,,0.0
1300,MIMAT0027559,mir,,0.0
1301,MIMAT0027575,mir,,0.0
1302,MIMAT0030981,mir,,0.0
1303,MIMAT0004772,mir,,0.0
1304,MIMAT0019898,mir,,0.0
1305,MIMAT0004489,mir,,0.0
1306,MIMAT0022861,mir,,0.0
1307,MIMAT0000724,mir,,0.0
1308,MIMAT0002820,mir,,0.0
1309,MIMAT0002846,mir,,0.0
1310,MIMAT0002854,mir,,0.0
1311,MIMAT0004814,mir,,0.0
1312,MIMAT0018108,mir,,0.0
1313,MIMAT0018355,mir,,0.0
1314,MIMAT0018995,mir,,0.0
1315,MIMAT0019358,mir,,0.0
1316,MIMAT0019750,mir,,0.0
1317,MIMAT0019969,mir,,0.0
1318,MIMAT0027453,mir,,0.0
1319,MIMAT0027598,mir,,0.0
1320,MIMAT0027663,mir,,0.0
1321,MIMAT0000732,mir,,0.0
1322,MIMAT0003326,mir,,0.0
1323,MIMAT0022711,mir,,0.0
1324,MIMAT0007881,mir,,0.0
1325,MIMAT0014982,mir,,0.0
1326,MIMAT0015048,mir,,0.0
1327,MIMAT0019012,mir,,0.0
1328,MIMAT0027474,mir,,0.0
1329,MIMAT0018189,mir,,0.0
1330,MIMAT0024782,mir,,0.0
1331,MIMAT0031000,mir,,0.0
1332,MIMAT0019985,mir,,0.0
1333,MIMAT0009447,mir,,0.0
1334,MIMAT0015056,mir,,0.0
1335,MIMAT0002841,mir,,0.0
1336,MIMAT0004950,mir,,0.0
1337,MIMAT0016878,mir,,0.0
1338,MIMAT0019773,mir,,0.0
1339,MIMAT0027566,mir,,0.0
1340,MIMAT0000318,mir,,0.0
1341,MIMAT0003881,mir,,0.0
1342,MIMAT0004901,mir,,0.0
1343,MIMAT0019793,mir,,0.0
1344,MIMAT0019966,mir,,0.0
1345,MIMAT0030421,mir,,0.0
1346,MIMAT0019845,mir,,0.0
1347,MIMAT0027690,mir,,0.0
1348,MIMAT0027564,mir,,0.0
1349,MIMAT0000071,mir,,0.0
1350,MIMAT0000434,mir,,0.0
1351,MIMAT0003317,mir,,0.0
1352,MIMAT0027556,mir,,0.0
1353,MIMAT0019837,mir,,0.0
1354,MIMAT0019892,mir,,0.0
1355,MIMAT0000091,mir,,0.0
1356,MIMAT0000433,mir,,0.0
1357,MIMAT0019734,mir,,0.0
1358,MIMAT0019873,mir,,0.0
1359,MIMAT0021017,mir,,0.0
1360,MIMAT0002837,mir,,0.0
1361,MIMAT0003250,mir,,0.0
1362,MIMAT0003257,mir,,0.0
1363,MIMAT0003888,mir,,0.0
1364,MIMAT0010133,mir,,0.0
1365,MIMAT0016909,mir,,0.0
1366,MIMAT0018351,mir,,0.0
1367,MIMAT0018933,mir,,0.0
1368,MIMAT0018972,mir,,0.0
1369,MIMAT0019695,mir,,0.0
1370,MIMAT0019757,mir,,0.0
1371,MIMAT0019789,mir,,0.0
1372,MIMAT0019871,mir,,0.0
1373,MIMAT0019924,mir,,0.0
1374,MIMAT0019948,mir,,0.0
1375,MIMAT0021019,mir,,0.0
1376,MIMAT0021121,mir,,0.0
1377,MIMAT0023710,mir,,0.0
1378,MIMAT0023713,mir,,0.0
1379,MIMAT0027455,mir,,0.0
1380,MIMAT0027606,mir,,0.0
1381,MIMAT0027616,mir,,0.0
1382,MIMAT0027625,mir,,0.0
1383,MIMAT0019893,mir,,0.0
1384,MIMAT0022275,mir,,0.0
1385,MIMAT0019053,mir,,0.0
1386,MIMAT0022297,mir,,0.0
1387,MIMAT0027490,mir,,0.0
1388,MIMAT0027496,mir,,0.0
1389,MIMAT0000089,mir,,0.0
1390,MIMAT0000416,mir,,0.0
1391,MIMAT0022298,mir,,0.0
1392,MIMAT0022489,mir,,0.0
1393,MIMAT0004508,mir,,0.0
1394,MIMAT0007348,mir,,0.0
1395,MIMAT0026921,mir,,0.0
1396,MIMAT0018996,mir,,0.0
1397,MIMAT0024599,mir,,0.0
1398,MIMAT0010367,mir,,0.0
1399,MIMAT0019225,mir,,0.0
1400,MIMAT0019744,mir,,0.0
1401,MIMAT0019763,mir,,0.0
1402,MIMAT0005589,mir,,0.0
1403,MIMAT0019019,mir,,0.0
1404,MIMAT0003307,mir,,0.0
1405,MIMAT0004674,mir,,0.0
1406,MIMAT0002823,mir,,0.0
1407,MIMAT0002808,mir,,0.0
1408,MIMAT0002860,mir,,0.0
1409,MIMAT0006778,mir,,0.0
1410,MIMAT0004959,mir,,0.0
1411,MIMAT0027561,mir,,0.0
1412,MIMAT0030020,mir,,0.0
1413,MIMAT0000068,mir,,0.0
1414,MIMAT0000258,mir,,0.0
1415,MIMAT0002842,mir,,0.0
1416,MIMAT0003306,mir,,0.0
1417,MIMAT0003948,mir,,0.0
