MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Bone Diseases, Developmental	Skin Abnormalities	0.825659
Bone Diseases, Developmental	Metabolism, Inborn Errors	0.813397
Bone Diseases, Developmental	Mucopolysaccharidosis IV	0.813266
Bone Diseases, Developmental	Chromosome Aberrations	0.869559
Bone Diseases, Developmental	Syndactyly	0.883315
Bone Diseases, Developmental	Craniosynostoses	0.821934
Bone Diseases, Developmental	Polydactyly	0.801334
Bone Diseases, Developmental	Xeroderma Pigmentosum	0.855253
Bone Diseases, Developmental	Hand Deformities, Congenital	0.905033
Bone Diseases, Developmental	Congenital Hypothyroidism	0.881149
Bone Diseases, Developmental	Ectodermal Dysplasia	0.831578
Bone Diseases, Developmental	Chromosome Breakage	0.82694
Bone Diseases, Developmental	Choanal Atresia	0.803195
Bone Diseases, Developmental	Exostoses, Multiple Hereditary	0.825441
Bone Diseases, Developmental	Acrocephalosyndactylia	0.809784
Bone Diseases, Developmental	Pierre Robin Syndrome	0.855924
Bone Diseases, Developmental	Craniofacial Abnormalities	0.876903
Bone Diseases, Developmental	Foot Deformities, Congenital	0.847263
Bone Diseases, Developmental	Genetic Diseases, Inborn	0.838221
Purpura Fulminans	Protein C Deficiency	0.805839
Autistic Disorder	Asperger Syndrome	0.810373
Autistic Disorder	Language Development Disorders	0.809052
Autistic Disorder	Cri-du-Chat Syndrome	0.818391
Leukemia, Lymphocytic, Chronic, B-Cell	Common Variable Immunodeficiency	0.866392
Leukemia, Lymphocytic, Chronic, B-Cell	Autoimmune Lymphoproliferative Syndrome	0.805335
Leukemia, Lymphocytic, Chronic, B-Cell	Myelodysplastic Syndromes	0.865438
Diabetes Insipidus	Diabetes Insipidus, Nephrogenic	0.982853
Diabetes Insipidus	Diabetes Insipidus, Neurogenic	0.992193
Hyperbilirubinemia, Hereditary	Crigler-Najjar Syndrome	0.934222
Hyperbilirubinemia, Hereditary	Gilbert Disease	0.985507
Fibromatosis, Gingival	Orofaciodigital Syndromes	0.861448
Piebaldism	Amino Acid Metabolism, Inborn Errors	0.810514
Piebaldism	Fibromatosis, Gingival	0.810261
Piebaldism	Craniosynostoses	0.859426
Piebaldism	Xeroderma Pigmentosum	0.807323
Piebaldism	Hand Deformities, Congenital	0.805165
Piebaldism	Chromosome Breakage	0.866756
Tachycardia	Long QT Syndrome	0.898531
Tachycardia	Arrhythmogenic Right Ventricular Dysplasia	0.889203
Tachycardia	Torsades de Pointes	0.918245
Tachycardia	Death, Sudden, Cardiac	0.932147
Tachycardia	Tachycardia, Ventricular	0.932539
Tachycardia	Ventricular Fibrillation	0.915387
Tachycardia	Brugada Syndrome	0.858437
Drug Eruptions	Candidiasis, Vulvovaginal	0.861565
Drug Eruptions	Keloid	0.854632
Drug Eruptions	Dermatitis, Contact	0.856871
Drug Eruptions	Porokeratosis	0.878121
Drug Eruptions	Psoriasis	0.810436
Drug Eruptions	Urticaria	0.915423
Drug Eruptions	Liver Cirrhosis, Biliary	0.80704
Drug Eruptions	Folliculitis	0.904343
Drug Eruptions	Cholestasis, Intrahepatic	0.83282
Drug Eruptions	Parapsoriasis	0.814253
Drug Eruptions	Dermatitis, Atopic	0.886223
Drug Eruptions	Keratosis	0.81232
Dermatitis, Contact	Candidiasis, Vulvovaginal	0.821539
Dermatitis, Contact	Dermatitis, Allergic Contact	0.946101
Dermatitis, Contact	Pruritus	0.803779
Dermatitis, Contact	Keratosis	0.861482
Hypersensitivity	Hypersensitivity, Immediate	0.860369
Dermatitis	Keloid	0.877278
Dermatitis	Keratosis	0.844957
Atrial Fibrillation	Death, Sudden, Cardiac	0.835338
Phenylketonurias	Chromosome Disorders	0.929187
Phenylketonurias	Rubinstein-Taybi Syndrome	0.815822
Phenylketonurias	Orofaciodigital Syndromes	0.837492
Phenylketonurias	Amino Acid Metabolism, Inborn Errors	0.946359
Phenylketonurias	Klinefelter Syndrome	0.906218
Phenylketonurias	Hypertelorism	0.812128
Phenylketonurias	Syndactyly	0.879203
Phenylketonurias	Polydactyly	0.856875
Phenylketonurias	Hand Deformities, Congenital	0.837039
Phenylketonurias	Chromosome Breakage	0.950907
Phenylketonurias	Cri-du-Chat Syndrome	0.855332
Phenylketonurias	Exostoses, Multiple Hereditary	0.864586
Phenylketonurias	Maple Syrup Urine Disease	0.87122
Neovascularization, Pathologic	Hypertension, Pulmonary	0.948095
Neovascularization, Pathologic	Reperfusion Injury	0.911438
Neovascularization, Pathologic	Polycythemia	0.932511
Pulmonary Emphysema	Pulmonary Fibrosis	0.83021
Hydrops Fetalis	Anemia, Diamond-Blackfan	0.951221
Headache	Sinus Thrombosis, Intracranial	0.801585
Ataxia	Hereditary Central Nervous System Demyelinating Diseases	0.852037
Muscular Dystrophy, Oculopharyngeal	Muscular Dystrophy, Facioscapulohumeral	0.835684
Endometrial Hyperplasia	Glucose Intolerance	0.884298
Neurodegenerative Diseases	Supranuclear Palsy, Progressive	0.866325
Neurodegenerative Diseases	Tauopathies	0.9385
Neurodegenerative Diseases	Pick Disease of the Brain	0.810571
Neurodegenerative Diseases	Nerve Degeneration	0.818641
Neurodegenerative Diseases	Multiple System Atrophy	0.865622
Neurodegenerative Diseases	Striatonigral Degeneration	0.85635
Reperfusion Injury	Polycythemia	0.878841
Gout	Hyperlipoproteinemias	0.854737
Gout	Endometrial Hyperplasia	0.821754
Gout	Diabetes Mellitus	0.892317
Gout	Dyslipidemias	0.843673
Growth Disorders	Dwarfism	0.898184
Growth Disorders	Phenylketonurias	0.843541
Growth Disorders	Congenital Abnormalities	0.804961
Diabetes, Gestational	Persistent Hyperinsulinemia Hypoglycemia of Infancy	0.855494
Muscle Weakness	Myositis, Inclusion Body	0.809193
Choroid Diseases	Retinal Diseases	0.885456
Polycythemia	Persistent Fetal Circulation Syndrome	0.81513
Cataract	Retinal Detachment	0.857917
Cataract	Myopia	0.835341
Hyperpigmentation	Cafe-au-Lait Spots	0.809888
Hyperpigmentation	Colorectal Neoplasms, Hereditary Nonpolyposis	0.812927
Hematologic Neoplasms	Neutropenia	0.904963
Prader-Willi Syndrome	Metabolic Diseases	0.805053
Glaucoma	Macular Degeneration	0.822954
Glaucoma	Glaucoma, Open-Angle	0.862315
Glaucoma	Retinal Diseases	0.960221
Glaucoma	Choroidal Neovascularization	0.811116
Hypertrophy, Left Ventricular	Diabetic Angiopathies	0.850643
Leukemia, Myeloid	Leukemia, Myeloid, Acute	0.834767
De Lange Syndrome	Tooth Abnormalities	0.850928
De Lange Syndrome	Chromosome Disorders	0.859076
De Lange Syndrome	Dwarfism	0.904444
De Lange Syndrome	Orofaciodigital Syndromes	0.809424
De Lange Syndrome	Abnormalities, Multiple	0.898237
De Lange Syndrome	Amino Acid Metabolism, Inborn Errors	0.862853
De Lange Syndrome	Fibromatosis, Gingival	0.864671
De Lange Syndrome	Phenylketonurias	0.902011
De Lange Syndrome	Klinefelter Syndrome	0.848122
De Lange Syndrome	Down Syndrome	0.815235
De Lange Syndrome	Hypertelorism	0.825461
De Lange Syndrome	Skin Abnormalities	0.807712
De Lange Syndrome	Metabolism, Inborn Errors	0.820879
De Lange Syndrome	Chromosome Aberrations	0.884081
De Lange Syndrome	Syndactyly	0.801981
De Lange Syndrome	Xeroderma Pigmentosum	0.853524
De Lange Syndrome	Hand Deformities, Congenital	0.856598
De Lange Syndrome	Chromosome Breakage	0.869103
De Lange Syndrome	Exostoses, Multiple Hereditary	0.81508
Hyperammonemia	Ornithine Carbamoyltransferase Deficiency Disease	0.814567
Fetal Death	Fetal Growth Retardation	0.883056
Bloom Syndrome	Werner Syndrome	0.913479
Bloom Syndrome	Progeria	0.920805
Cockayne Syndrome	Dyskeratosis Congenita	0.849632
Dyskeratosis Congenita	Werner Syndrome	0.813719
Dyskeratosis Congenita	Progeria	0.865659
Dyskeratosis Congenita	Cutis Laxa	0.853246
Ischemia	Hyperemia	0.823753
Ischemia	Peripheral Vascular Diseases	0.861316
Synovitis	Hypoproteinemia	0.810679
Synovitis	Bone Marrow Diseases	0.917384
Tauopathies	Supranuclear Palsy, Progressive	0.962614
Tauopathies	Striatonigral Degeneration	0.940952
Kartagener Syndrome	Ciliary Motility Disorders	0.825955
Fibrosarcoma	Melanoma, Experimental	0.866272
Hemorrhagic Disorders	Thrombasthenia	0.862731
Klinefelter Syndrome	Blepharophimosis	0.8321
Klinefelter Syndrome	Macrocephaly	0.820382
Klinefelter Syndrome	Chromosome Disorders	0.904694
Klinefelter Syndrome	Craniofacial Dysostosis	0.849909
Klinefelter Syndrome	Amino Acid Metabolism, Inborn Errors	0.879916
Klinefelter Syndrome	Fibromatosis, Gingival	0.859049
Klinefelter Syndrome	Piebaldism	0.824152
Klinefelter Syndrome	Hallermann's Syndrome	0.829999
Klinefelter Syndrome	Chromosome Aberrations	0.906221
Klinefelter Syndrome	Syndactyly	0.835611
Klinefelter Syndrome	Craniosynostoses	0.874852
Klinefelter Syndrome	Polydactyly	0.818262
Klinefelter Syndrome	Xeroderma Pigmentosum	0.850459
Klinefelter Syndrome	Hand Deformities, Congenital	0.812233
Klinefelter Syndrome	Chromosome Breakage	0.883855
Klinefelter Syndrome	Cri-du-Chat Syndrome	0.855394
Klinefelter Syndrome	Exostoses, Multiple Hereditary	0.825488
Magnesium Deficiency	Rickets	0.930342
Spasms, Infantile	Amino Acid Metabolism, Inborn Errors	0.811902
Fragile X Syndrome	Chromosome Disorders	0.902268
Fragile X Syndrome	Amino Acid Metabolism, Inborn Errors	0.885827
Fragile X Syndrome	Fibromatosis, Gingival	0.846053
Fragile X Syndrome	Klinefelter Syndrome	0.91404
Fragile X Syndrome	Polydactyly	0.810315
Fragile X Syndrome	Chromosome Breakage	0.877917
Fragile X Syndrome	Cri-du-Chat Syndrome	0.847289
Fragile X Syndrome	Exostoses, Multiple Hereditary	0.822971
Hyperglycemia	Hyperlipidemias	0.879178
Hyperglycemia	Obesity	0.866684
Hyperglycemia	Metabolic Diseases	0.898297
Hyperglycemia	Glucose Intolerance	0.918439
Hyperglycemia	Hyperlipoproteinemias	0.841719
Hyperglycemia	Endometrial Hyperplasia	0.825355
Hyperglycemia	Metabolic Syndrome X	0.888138
Hyperglycemia	Endometrial Neoplasms	0.842645
Hyperglycemia	Diabetes Mellitus	0.9032
Hyperglycemia	Hyperinsulinism	0.906921
Hyperglycemia	Insulin Resistance	0.881306
Hyperglycemia	Bardet-Biedl Syndrome	0.800797
Hyperglycemia	Hypertriglyceridemia	0.884034
Hyperglycemia	Dyslipidemias	0.869207
Nephrocalcinosis	Pseudohypoaldosteronism	0.845344
Nephrocalcinosis	Dent Disease	0.957523
Nephrocalcinosis	Nephrolithiasis	0.955794
Coronary Disease	Coronary Stenosis	0.869782
Coronary Disease	Coronary Restenosis	0.877266
Coronary Disease	Myocardial Infarction	0.809236
Neuromuscular Diseases	Muscular Diseases	0.85663
Neuromuscular Diseases	Myositis	0.801194
Neuromuscular Diseases	Muscular Dystrophies	0.877687
Neuromuscular Diseases	Muscular Atrophy	0.854791
Color Vision Defects	Leber Congenital Amaurosis	0.862798
Werner Syndrome	DNA Repair-Deficiency Disorders	0.864892
Arrhythmias, Cardiac	Sick Sinus Syndrome	0.857815
Arrhythmias, Cardiac	Long QT Syndrome	0.856832
Arrhythmias, Cardiac	Arrhythmogenic Right Ventricular Dysplasia	0.83104
Arrhythmias, Cardiac	Torsades de Pointes	0.886575
Arrhythmias, Cardiac	Tachycardia	0.954636
Arrhythmias, Cardiac	Heart Block	0.912102
Arrhythmias, Cardiac	Death, Sudden, Cardiac	0.924242
Arrhythmias, Cardiac	Tachycardia, Ventricular	0.888033
Arrhythmias, Cardiac	Ventricular Fibrillation	0.92535
Arrhythmias, Cardiac	Brugada Syndrome	0.803407
Arrhythmias, Cardiac	Bundle-Branch Block	0.953066
Spinocerebellar Ataxias	Myoclonic Epilepsies, Progressive	0.850783
Retinal Detachment	Vitreoretinopathy, Proliferative	0.814057
Retinal Detachment	Myopia, Degenerative	0.839123
Pancreatic Cyst	Pancreatic Diseases	0.844054
Lymphoproliferative Disorders	Immunologic Deficiency Syndromes	0.858919
Hallermann's Syndrome	Fibromatosis, Gingival	0.860928
Carcinoma, Non-Small-Cell Lung	Carcinoma, Small Cell	0.812717
Carcinoma, Non-Small-Cell Lung	Sarcoma	0.8173
Hypertension	Hypertrophy, Left Ventricular	0.924357
Hypertension	Diabetes Mellitus, Type 2	0.940996
Hypertension	Hyperuricemia	0.918647
Hypertension	Diabetic Angiopathies	0.817999
Coronary Aneurysm	Myocardial Infarction	0.818903
Duodenal Ulcer	Stomach Ulcer	0.928334
Anemia, Hemolytic, Congenital	Hydrops Fetalis	0.810049
Polycystic Ovary Syndrome	Acne Vulgaris	0.847725
Acquired Immunodeficiency Syndrome	AIDS-Related Opportunistic Infections	0.831405
Glomerulonephritis, Membranoproliferative	Nephrotic Syndrome	0.985657
Glomerulonephritis, Membranoproliferative	Lecithin Acyltransferase Deficiency	0.982269
Glomerulonephritis, Membranoproliferative	Immune Complex Diseases	0.950177
Glomerulonephritis, Membranoproliferative	Hematuria	0.945331
Leukocytosis	Hereditary Autoinflammatory Diseases	0.805059
Leukocytosis	Neutropenia	0.884805
Leukocytosis	Agranulocytosis	0.86759
Down Syndrome	Tooth Abnormalities	0.80943
Down Syndrome	Chromosome Disorders	0.88125
Down Syndrome	Craniofacial Dysostosis	0.81933
Down Syndrome	Dwarfism	0.825017
Down Syndrome	Abnormalities, Multiple	0.861212
Down Syndrome	Amino Acid Metabolism, Inborn Errors	0.831387
Down Syndrome	Autistic Disorder	0.820955
Down Syndrome	Phenylketonurias	0.839867
Down Syndrome	Klinefelter Syndrome	0.868426
Down Syndrome	Fragile X Syndrome	0.848459
Down Syndrome	Skin Abnormalities	0.818095
Down Syndrome	Mucopolysaccharidosis II	0.825061
Down Syndrome	Chromosome Aberrations	0.851692
Down Syndrome	Craniosynostoses	0.869653
Down Syndrome	Polydactyly	0.871984
Down Syndrome	Chromosome Breakage	0.810244
Down Syndrome	Cri-du-Chat Syndrome	0.939509
Down Syndrome	Exostoses, Multiple Hereditary	0.801253
Down Syndrome	Angelman Syndrome	0.831812
Down Syndrome	Developmental Disabilities	0.861931
Angina, Unstable	Myocardial Infarction	0.827584
Adrenal Hyperplasia, Congenital	46, XY Disorders of Sex Development	0.878912
Adrenal Hyperplasia, Congenital	Disorders of Sex Development	0.839584
Adrenal Hyperplasia, Congenital	Adrenocortical Carcinoma	0.804248
Adrenal Hyperplasia, Congenital	Antley-Bixler Syndrome Phenotype	0.878912
Psoriasis	Eczema	0.818586
Psoriasis	Candidiasis, Vulvovaginal	0.828553
Psoriasis	Dermatitis, Allergic Contact	0.810931
Psoriasis	Dermatitis	0.839433
Psoriasis	Urticaria	0.870382
Psoriasis	Folliculitis	0.818796
Psoriasis	Pruritus	0.802707
Psoriasis	Dermatitis, Atopic	0.846015
Hyperbilirubinemia	Crigler-Najjar Syndrome	0.87645
Hyperbilirubinemia	Gilbert Disease	0.905013
Hyperbilirubinemia	Hyperbilirubinemia, Hereditary	0.924712
Optic Atrophy, Hereditary, Leber	Optic Atrophies, Hereditary	0.869612
Schizophrenia	Psychoses, Substance-Induced	0.864438
Schizophrenia	Lewy Body Disease	0.866296
Nephritis, Interstitial	Nephrotic Syndrome	0.964763
Nephritis, Interstitial	Immune Complex Diseases	0.895983
Nephritis, Interstitial	Renal Insufficiency	0.825072
Myeloproliferative Disorders	Hydrops Fetalis	0.829371
Corneal Opacity	Eye Abnormalities	0.851057
Pulmonary Alveolar Proteinosis	Pulmonary Emphysema	0.806103
Pulmonary Alveolar Proteinosis	Pulmonary Fibrosis	0.924197
Hypertelorism	Blepharophimosis	0.847089
Hypertelorism	Orofaciodigital Syndromes	0.845375
Hypertelorism	Fibromatosis, Gingival	0.867254
Hypertelorism	Wolf-Hirschhorn Syndrome	0.846646
Muscular Dystrophies, Limb-Girdle	Muscular Dystrophy, Facioscapulohumeral	0.804992
Cecal Neoplasms	Gastrointestinal Stromal Tumors	0.810459
Heart Block	Long QT Syndrome	0.959127
Heart Block	Arrhythmogenic Right Ventricular Dysplasia	0.936226
Heart Block	Torsades de Pointes	0.944658
Heart Block	Coffin-Lowry Syndrome	0.814219
Heart Block	Death, Sudden, Cardiac	0.927804
Heart Block	Tachycardia, Ventricular	0.968467
Heart Block	Ventricular Fibrillation	0.905658
Mesothelioma	Pneumothorax	0.821471
Mesothelioma	Pleural Diseases	0.815782
Heart Defects, Congenital	Methemoglobinemia	0.944455
Heart Defects, Congenital	Tetralogy of Fallot	0.974267
Heart Defects, Congenital	Transposition of Great Vessels	0.96995
Dystonia	Pantothenate Kinase-Associated Neurodegeneration	0.955743
Dystonia	Dystonic Disorders	0.999155
Dystonia	X-Linked Combined Immunodeficiency Diseases	0.925682
Retinoblastoma	Eye Abnormalities	0.822126
Retinoblastoma	Microphthalmos	0.800702
Hepatitis B	Jaundice, Chronic Idiopathic	0.913896
Hepatitis B	Hepatitis	0.921562
Hepatitis B	Liver Diseases	0.889682
Hepatitis B	Hepatitis B, Chronic	0.837129
Hepatitis B	Drug-Induced Liver Injury	0.903305
Metabolic Syndrome X	Hyperlipidemias	0.938612
Metabolic Syndrome X	Obesity	0.988339
Metabolic Syndrome X	Metabolic Diseases	0.945611
Metabolic Syndrome X	Glucose Intolerance	0.95678
Metabolic Syndrome X	Hyperlipoproteinemias	0.915065
Metabolic Syndrome X	Endometrial Hyperplasia	0.920851
Metabolic Syndrome X	Gout	0.875261
Metabolic Syndrome X	Endometrial Neoplasms	0.939527
Metabolic Syndrome X	Diabetes Mellitus	0.983375
Metabolic Syndrome X	Lipid Metabolism Disorders	0.891034
Metabolic Syndrome X	Hyperinsulinism	0.981849
Metabolic Syndrome X	Hyperlipoproteinemia Type IV	0.890129
Metabolic Syndrome X	Hypothalamic Diseases	0.835842
Metabolic Syndrome X	Bardet-Biedl Syndrome	0.917386
Metabolic Syndrome X	Hypertriglyceridemia	0.977359
Metabolic Syndrome X	Hyperlipidemia, Familial Combined	0.976758
Metabolic Syndrome X	Hypoalphalipoproteinemias	0.97419
Metabolic Syndrome X	Dyslipidemias	0.954895
Urticaria	Dermatitis, Allergic Contact	0.902265
Urticaria	Dermatitis, Contact	0.825537
Urticaria	Cholestasis, Intrahepatic	0.885922
Urticaria	Pruritus	0.957858
Urticaria	Vulvar Neoplasms	0.87872
Urticaria	Parapsoriasis	0.821372
Urticaria	Dermatitis, Atopic	0.966753
Urticaria	Keratosis	0.855139
Urinary Tract Infections	Vesico-Ureteral Reflux	0.876426
Urinary Tract Infections	Spina Bifida Cystica	0.834576
Urinary Tract Infections	Urinary Bladder Neoplasms	0.83607
Pseudohypoparathyroidism	Pseudopseudohypoparathyroidism	0.994824
Vascular Diseases	Peripheral Vascular Diseases	0.874538
Vascular Diseases	Ischemia	0.852053
Epilepsy	Classical Lissencephalies and Subcortical Band Heterotopias	0.893476
Epilepsy	Incontinentia Pigmenti	0.88196
Epilepsy	Epilepsy, Absence	0.860794
Epilepsy	Epilepsy, Generalized	0.958259
Epilepsy	Epilepsies, Partial	0.924598
Epilepsy	Seizures	0.850405
Epilepsy	Seizures, Febrile	0.852826
Epilepsy	Malformations of Cortical Development	0.815314
Parkinsonian Disorders	Niemann-Pick Disease, Type C	0.84457
Parkinsonian Disorders	Parkinson Disease, Secondary	0.806785
Parkinsonian Disorders	Multiple System Atrophy	0.801763
Parkinsonian Disorders	Striatonigral Degeneration	0.869174
Cerebral Infarction	Stroke	0.931631
Liver Cirrhosis, Biliary	Keloid	0.827792
Hypocalcemia	Hypoparathyroidism	0.963776
Dystonic Disorders	Pantothenate Kinase-Associated Neurodegeneration	0.955504
Dystonic Disorders	X-Linked Combined Immunodeficiency Diseases	0.92559
Pregnancy Complications	Abortion, Spontaneous	0.826689
Osteogenesis Imperfecta	Mandibulofacial Dysostosis	0.808578
Depressive Disorder	Depressive Disorder, Major	0.863488
Scoliosis	Kyphosis	0.863603
Endometrial Neoplasms	Metabolic Diseases	0.920749
Endometrial Neoplasms	Glucose Intolerance	0.895449
Endometrial Neoplasms	Hyperlipoproteinemias	0.889676
Endometrial Neoplasms	Endometrial Hyperplasia	0.91549
Endometrial Neoplasms	Gout	0.857643
Endometrial Neoplasms	Diabetes Mellitus	0.920267
Endometrial Neoplasms	Lipid Metabolism Disorders	0.846077
Endometrial Neoplasms	Hypothalamic Diseases	0.804993
Endometrial Neoplasms	Bardet-Biedl Syndrome	0.894382
Endometrial Neoplasms	Dyslipidemias	0.901053
Job's Syndrome	Immunologic Deficiency Syndromes	0.94177
Job's Syndrome	Lymphoproliferative Disorders	0.847973
Skin Abnormalities	Blepharophimosis	0.837184
Skin Abnormalities	Chromosome Disorders	0.888799
Skin Abnormalities	Craniofacial Dysostosis	0.833431
Skin Abnormalities	Dwarfism	0.848116
Skin Abnormalities	Amino Acid Metabolism, Inborn Errors	0.865415
Skin Abnormalities	Fibromatosis, Gingival	0.844073
Skin Abnormalities	Phenylketonurias	0.872518
Skin Abnormalities	Klinefelter Syndrome	0.837058
Skin Abnormalities	Fragile X Syndrome	0.828063
Skin Abnormalities	Hallermann's Syndrome	0.826223
Skin Abnormalities	Metabolism, Inborn Errors	0.82473
Skin Abnormalities	Chromosome Aberrations	0.900716
Skin Abnormalities	Syndactyly	0.83245
Skin Abnormalities	Craniosynostoses	0.825196
Skin Abnormalities	Polydactyly	0.815688
Skin Abnormalities	Xeroderma Pigmentosum	0.857017
Skin Abnormalities	Chromosome Breakage	0.883925
Skin Abnormalities	Cri-du-Chat Syndrome	0.816054
Skin Abnormalities	Exostoses, Multiple Hereditary	0.81167
Skin Abnormalities	Wolf-Hirschhorn Syndrome	0.802697
Spherocytosis, Hereditary	Jaundice, Chronic Idiopathic	0.924076
Diabetes Mellitus, Type 1	Diabetic Nephropathies	0.97142
Diabetes Mellitus, Type 1	Albuminuria	0.974955
Diabetes Mellitus, Type 1	Hypertrophy, Left Ventricular	0.817624
Diabetes Mellitus, Type 1	Diabetic Angiopathies	0.934708
Diabetes Mellitus, Type 1	Polycystic Kidney, Autosomal Dominant	0.8041
Diabetes Mellitus, Type 2	Hypertrophy, Left Ventricular	0.921033
Diabetes Mellitus, Type 2	Metabolic Syndrome X	0.800637
Diabetes Mellitus, Type 2	Hyperuricemia	0.952947
Diabetes Mellitus, Type 2	Diabetes Mellitus	0.860879
Diabetes Mellitus, Type 2	Diabetic Angiopathies	0.811618
alpha-Thalassemia	Hydrops Fetalis	0.954008
alpha-Thalassemia	Anemia, Diamond-Blackfan	0.907146
alpha-Thalassemia	Myeloproliferative Disorders	0.807156
von Willebrand Diseases	Factor XI Deficiency	0.86333
von Willebrand Diseases	Hemorrhagic Disorders	0.914862
von Willebrand Diseases	Thrombasthenia	0.878045
von Willebrand Diseases	Hemophilia B	0.868345
Hyperventilation	Panic Disorder	0.900017
Adenocarcinoma	Gastrointestinal Neoplasms	0.869536
Metabolism, Inborn Errors	Smith-Lemli-Opitz Syndrome	0.818417
Metabolism, Inborn Errors	Lipid Metabolism, Inborn Errors	0.802633
Metabolism, Inborn Errors	Macrocephaly	0.814885
Metabolism, Inborn Errors	Chromosome Disorders	0.913981
Metabolism, Inborn Errors	Craniofacial Dysostosis	0.850675
Metabolism, Inborn Errors	Dwarfism	0.865323
Metabolism, Inborn Errors	Orofaciodigital Syndromes	0.813826
Metabolism, Inborn Errors	Amino Acid Metabolism, Inborn Errors	0.947554
Metabolism, Inborn Errors	Fibromatosis, Gingival	0.883398
Metabolism, Inborn Errors	Phenylketonurias	0.875297
Metabolism, Inborn Errors	Klinefelter Syndrome	0.826797
Metabolism, Inborn Errors	Spasms, Infantile	0.80215
Metabolism, Inborn Errors	Fragile X Syndrome	0.824392
Metabolism, Inborn Errors	Tuberous Sclerosis	0.830849
Metabolism, Inborn Errors	Syndactyly	0.820864
Metabolism, Inborn Errors	Craniosynostoses	0.827955
Metabolism, Inborn Errors	Carbohydrate Metabolism, Inborn Errors	0.841363
Metabolism, Inborn Errors	Polydactyly	0.862304
Metabolism, Inborn Errors	Xeroderma Pigmentosum	0.887377
Metabolism, Inborn Errors	Hand Deformities, Congenital	0.810639
Metabolism, Inborn Errors	Homocystinuria	0.843935
Metabolism, Inborn Errors	Chromosome Breakage	0.859959
Metabolism, Inborn Errors	Wolf-Hirschhorn Syndrome	0.884271
Metabolism, Inborn Errors	Maple Syrup Urine Disease	0.872954
Folliculitis	Keloid	0.912685
Bacteremia	Malaria	0.82515
Bacteremia	Neutropenia	0.929572
Bacteremia	Bacterial Infections	0.811207
Bacteremia	Sepsis	0.811894
Nephrolithiasis	Dent Disease	0.942833
Malaria	Malaria, Falciparum	0.9073
Malaria	Neutropenia	0.819811
Malaria	Agranulocytosis	0.821138
Intestinal Perforation	Peritonitis	0.95811
Stomach Diseases	Stomach Ulcer	0.898721
Mucopolysaccharidosis IV	Chromosome Breakage	0.841992
Ovarian Neoplasms	46, XY Disorders of Sex Development	0.871085
Ovarian Neoplasms	Disorders of Sex Development	0.824482
Ovarian Neoplasms	Leydig Cell Tumor	0.921569
Ovarian Neoplasms	Adrenocortical Carcinoma	0.806592
Ovarian Neoplasms	Adrenal Hyperplasia, Congenital	0.934293
Ovarian Neoplasms	46, XX Disorders of Sex Development	0.871085
Ovarian Neoplasms	Antley-Bixler Syndrome Phenotype	0.871085
Ovarian Neoplasms	Gonadal Dysgenesis, 46,XX	0.831036
Fanconi Anemia	Noonan Syndrome	0.838798
Chromosome Aberrations	Nails, Malformed	0.850249
Chromosome Aberrations	Macrocephaly	0.90147
Chromosome Aberrations	Rubinstein-Taybi Syndrome	0.839744
Chromosome Aberrations	Orofaciodigital Syndromes	0.880694
Chromosome Aberrations	Hypertelorism	0.86665
Chromosome Aberrations	Polydactyly	0.895737
Chromosome Aberrations	Xeroderma Pigmentosum	0.93873
Chromosome Aberrations	Hand Deformities, Congenital	0.882567
Chromosome Aberrations	Chromosome Breakage	0.965472
Chromosome Aberrations	Exostoses, Multiple Hereditary	0.87972
Cough	Ciliary Motility Disorders	0.816555
Liddle Syndrome	Hereditary Autoinflammatory Diseases	0.896486
Liddle Syndrome	Neutropenia	0.955226
Protein S Deficiency	Protein C Deficiency	0.889842
Syndactyly	Orofaciodigital Syndromes	0.885195
Syndactyly	Fibromatosis, Gingival	0.866811
Syndactyly	Hallermann's Syndrome	0.834269
Syndactyly	Hypertelorism	0.82962
Syndactyly	Xeroderma Pigmentosum	0.864844
Syndactyly	Hand Deformities, Congenital	0.858891
Syndactyly	Chromosome Breakage	0.878386
Retinal Degeneration	Leber Congenital Amaurosis	0.843621
Retinal Degeneration	Night Blindness	0.87942
Retinal Degeneration	Retinal Drusen	0.884696
Retinal Degeneration	Optic Atrophies, Hereditary	0.852088
Inflammation	Arthritis, Experimental	0.851363
Inflammation	Leishmaniasis, Cutaneous	0.801152
Coronary Artery Disease	Angina Pectoris	0.956806
Coronary Artery Disease	Coronary Disease	0.995164
Coronary Artery Disease	Coronary Stenosis	0.911563
Coronary Artery Disease	Coronary Restenosis	0.916594
Coronary Artery Disease	Myocardial Infarction	0.849243
Fatty Liver	Hyperlipidemias	0.917348
Fatty Liver	Obesity	0.962419
Fatty Liver	Metabolic Diseases	0.922012
Fatty Liver	Glucose Intolerance	0.917537
Fatty Liver	Hyperlipoproteinemias	0.892817
Fatty Liver	Endometrial Hyperplasia	0.884817
Fatty Liver	Metabolic Syndrome X	0.963013
Fatty Liver	Endometrial Neoplasms	0.944292
Fatty Liver	Diabetes Mellitus	0.931996
Fatty Liver	Lipid Metabolism Disorders	0.884895
Fatty Liver	Insulin Resistance	0.962156
Fatty Liver	Bardet-Biedl Syndrome	0.892295
Fatty Liver	Hypertriglyceridemia	0.946657
