ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
213800_at,CFH,complement factor H,3075,0.0028,0.0012,-3.49,-1.78507,-1.37218
221061_at,PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel",9033,0.00283,0.00121,-3.48,-1.79315,-0.28316
226492_at,SEMA6D,semaphorin 6D,80031,0.00283,0.00121,-3.48,-1.79368,-1.58089
230946_at,FMN2,formin 2,56776,0.00283,0.00121,-3.48,-1.79377,-0.273856
235535_x_at,FRG1KP,"FSHD region gene 1 family member K, pseudogene///uncharacterized LOC101930531///uncharacterized LOC101930278///FSHD region gene 1 family member C, pseudogene///protein FRG1B-like///FSHD region gene 1 family member B, pseudogene///FSHD region gene 1",102724923,0.00283,0.00121,-3.48,-1.79466,-0.85975
1553614_a_at,LINC01198,long intergenic non-protein coding RNA 1198,101929344,0.00283,0.00121,-3.48,-1.79523,-0.713991
218430_s_at,RFX7,regulatory factor X7,64864,0.00284,0.00121,3.48,-1.79695,0.671814
228066_at,C17orf96,chromosome 17 open reading frame 96,100170841,0.00284,0.00121,-3.48,-1.79784,-0.802213
236034_at,ANGPT2,angiopoietin 2,285,0.00284,0.00121,-3.48,-1.79946,-0.691537
202957_at,HCLS1,hematopoietic cell-specific Lyn substrate 1,3059,0.00284,0.00121,3.48,-1.79969,1.16255
218271_s_at,PARL,presenilin associated rhomboid like,55486,0.00285,0.00122,-3.48,-1.80362,-0.33313
244246_at,MIPOL1,mirror-image polydactyly 1,145282,0.00286,0.00122,3.48,-1.80555,1.01795
238739_at,IPMK,inositol polyphosphate multikinase,253430,0.00286,0.00122,-3.48,-1.80564,-0.476424
226632_at,CYGB,cytoglobin,114757,0.00286,0.00122,-3.48,-1.80732,-1.16974
34726_at,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,784,0.00286,0.00122,3.48,-1.80732,0.718262
212437_at,CENPB,centromere protein B,1059,0.00287,0.00123,3.48,-1.80872,0.555336
1564307_a_at,A2ML1,alpha-2-macroglobulin like 1,144568,0.00287,0.00123,-3.48,-1.81028,-0.252021
237411_at,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,11174,0.00287,0.00123,3.48,-1.81038,1.13081
213153_at,SETD1B,SET domain containing 1B,23067,0.00287,0.00123,-3.48,-1.81111,-0.377771
212779_at,KIAA1109,KIAA1109,84162,0.00288,0.00123,3.47,-1.8145,0.547186
228649_at,NOTUM,"NOTUM, palmitoleoyl-protein carboxylesterase",147111,0.00288,0.00123,-3.47,-1.81504,-0.209806
223360_at,SPATC1L,spermatogenesis and centriole associated 1-like,84221,0.00289,0.00124,3.47,-1.81626,1.79
212657_s_at,IL1RN,interleukin 1 receptor antagonist,3557,0.00289,0.00124,3.47,-1.81631,1.78639
213170_at,GPX7,glutathione peroxidase 7,2882,0.00289,0.00124,3.47,-1.81657,1.23958
228843_at,ARL10,ADP ribosylation factor like GTPase 10,285598,0.00289,0.00124,-3.47,-1.81833,-0.914716
227074_at,CCDC18-AS1,CCDC18 antisense RNA 1,100131564,0.00289,0.00124,3.47,-1.81843,0.98266
226693_at,SDHAP2,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///long intergenic non-protein coding RNA 969///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1,727956,0.00289,0.00124,-3.47,-1.81847,-0.59196
237585_at,C4orf47,chromosome 4 open reading frame 47,441054,0.00289,0.00124,-3.47,-1.8194,-0.694109
224464_s_at,NUDT22,nudix hydrolase 22,84304,0.0029,0.00124,3.47,-1.82099,0.608179
221654_s_at,USP3,ubiquitin specific peptidase 3,9960,0.0029,0.00124,3.47,-1.82144,0.593139
227791_at,SLC9A9,solute carrier family 9 member A9,285195,0.0029,0.00124,-3.47,-1.82153,-0.770613
204008_at,DNAL4,dynein axonemal light chain 4,10126,0.00291,0.00125,3.47,-1.82447,0.803156
213169_at,SEMA5A,semaphorin 5A,9037,0.00291,0.00125,-3.47,-1.82491,-1.59469
207394_at,ZNF137P,"zinc finger protein 137, pseudogene",7696,0.00291,0.00125,3.47,-1.82498,0.540461
242488_at,CHRM3,cholinergic receptor muscarinic 3,1131,0.00292,0.00125,-3.47,-1.82879,-0.673359
238423_at,SYTL3,synaptotagmin like 3,94120,0.00292,0.00125,-3.47,-1.82923,-0.409514
212712_at,CAMSAP1,calmodulin regulated spectrin associated protein 1,157922,0.00293,0.00125,3.47,-1.8306,0.617546
229469_at,XAGE2,X antigen family member 2,9502,0.00293,0.00125,-3.47,-1.83069,-0.266648
203583_at,UNC50,unc-50 inner nuclear membrane RNA binding protein,25972,0.00293,0.00126,3.47,-1.83124,0.470678
225114_at,AGPS,alkylglycerone phosphate synthase,8540,0.00293,0.00126,3.47,-1.83147,1.50633
225723_at,CCDC167,coiled-coil domain containing 167,154467,0.00293,0.00126,3.47,-1.83264,0.557563
233011_at,ANXA1,annexin A1,301,0.00294,0.00126,-3.47,-1.83534,-2.12891
1558755_x_at,ZNF763,zinc finger protein 763,284390,0.00294,0.00126,3.47,-1.8368,0.640009
215792_s_at,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,55735,0.00294,0.00126,-3.47,-1.83688,-0.546617
218336_at,PFDN2,prefoldin subunit 2,5202,0.00295,0.00126,3.47,-1.83823,0.47173
236529_at,SSC4D,scavenger receptor cysteine rich family member with 4 domains,136853,0.00295,0.00126,-3.47,-1.83864,-0.273524
204484_at,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,5287,0.00295,0.00127,-3.46,-1.83965,-0.599613
203830_at,C17orf75,chromosome 17 open reading frame 75,64149,0.00295,0.00127,3.46,-1.83997,0.673898
208083_s_at,LOC100505984,uncharacterized LOC100505984///integrin subunit beta 6,100505984,0.00296,0.00127,3.46,-1.84134,1.53843
220716_at,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",1161,0.00297,0.00128,-3.46,-1.84784,-0.250522
229110_at,SLC24A2,solute carrier family 24 member 2,25769,0.00298,0.00128,3.46,-1.84806,1.70999
232820_s_at,GTSF1L,gametocyte specific factor 1 like,149699,0.00298,0.00128,-3.46,-1.84938,-0.569631
205959_at,MMP13,matrix metallopeptidase 13,4322,0.00298,0.00128,3.46,-1.84946,2.32206
228071_at,GIMAP7,"GTPase, IMAP family member 7",168537,0.003,0.00129,-3.46,-1.8552,-1.11482
221156_x_at,CCPG1,cell cycle progression 1,9236,0.003,0.00129,3.46,-1.85536,0.445141
228393_s_at,ZNF302,zinc finger protein 302,55900,0.003,0.00129,-3.46,-1.85567,-0.779498
209540_at,IGF1,insulin like growth factor 1,3479,0.003,0.00129,-3.46,-1.85625,-1.78933
202009_at,TWF2,twinfilin actin binding protein 2,11344,0.00301,0.00129,-3.46,-1.859,-0.439103
220865_s_at,PDSS1,"prenyl (decaprenyl) diphosphate synthase, subunit 1",23590,0.00301,0.0013,3.46,-1.86108,0.589057
238605_at,NOL4,nucleolar protein 4,8715,0.00301,0.0013,-3.46,-1.86138,-0.285984
228571_at,RBAK,RB associated KRAB zinc finger,57786,0.00302,0.0013,3.46,-1.86332,0.433587
202975_s_at,RHOBTB3,Rho related BTB domain containing 3,22836,0.00302,0.0013,3.46,-1.86443,1.98532
204039_at,CEBPA,CCAAT/enhancer binding protein alpha,1050,0.00304,0.00131,-3.45,-1.87011,-1.28473
202023_at,EFNA1,ephrin A1,1942,0.00304,0.00131,3.45,-1.87074,0.818493
218634_at,PHLDA3,pleckstrin homology like domain family A member 3,23612,0.00305,0.00131,-3.45,-1.8737,-0.654018
219694_at,FAM105A,family with sequence similarity 105 member A,54491,0.00305,0.00131,3.45,-1.87515,0.834028
1558348_at,DET1,de-etiolated homolog 1 (Arabidopsis),55070,0.00305,0.00131,-3.45,-1.87541,-0.744107
222482_at,SSBP3,single stranded DNA binding protein 3,23648,0.00306,0.00132,-3.45,-1.87812,-0.696057
200002_at,RPL35,ribosomal protein L35,11224,0.00306,0.00132,-3.45,-1.87907,-0.335687
244429_at,LOC101928617,uncharacterized LOC101928617,101928617,0.00306,0.00132,-3.45,-1.8794,-0.318799
203408_s_at,SATB1,SATB homeobox 1,6304,0.00307,0.00132,-3.45,-1.88062,-0.898933
226232_at,GDF11,growth differentiation factor 11,10220,0.00307,0.00132,-3.45,-1.8808,-0.336794
241164_at,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3,54927,0.00307,0.00133,3.45,-1.88301,0.530812
218797_s_at,SIRT7,sirtuin 7,51547,0.00308,0.00133,3.45,-1.88632,0.553984
213331_s_at,NEK1,NIMA related kinase 1,4750,0.00309,0.00133,3.45,-1.88859,0.675889
202556_s_at,MCRS1,microspherule protein 1,10445,0.00309,0.00133,3.45,-1.88899,0.585404
237234_at,CYTH2,cytohesin 2,9266,0.0031,0.00134,-3.45,-1.89003,-0.420344
211742_s_at,EVI2B,ecotropic viral integration site 2B,2124,0.0031,0.00134,3.45,-1.89007,1.34094
203172_at,FXR2,FMR1 autosomal homolog 2,9513,0.0031,0.00134,-3.45,-1.89022,-0.465885
204249_s_at,LMO2,LIM domain only 2,4005,0.00311,0.00134,-3.45,-1.89349,-0.631591
203130_s_at,KIF5C,kinesin family member 5C,3800,0.00311,0.00134,3.44,-1.89477,2.132
219180_s_at,PEX26,peroxisomal biogenesis factor 26,55670,0.00311,0.00134,-3.44,-1.89491,-0.645041
220073_s_at,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,55200,0.00311,0.00134,-3.44,-1.89633,-0.946501
210191_s_at,PHTF1,putative homeodomain transcription factor 1,10745,0.00312,0.00135,3.44,-1.89698,0.680036
230404_at,C5orf63,chromosome 5 open reading frame 63,401207,0.00312,0.00135,3.44,-1.89703,1.32004
225927_at,MAP3K1,mitogen-activated protein kinase kinase kinase 1,4214,0.00312,0.00135,3.44,-1.89745,1.07069
226117_at,TIFA,TRAF interacting protein with forkhead associated domain,92610,0.00313,0.00135,3.44,-1.90015,1.2028
206331_at,CALCRL,calcitonin receptor like receptor,10203,0.00313,0.00135,3.44,-1.90171,0.597194
200752_s_at,CAPN1,calpain 1,823,0.00313,0.00135,3.44,-1.9023,0.699633
216671_x_at,MUC8,mucin 8,100129528,0.00315,0.00136,-3.44,-1.90653,-0.486649
205769_at,SLC27A2,solute carrier family 27 member 2,11001,0.00316,0.00137,3.44,-1.9112,2.35267
239656_at,LHFPL3-AS2,LHFPL3 antisense RNA 2,723809,0.00317,0.00137,-3.44,-1.9129,-0.351409
204785_x_at,IFNAR2,interferon alpha and beta receptor subunit 2,3455,0.00317,0.00137,-3.44,-1.91343,-0.37227
213476_x_at,TUBB3,tubulin beta 3 class III,10381,0.00317,0.00137,3.44,-1.91362,0.598388
240144_at,DNASE1,deoxyribonuclease 1,1773,0.00317,0.00137,-3.44,-1.91489,-0.439566
210827_s_at,ELF3,E74 like ETS transcription factor 3,1999,0.00317,0.00137,3.44,-1.91623,1.24195
224601_at,SNHG16,"small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1A",100507246,0.00318,0.00137,3.44,-1.91713,0.677996
219340_s_at,CLN8,"ceroid-lipofuscinosis, neuronal 8",2055,0.00318,0.00138,3.44,-1.91833,0.484951
216176_at,HCRP1,hepatocellular carcinoma-related HCRP1,387535,0.00319,0.00138,3.44,-1.91993,1.17174
227212_s_at,PHF19,PHD finger protein 19,26147,0.00319,0.00138,3.44,-1.92072,1.23895
240617_at,TONSL-AS1,TONSL antisense RNA 1,100287098,0.00319,0.00138,-3.43,-1.92254,-0.442161
228139_at,RIPK3,receptor interacting serine/threonine kinase 3,11035,0.00319,0.00138,3.43,-1.92329,0.593481
219066_at,PPCDC,phosphopantothenoylcysteine decarboxylase,60490,0.0032,0.00139,-3.43,-1.92495,-0.690527
227279_at,TCEAL3,transcription elongation factor A like 3,85012,0.0032,0.00139,3.43,-1.92496,0.937806
241817_at,MIR4271,microRNA 4271///chromosome 3 open reading frame 62,100422952,0.0032,0.00139,3.43,-1.92643,0.53265
221581_s_at,LAT2,linker for activation of T-cells family member 2,7462,0.00321,0.00139,3.43,-1.92916,0.98745
229761_at,LOC440173,uncharacterized LOC440173,440173,0.00321,0.00139,-3.43,-1.9296,-0.540889
212012_at,PXDN,peroxidasin,7837,0.00322,0.00139,3.43,-1.93049,0.992465
203964_at,NMI,N-myc and STAT interactor,9111,0.00322,0.0014,3.43,-1.93174,0.829696
204651_at,NRF1,nuclear respiratory factor 1,4899,0.00322,0.0014,-3.43,-1.93347,-0.398052
219635_at,ZNF606,zinc finger protein 606,80095,0.00323,0.0014,3.43,-1.93384,0.745989
218112_at,MRPS34,mitochondrial ribosomal protein S34,65993,0.00323,0.0014,3.43,-1.93389,0.403562
218558_s_at,MRPL39,mitochondrial ribosomal protein L39,54148,0.00323,0.0014,3.43,-1.93493,0.590301
228739_at,CYS1,cystin 1,192668,0.00324,0.0014,3.43,-1.93701,1.15052
241408_at,CRIPAK,cysteine rich PAK1 inhibitor,285464,0.00324,0.0014,3.43,-1.93764,0.755613
208808_s_at,HMGB2,high mobility group box 2,3148,0.00325,0.00141,3.43,-1.94035,0.742416
219428_s_at,PXMP4,peroxisomal membrane protein 4,11264,0.00325,0.00141,3.43,-1.94038,1.13199
208693_s_at,GARS,glycyl-tRNA synthetase,2617,0.00325,0.00141,3.43,-1.94131,0.505516
214311_at,ZFPL1,zinc finger protein like 1,7542,0.00326,0.00142,-3.43,-1.94543,-0.417018
235179_at,ZNF641,zinc finger protein 641,121274,0.00327,0.00142,3.42,-1.94809,0.680492
237386_at,SMIM10L1,small integral membrane protein 10 like 1,100129361,0.00327,0.00142,-3.42,-1.94885,-0.340898
225410_at,COA5,cytochrome c oxidase assembly factor 5,493753,0.00328,0.00142,3.42,-1.95,0.491652
228930_at,SCARNA15,small Cajal body-specific RNA 15,677778,0.00328,0.00142,-3.42,-1.95094,-0.55973
226444_at,LOC107985971,uncharacterized LOC107985971,107985971,0.00328,0.00143,3.42,-1.95244,0.782661
214467_at,GPR65,G protein-coupled receptor 65,8477,0.00329,0.00143,3.42,-1.95285,0.958047
205934_at,PLCL1,phospholipase C like 1,5334,0.00329,0.00143,3.42,-1.95514,1.75413
238327_at,ODF3B,outer dense fiber of sperm tails 3B,440836,0.0033,0.00143,-3.42,-1.95605,-1.16162
225067_at,ULK3,unc-51 like kinase 3,25989,0.0033,0.00143,3.42,-1.95618,0.628946
225702_at,C8orf76,chromosome 8 open reading frame 76,84933,0.0033,0.00143,3.42,-1.95784,0.650704
60474_at,FERMT1,fermitin family member 1,55612,0.00331,0.00144,-3.42,-1.96167,-0.371443
220557_s_at,PACS1,phosphofurin acidic cluster sorting protein 1,55690,0.00333,0.00145,-3.42,-1.96695,-0.28184
233193_x_at,INTS4,integrator complex subunit 4,92105,0.00333,0.00145,-3.42,-1.96716,-0.237979
231951_at,GNAO1,G protein subunit alpha o1,2775,0.00334,0.00145,-3.42,-1.96944,-0.499442
202148_s_at,PYCR1,pyrroline-5-carboxylate reductase 1,5831,0.00334,0.00145,3.42,-1.96963,0.725518
223478_at,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,26521,0.00334,0.00145,3.42,-1.97006,0.670459
228364_at,ZNF784,zinc finger protein 784,147808,0.00334,0.00145,-3.42,-1.97006,-0.379916
205303_at,KCNJ8,potassium voltage-gated channel subfamily J member 8,3764,0.00334,0.00145,-3.42,-1.97048,-1.10613
213261_at,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1,9881,0.00335,0.00146,3.42,-1.97454,0.618275
229175_at,SMYD4,SET and MYND domain containing 4,114826,0.00336,0.00146,-3.41,-1.97699,-0.634095
218495_at,UXT,ubiquitously expressed prefoldin like chaperone,8409,0.00336,0.00146,-3.41,-1.9773,-0.384392
243614_s_at,PRODH2,proline dehydrogenase 2,58510,0.00336,0.00147,-3.41,-1.97828,-0.563361
201717_at,MRPL49,mitochondrial ribosomal protein L49,740,0.00337,0.00147,3.41,-1.9788,0.457245
223401_at,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",56985,0.00337,0.00147,-3.41,-1.98036,-0.430056
205176_s_at,ITGB3BP,integrin subunit beta 3 binding protein,23421,0.00337,0.00147,3.41,-1.9805,0.811268
222448_s_at,CMPK1,cytidine/uridine monophosphate kinase 1,51727,0.00337,0.00147,3.41,-1.98156,0.408192
205145_s_at,MYL5,myosin light chain 5,4636,0.00338,0.00147,-3.41,-1.98369,-0.920388
204029_at,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2,1952,0.00339,0.00148,3.41,-1.98466,1.31552
204032_at,BCAR3,breast cancer anti-estrogen resistance 3,8412,0.00339,0.00148,3.41,-1.98573,1.08164
228718_at,ZNF44,zinc finger protein 44,51710,0.00339,0.00148,3.41,-1.98606,0.965056
219268_at,ETNK2,ethanolamine kinase 2,55224,0.0034,0.00148,3.41,-1.98901,1.51633
212754_s_at,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",23041,0.0034,0.00148,3.41,-1.99039,0.386512
209377_s_at,HMGN3,high mobility group nucleosomal binding domain 3,9324,0.0034,0.00148,-3.41,-1.99048,-0.497476
203230_at,DVL1,dishevelled segment polarity protein 1,1855,0.00341,0.00149,-3.41,-1.99154,-0.452273
232500_at,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2,57186,0.00341,0.00149,-3.41,-1.99182,-1.09711
224331_s_at,MRPL36,mitochondrial ribosomal protein L36,64979,0.00342,0.00149,3.41,-1.99442,0.46845
235208_at,CCDC112,coiled-coil domain containing 112,153733,0.00342,0.00149,-3.41,-1.99474,-0.274359
210250_x_at,ADSL,adenylosuccinate lyase,158,0.00343,0.0015,3.41,-1.99901,0.732159
206441_s_at,COMMD4,COMM domain containing 4,54939,0.00344,0.0015,3.41,-2.00064,0.408063
1558105_a_at,SLC9A7,solute carrier family 9 member A7,84679,0.00344,0.0015,3.41,-2.00075,1.21554
220441_at,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22,79962,0.00344,0.0015,3.41,-2.00126,1.63101
217610_at,SPDYE2,speedy/RINGO cell cycle regulator family member E2,441273,0.00346,0.00151,3.4,-2.00718,0.743392
205859_at,LY86,lymphocyte antigen 86,9450,0.00347,0.00152,3.4,-2.0103,0.938485
1557116_at,APOL6,apolipoprotein L6,80830,0.00347,0.00152,-3.4,-2.01198,-1.01766
242866_x_at,POU2F2,POU class 2 homeobox 2,5452,0.00348,0.00152,-3.4,-2.01363,-0.225722
228304_at,RBM43,RNA binding motif protein 43,375287,0.00349,0.00153,3.4,-2.01656,1.10551
219920_s_at,AMIGO3,adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B,386724,0.00349,0.00153,3.4,-2.0167,0.532815
209803_s_at,PHLDA2,pleckstrin homology like domain family A member 2,7262,0.00349,0.00153,3.4,-2.0171,1.45507
225285_at,BCAT1,branched chain amino acid transaminase 1,586,0.0035,0.00153,3.4,-2.0184,1.38712
201471_s_at,SQSTM1,sequestosome 1,8878,0.0035,0.00153,3.4,-2.01851,0.452563
61734_at,RCN3,reticulocalbin 3,57333,0.0035,0.00153,3.4,-2.0193,1.01183
229798_s_at,BRI3,brain protein I3,25798,0.00351,0.00153,-3.4,-2.02111,-0.470243
218351_at,COMMD8,COMM domain containing 8,54951,0.00351,0.00154,3.4,-2.02242,0.578891
218732_at,PTRH2,peptidyl-tRNA hydrolase 2,51651,0.00352,0.00154,3.4,-2.0246,0.576904
219401_at,XYLT2,xylosyltransferase 2,64132,0.00353,0.00154,-3.4,-2.02704,-0.681892
204072_s_at,FRY,FRY microtubule binding protein,10129,0.00353,0.00154,3.4,-2.02811,0.851614
201930_at,MCM6,minichromosome maintenance complex component 6,4175,0.00353,0.00154,3.4,-2.02819,0.665347
201665_x_at,RPS17,ribosomal protein S17,6218,0.00354,0.00155,-3.39,-2.03171,-0.262298
223619_x_at,PECR,peroxisomal trans-2-enoyl-CoA reductase,55825,0.00355,0.00155,-3.39,-2.03343,-0.50993
232278_s_at,DEPDC1,DEP domain containing 1,55635,0.00356,0.00156,-3.39,-2.03783,-0.859386
202616_s_at,MECP2,methyl-CpG binding protein 2,4204,0.00358,0.00157,3.39,-2.04161,0.707031
226226_at,TMEM45B,transmembrane protein 45B,120224,0.00359,0.00157,3.39,-2.04418,1.59229
204615_x_at,IDI1,isopentenyl-diphosphate delta isomerase 1,3422,0.00359,0.00157,3.39,-2.04424,0.575752
213884_s_at,TRIM3,tripartite motif containing 3,10612,0.00359,0.00157,3.39,-2.04501,0.773435
204259_at,MMP7,matrix metallopeptidase 7,4316,0.0036,0.00158,-3.39,-2.04824,-2.09883
208656_s_at,CCNI,cyclin I,10983,0.0036,0.00158,3.39,-2.04881,0.393908
227388_at,TUSC1,tumor suppressor candidate 1,286319,0.0036,0.00158,3.39,-2.04936,0.420922
228468_at,MASTL,microtubule associated serine/threonine kinase like,84930,0.0036,0.00158,3.39,-2.04966,0.753526
237048_at,LOC105373383,uncharacterized LOC105373383,105373383,0.00361,0.00158,-3.39,-2.05018,-0.453639
225800_at,JAZF1,JAZF zinc finger 1,221895,0.00361,0.00158,3.39,-2.05039,0.576537
226832_at,RNF168,ring finger protein 168,165918,0.00361,0.00158,3.39,-2.05225,0.539209
1560224_at,AHCTF1P1,AT-hook containing transcription factor 1 pseudogene 1///AT-hook containing transcription factor 1,285116,0.00361,0.00158,-3.39,-2.0523,-0.29517
205174_s_at,QPCT,glutaminyl-peptide cyclotransferase,25797,0.00362,0.00159,3.39,-2.05339,1.20393
212927_at,SMC5,structural maintenance of chromosomes 5,23137,0.00362,0.00159,-3.39,-2.05341,-0.362512
231849_at,KRT80,keratin 80,144501,0.00362,0.00159,-3.39,-2.05468,-0.999121
227874_at,EMCN,endomucin,51705,0.00363,0.00159,-3.38,-2.0572,-1.66873
204408_at,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2,27301,0.00363,0.00159,3.38,-2.0576,0.546926
1559449_a_at,ZNF254,zinc finger protein 254,9534,0.00364,0.0016,3.38,-2.06164,0.837099
1569126_at,CCNC,cyclin C,892,0.00365,0.0016,-3.38,-2.06207,-0.226127
204077_x_at,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4,9583,0.00365,0.0016,3.38,-2.06228,0.44021
222921_s_at,HEY2,hes related family bHLH transcription factor with YRPW motif 2,23493,0.00365,0.0016,-3.38,-2.06255,-1.15621
203381_s_at,APOE,apolipoprotein E,348,0.00366,0.00161,3.38,-2.0671,1.24188
1554352_s_at,DENND4A,DENN domain containing 4A,10260,0.00367,0.00161,3.38,-2.06885,0.438618
227416_s_at,ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1,85437,0.00368,0.00162,3.38,-2.07102,0.550819
204988_at,FGB,fibrinogen beta chain,2244,0.00368,0.00162,-3.38,-2.07174,-0.30118
217326_x_at,IL23A,interleukin 23 subunit alpha///T cell receptor beta variable 19,51561,0.00368,0.00162,-3.38,-2.07264,-0.378634
218269_at,DROSHA,drosha ribonuclease III,29102,0.0037,0.00163,-3.38,-2.0788,-0.321107
231851_at,RAVER2,"ribonucleoprotein, PTB binding 2",55225,0.00371,0.00163,-3.38,-2.08074,-0.937828
214671_s_at,ABR,active BCR-related,29,0.00373,0.00164,3.37,-2.08522,0.725799
209094_at,DDAH1,dimethylarginine dimethylaminohydrolase 1,23576,0.00373,0.00164,3.37,-2.08534,0.66469
212774_at,ZBTB18,zinc finger and BTB domain containing 18,10472,0.00373,0.00164,3.37,-2.08535,1.72985
201896_s_at,PSRC1,proline and serine rich coiled-coil 1,84722,0.00373,0.00164,3.37,-2.08679,1.15996
210544_s_at,ALDH3A2,aldehyde dehydrogenase 3 family member A2,224,0.00373,0.00164,3.37,-2.08739,1.26235
243999_at,SLFN5,schlafen family member 5,162394,0.00374,0.00165,3.37,-2.08918,0.922407
223960_s_at,CDIP1,cell death inducing p53 target 1,29965,0.00374,0.00165,-3.37,-2.08957,-0.839896
205094_at,PEX12,peroxisomal biogenesis factor 12,5193,0.00375,0.00165,3.37,-2.09257,0.896115
221598_s_at,MED27,mediator complex subunit 27,9442,0.00376,0.00166,-3.37,-2.09444,-0.391523
228249_at,C11orf74,chromosome 11 open reading frame 74,119710,0.00376,0.00166,-3.37,-2.0964,-0.430885
213510_x_at,USP32P2,ubiquitin specific peptidase 32 pseudogene 2,220594,0.00377,0.00166,3.37,-2.09719,1.12066
213019_at,RANBP6,RAN binding protein 6,26953,0.00378,0.00167,3.37,-2.10096,0.452294
226518_at,KCTD10,potassium channel tetramerization domain containing 10,83892,0.00379,0.00167,-3.37,-2.1036,-0.543492
238791_at,ZNF100,zinc finger protein 100,163227,0.00379,0.00167,-3.37,-2.10376,-0.332374
222867_s_at,MED31,mediator complex subunit 31,51003,0.00379,0.00167,3.37,-2.10423,0.747951
204295_at,SURF1,surfeit 1,6834,0.00379,0.00167,-3.37,-2.10457,-0.471111
210438_x_at,TROVE2,TROVE domain family member 2,6738,0.00379,0.00167,3.37,-2.10494,0.513269
227102_at,TRIM35,tripartite motif containing 35,23087,0.00379,0.00168,-3.37,-2.10521,-0.345126
1557758_at,LOC101928535,uncharacterized LOC101928535,101928535,0.0038,0.00168,-3.37,-2.10695,-0.373812
225030_at,BOD1,biorientation of chromosomes in cell division 1,91272,0.0038,0.00168,3.37,-2.10772,0.468333
1568807_a_at,RBM26-AS1,RBM26 antisense RNA 1,100505538,0.0038,0.00168,-3.37,-2.10819,-0.749466
233063_s_at,GMDS-AS1,GMDS antisense RNA 1 (head to head),100508120,0.00381,0.00168,3.37,-2.10919,0.932117
203151_at,MAP1A,microtubule associated protein 1A,4130,0.00381,0.00169,-3.36,-2.11073,-1.12062
226184_at,FMNL2,formin like 2,114793,0.00381,0.00169,3.36,-2.11074,1.35595
203160_s_at,RNF8,ring finger protein 8,9025,0.00381,0.00169,3.36,-2.11086,0.735523
226607_at,C20orf194,chromosome 20 open reading frame 194,25943,0.00382,0.00169,3.36,-2.11147,0.705939
239162_at,DAPK1-IT1,DAPK1 intronic transcript 1,100506897,0.00382,0.00169,3.36,-2.11248,0.683993
221597_s_at,TMEM208,transmembrane protein 208,29100,0.00382,0.00169,3.36,-2.11267,0.577739
205896_at,SLC22A4,solute carrier family 22 member 4,6583,0.00382,0.00169,3.36,-2.11269,1.05852
221045_s_at,PER3,period circadian clock 3,8863,0.00382,0.00169,3.36,-2.11337,1.13994
222687_s_at,ACER3,alkaline ceramidase 3,55331,0.00383,0.00169,3.36,-2.11517,1.18603
231808_at,OIP5-AS1,OIP5 antisense RNA 1,729082,0.00383,0.00169,3.36,-2.1156,0.556981
212946_at,VWA8,von Willebrand factor A domain containing 8,23078,0.00384,0.0017,3.36,-2.11725,0.785048
91703_at,EHBP1L1,EH domain binding protein 1 like 1,254102,0.00384,0.0017,3.36,-2.11728,0.582242
232750_at,LOC105373878,uncharacterized LOC105373878,105373878,0.00384,0.0017,-3.36,-2.11759,-0.896875
204321_at,NEO1,neogenin 1,4756,0.00385,0.0017,3.36,-2.12053,0.525799
209757_s_at,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog,4613,0.00385,0.0017,-3.36,-2.12117,-0.601631
211343_s_at,COL13A1,collagen type XIII alpha 1 chain,1305,0.00385,0.00171,-3.36,-2.1225,-0.947555
226541_at,FBXO30,F-box protein 30,84085,0.00386,0.00171,3.36,-2.12419,0.905247
219932_at,SLC27A6,solute carrier family 27 member 6,28965,0.00387,0.00171,-3.36,-2.12617,-0.720742
207199_at,TERT,telomerase reverse transcriptase,7015,0.00387,0.00171,-3.36,-2.12656,-0.462116
225503_at,DHRSX,dehydrogenase/reductase X-linked,207063,0.00387,0.00171,3.36,-2.12699,0.806194
