MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Dwarfism	Polydactyly	0.858144
Dwarfism	Xeroderma Pigmentosum	0.890627
Dwarfism	Hand Deformities, Congenital	0.852296
Dwarfism	Congenital Hypothyroidism	0.867208
Dwarfism	Ectodermal Dysplasia	0.814742
Dwarfism	Chromosome Breakage	0.908098
Dwarfism	Cri-du-Chat Syndrome	0.822761
Dwarfism	Exostoses, Multiple Hereditary	0.839405
Dwarfism	Hypospadias	0.700657
Dwarfism	Cryptorchidism	0.821354
Dwarfism	Sebaceous Gland Neoplasms	0.79643
Dwarfism	Pierre Robin Syndrome	0.76623
Dwarfism	Pain Insensitivity, Congenital	0.771127
Dwarfism	Wolf-Hirschhorn Syndrome	0.821065
Dwarfism	Foot Deformities, Congenital	0.773167
Vesico-Ureteral Reflux	Spina Bifida Cystica	0.794508
Vesico-Ureteral Reflux	Anus, Imperforate	0.731026
Incontinentia Pigmenti	Classical Lissencephalies and Subcortical Band Heterotopias	0.957708
Incontinentia Pigmenti	Lissencephaly	0.709022
Incontinentia Pigmenti	Epilepsy, Benign Neonatal	0.703642
Learning Disorders	Attention Deficit Disorder with Hyperactivity	0.82312
Hypothyroidism	Dwarfism, Pituitary	0.703853
Long QT Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.962687
Long QT Syndrome	Torsades de Pointes	0.948457
Long QT Syndrome	Coffin-Lowry Syndrome	0.845241
Long QT Syndrome	Romano-Ward Syndrome	0.854134
Long QT Syndrome	Death, Sudden, Cardiac	0.911538
Long QT Syndrome	Tachycardia, Ventricular	0.974926
Long QT Syndrome	Ventricular Fibrillation	0.869009
Long QT Syndrome	Atrioventricular Block	0.956243
Stomach Neoplasms	Duodenal Diseases	0.747445
Stomach Neoplasms	Stomach Ulcer	0.847311
Stomach Neoplasms	Peptic Ulcer	0.78312
Stomach Neoplasms	Duodenal Ulcer	0.820097
Stomach Neoplasms	Stomach Diseases	0.879209
Cardiomyopathies	Aortic Valve Stenosis	0.708262
Cardiomyopathies	Cardiomyopathy, Hypertrophic, Familial	0.719489
Cardiomyopathies	Atrial Fibrillation	0.712152
Cardiomyopathies	Heart Diseases	0.853721
Cardiomyopathies	Cardiomyopathy, Dilated	0.779833
Cerebellar Diseases	Spinocerebellar Ataxias	0.770683
Cerebellar Diseases	Spinocerebellar Degenerations	0.835998
Psychotic Disorders	Psychoses, Substance-Induced	0.919284
Psychotic Disorders	Schizophrenia	0.920766
Psychotic Disorders	Alcohol Withdrawal Delirium	0.786347
Psychotic Disorders	Lewy Body Disease	0.875952
Gilbert Disease	Crigler-Najjar Syndrome	0.929786
Orofaciodigital Syndromes	Blepharophimosis	0.82289
Orofaciodigital Syndromes	Wolf-Hirschhorn Syndrome	0.752902
Hyperprolactinemia	Acanthosis Nigricans	0.737276
Hyperprolactinemia	Alopecia	0.760215
Megacolon	Multiple Endocrine Neoplasia	0.704594
Hepatitis C, Chronic	Myelodysplastic Syndromes	0.705246
Liver Cirrhosis	Hepatitis	0.719551
Liver Cirrhosis	Liver Diseases	0.824042
Liver Cirrhosis	Drug-Induced Liver Injury	0.719172
Liver Cirrhosis	Liver Failure	0.736946
Dermatitis, Seborrheic	Alopecia	0.859898
Torsades de Pointes	Arrhythmogenic Right Ventricular Dysplasia	0.935133
Torsades de Pointes	Coffin-Lowry Syndrome	0.805717
Torsades de Pointes	Romano-Ward Syndrome	0.793765
Torsades de Pointes	Death, Sudden, Cardiac	0.918052
Torsades de Pointes	Ventricular Fibrillation	0.886234
Hypokalemic Periodic Paralysis	Myotonic Disorders	0.835832
Adrenocortical Carcinoma	46, XY Disorders of Sex Development	0.862558
Adrenocortical Carcinoma	46, XX Disorders of Sex Development	0.862558
Adrenocortical Carcinoma	Antley-Bixler Syndrome Phenotype	0.862558
Adrenocortical Carcinoma	Androgen-Insensitivity Syndrome	0.73026
Adrenocortical Carcinoma	Gonadal Dysgenesis, 46,XX	0.821428
Anxiety Disorders	Neurotic Disorders	0.760955
Diabetes Mellitus, Experimental	Mammary Neoplasms, Experimental	0.722723
Diabetes Mellitus, Experimental	Dwarfism, Pituitary	0.714333
Diabetes Mellitus, Experimental	Liver Cirrhosis, Experimental	0.782607
Carcinoma, Hepatocellular	Bile Duct Neoplasms	0.719109
Carcinoma, Hepatocellular	Cholangiocarcinoma	0.729813
Carcinoma, Hepatocellular	Carcinoma, Pancreatic Ductal	0.750491
Carcinoma, Hepatocellular	Pancreatic Neoplasms	0.796651
Carcinoma, Hepatocellular	Pancreatic Diseases	0.72997
Carcinoma, Hepatocellular	Liver Neoplasms	0.926237
Carcinoma, Hepatocellular	Digestive System Neoplasms	0.746813
Enterocolitis	Inflammatory Bowel Diseases	0.775108
Neoplasms, Experimental	Melanoma, Experimental	0.74978
Neoplasms, Experimental	Mammary Neoplasms, Experimental	0.790359
Neoplasms, Experimental	Fibrosarcoma	0.740175
Neoplasms, Experimental	Liver Neoplasms, Experimental	0.90754
Cleft Lip	Speech Disorders	0.736593
Epilepsy, Absence	Spasms, Infantile	0.704239
Epilepsy, Absence	Epilepsies, Myoclonic	0.871005
Tetralogy of Fallot	Transposition of Great Vessels	0.97236
Dermatitis, Allergic Contact	Parapsoriasis	0.788378
Mental Retardation, X-Linked	Pyruvate Metabolism, Inborn Errors	0.742469
Distal Myopathies	Myositis, Inclusion Body	0.786721
Obesity	Metabolic Diseases	0.941822
Obesity	Hypercholesterolemia	0.78264
Obesity	Glucose Intolerance	0.939292
Obesity	Hyperlipoproteinemias	0.92309
Obesity	Endometrial Hyperplasia	0.928949
Obesity	Gout	0.874082
Obesity	Prader-Willi Syndrome	0.76466
Obesity	Acanthosis Nigricans	0.719626
Obesity	Endometrial Neoplasms	0.943922
Obesity	Hyperuricemia	0.732862
Obesity	Diabetes Mellitus	0.963128
Obesity	Cushing Syndrome	0.765024
Obesity	Lipid Metabolism Disorders	0.893968
Obesity	Hyperinsulinism	0.979443
Obesity	Bardet-Biedl Syndrome	0.928762
Obesity	Hyperlipidemia, Familial Combined	0.987497
Obesity	Hypoalphalipoproteinemias	0.988107
Obesity	Dyslipidemias	0.945105
Osteosarcoma	Neoplasm Metastasis	0.750193
Intestinal Neoplasms	Intestinal Polyps	0.825961
Intestinal Neoplasms	Gastrinoma	0.848222
Intestinal Neoplasms	Cecal Neoplasms	0.752795
Intestinal Neoplasms	Entamoebiasis	0.708625
Intestinal Neoplasms	Intestinal Diseases	0.737967
Intestinal Neoplasms	Rectal Neoplasms	0.707006
Intestinal Neoplasms	Inflammatory Bowel Diseases	0.797812
Intestinal Neoplasms	Crohn Disease	0.823269
Intestinal Neoplasms	Celiac Disease	0.72636
Nephrotic Syndrome	Hypertension, Pregnancy-Induced	0.776726
Nephrotic Syndrome	Nephrosis	0.985884
Nephrotic Syndrome	Denys-Drash Syndrome	0.955773
Nephrotic Syndrome	Lecithin Acyltransferase Deficiency	0.992435
Nephrotic Syndrome	Immune Complex Diseases	0.918671
Nephrotic Syndrome	Oculocerebrorenal Syndrome	0.868777
Nephrotic Syndrome	Anemia, Macrocytic	0.836105
Nephrotic Syndrome	Frasier Syndrome	0.711382
Nephrotic Syndrome	Pre-Eclampsia	0.72431
Nephrotic Syndrome	Renal Insufficiency	0.785842
Nephrotic Syndrome	Polycystic Kidney Diseases	0.73368
Brain Diseases, Metabolic, Inborn	Classical Lissencephalies and Subcortical Band Heterotopias	0.730751
Brain Diseases, Metabolic, Inborn	Lipid Metabolism, Inborn Errors	0.707852
Brain Diseases, Metabolic, Inborn	Chromosome Disorders	0.729402
Brain Diseases, Metabolic, Inborn	Amino Acid Metabolism, Inborn Errors	0.742233
Brain Diseases, Metabolic, Inborn	Lissencephaly	0.706066
Brain Diseases, Metabolic, Inborn	Polydactyly	0.710137
Metabolic Diseases	Glucose Intolerance	0.92519
Metabolic Diseases	Hyperlipoproteinemias	0.898854
Metabolic Diseases	Acanthosis Nigricans	0.725208
Metabolic Diseases	Diabetes Mellitus	0.933382
Metabolic Diseases	Lipid Metabolism Disorders	0.872182
Metabolic Diseases	Bardet-Biedl Syndrome	0.911989
Metabolic Diseases	Hyperlipidemia, Familial Combined	0.932871
Metabolic Diseases	Hypoalphalipoproteinemias	0.926101
Metabolic Diseases	Dyslipidemias	0.912953
Bronchiectasis	Respiratory System Abnormalities	0.742945
Breast Neoplasms	Neoplasm Recurrence, Local	0.726578
Neurilemmoma	Ear Diseases	0.706655
Supranuclear Palsy, Progressive	Striatonigral Degeneration	0.967389
Nevus	Nails, Malformed	0.713596
Nevus	Craniofacial Dysostosis	0.716616
Nevus	Fibromatosis, Gingival	0.746015
Nevus	Craniosynostoses	0.710678
Nevus	Xeroderma Pigmentosum	0.741072
Nevus	Chromosome Breakage	0.717029
Nevus	Sebaceous Gland Neoplasms	0.790696
Nevus	Wolf-Hirschhorn Syndrome	0.745633
Gram-Negative Bacterial Infections	Agammaglobulinemia	0.759376
Gram-Negative Bacterial Infections	AIDS-Related Opportunistic Infections	0.918953
Gram-Negative Bacterial Infections	Communicable Diseases	0.773107
Gram-Negative Bacterial Infections	Celiac Disease	0.876898
Nephrosis	Hypertension, Pregnancy-Induced	0.7968
Hypercholesterolemia	Metabolic Diseases	0.796472
Hypercholesterolemia	Glucose Intolerance	0.819358
Hypercholesterolemia	Hyperlipoproteinemias	0.854487
Hypercholesterolemia	Arteriosclerosis	0.702954
Hypercholesterolemia	Endometrial Hyperplasia	0.737594
Hypercholesterolemia	Gout	0.798629
Hypercholesterolemia	Endometrial Neoplasms	0.7694
Hypercholesterolemia	Hyperuricemia	0.70292
Hypercholesterolemia	Diabetes Mellitus	0.837473
Hypercholesterolemia	Lipid Metabolism Disorders	0.771077
Hypercholesterolemia	Hyperlipoproteinemia Type II	0.720957
Hypercholesterolemia	Hypothalamic Diseases	0.703826
Hypercholesterolemia	Hyperlipidemia, Familial Combined	0.78924
Hypercholesterolemia	Hypoalphalipoproteinemias	0.723569
Hypercholesterolemia	Dyslipidemias	0.812242
Essential Tremor	Tremor	0.895442
Essential Tremor	Parkinson Disease	0.786376
Keloid	Candidiasis, Vulvovaginal	0.880891
Keloid	Keratosis	0.804279
Myositis Ossificans	Oral Submucous Fibrosis	0.870321
Myositis Ossificans	Ankylosis	0.844912
Citrullinemia	Carbamoyl-Phosphate Synthase I Deficiency Disease	0.947027
Photosensitivity Disorders	Keloid	0.757327
Photosensitivity Disorders	Liver Cirrhosis, Biliary	0.7132
Photosensitivity Disorders	Keratosis	0.800245
Prostatic Neoplasms	Female Urogenital Diseases	0.720025
Fibromatosis, Abdominal	Porphyria, Acute Intermittent	0.729754
Fibromatosis, Abdominal	Hereditary Angioedema Type III	0.883577
Fibromatosis, Abdominal	Angioedema	0.702654
Abnormalities, Multiple	Coloboma	0.850732
Abnormalities, Multiple	Smith-Lemli-Opitz Syndrome	0.870029
Abnormalities, Multiple	Lipid Metabolism, Inborn Errors	0.721435
Abnormalities, Multiple	Wilms Tumor	0.711284
Abnormalities, Multiple	Nails, Malformed	0.872301
Abnormalities, Multiple	Tooth Abnormalities	0.890831
Abnormalities, Multiple	Macrocephaly	0.88443
Abnormalities, Multiple	Chromosome Disorders	0.963684
Abnormalities, Multiple	Craniofacial Dysostosis	0.958652
Abnormalities, Multiple	Rubinstein-Taybi Syndrome	0.828028
Abnormalities, Multiple	Dwarfism	0.940949
Abnormalities, Multiple	Orofaciodigital Syndromes	0.900247
Abnormalities, Multiple	Nevus	0.75651
Abnormalities, Multiple	Amino Acid Metabolism, Inborn Errors	0.945316
Abnormalities, Multiple	Fibromatosis, Gingival	0.944149
Abnormalities, Multiple	Piebaldism	0.844621
Abnormalities, Multiple	Phenylketonurias	0.946845
Abnormalities, Multiple	Growth Disorders	0.759152
Abnormalities, Multiple	Hypopigmentation	0.726509
Abnormalities, Multiple	Klinefelter Syndrome	0.903543
Abnormalities, Multiple	Spasms, Infantile	0.742356
Abnormalities, Multiple	Fragile X Syndrome	0.884108
Abnormalities, Multiple	Tuberous Sclerosis	0.777078
Abnormalities, Multiple	Dandy-Walker Syndrome	0.736817
Abnormalities, Multiple	Hypertelorism	0.906117
Abnormalities, Multiple	Skin Abnormalities	0.894069
Abnormalities, Multiple	Metabolism, Inborn Errors	0.910495
Abnormalities, Multiple	Chromosome Aberrations	0.987045
Abnormalities, Multiple	Syndactyly	0.922725
Abnormalities, Multiple	Craniosynostoses	0.91102
Abnormalities, Multiple	Carbohydrate Metabolism, Inborn Errors	0.800037
Abnormalities, Multiple	Polydactyly	0.901875
Abnormalities, Multiple	Xeroderma Pigmentosum	0.939818
Abnormalities, Multiple	Hand Deformities, Congenital	0.921072
Abnormalities, Multiple	Congenital Hypothyroidism	0.861029
Abnormalities, Multiple	Stereotypic Movement Disorder	0.814544
Abnormalities, Multiple	Ectodermal Dysplasia	0.858448
Abnormalities, Multiple	Chromosome Breakage	0.955497
Abnormalities, Multiple	Cri-du-Chat Syndrome	0.862531
Abnormalities, Multiple	Choanal Atresia	0.773331
Abnormalities, Multiple	Exostoses, Multiple Hereditary	0.876769
Abnormalities, Multiple	Cryptorchidism	0.756663
Abnormalities, Multiple	Sebaceous Gland Neoplasms	0.855438
Abnormalities, Multiple	Acrocephalosyndactylia	0.793925
Abnormalities, Multiple	Pierre Robin Syndrome	0.791622
Abnormalities, Multiple	Angelman Syndrome	0.738184
Abnormalities, Multiple	Pain Insensitivity, Congenital	0.811358
Abnormalities, Multiple	Wolf-Hirschhorn Syndrome	0.898583
Abnormalities, Multiple	Foot Deformities, Congenital	0.831197
Abnormalities, Multiple	Genetic Diseases, Inborn	0.861832
Abnormalities, Multiple	Maple Syrup Urine Disease	0.855798
Abnormalities, Multiple	Microphthalmos	0.735374
Amino Acid Metabolism, Inborn Errors	Coloboma	0.76596
Amino Acid Metabolism, Inborn Errors	Nails, Malformed	0.817837
Amino Acid Metabolism, Inborn Errors	Macrocephaly	0.847506
Amino Acid Metabolism, Inborn Errors	Rubinstein-Taybi Syndrome	0.813234
Amino Acid Metabolism, Inborn Errors	Orofaciodigital Syndromes	0.845941
Amino Acid Metabolism, Inborn Errors	Nevus	0.782566
Amino Acid Metabolism, Inborn Errors	Fibromatosis, Gingival	0.927864
Amino Acid Metabolism, Inborn Errors	Hypertelorism	0.821261
Amino Acid Metabolism, Inborn Errors	Syndactyly	0.87183
Amino Acid Metabolism, Inborn Errors	Craniosynostoses	0.873052
Amino Acid Metabolism, Inborn Errors	Polydactyly	0.862173
Amino Acid Metabolism, Inborn Errors	Xeroderma Pigmentosum	0.921086
Amino Acid Metabolism, Inborn Errors	Hand Deformities, Congenital	0.837732
Amino Acid Metabolism, Inborn Errors	Chromosome Breakage	0.92285
Amino Acid Metabolism, Inborn Errors	Cri-du-Chat Syndrome	0.839858
Amino Acid Metabolism, Inborn Errors	Exostoses, Multiple Hereditary	0.853997
Amino Acid Metabolism, Inborn Errors	Foot Deformities, Congenital	0.738891
Amino Acid Metabolism, Inborn Errors	Maple Syrup Urine Disease	0.90712
Paralyses, Familial Periodic	Paralysis, Hyperkalemic Periodic	0.949703
Anemia, Dyserythropoietic, Congenital	Anemia, Diamond-Blackfan	0.903629
Anemia, Dyserythropoietic, Congenital	Myeloproliferative Disorders	0.791186
Osteoarthritis, Hip	Legg-Perthes Disease	0.77902
Pituitary ACTH Hypersecretion	Acanthosis Nigricans	0.81438
Lung Diseases, Interstitial	Pulmonary Alveolar Proteinosis	0.922376
Lung Diseases, Interstitial	Pulmonary Veno-Occlusive Disease	0.751242
Lung Diseases, Interstitial	Pulmonary Fibrosis	0.932657
Lung Diseases, Interstitial	Idiopathic Pulmonary Fibrosis	0.938887
Myotonia Congenita	Myotonic Dystrophy	0.824606
Lymphoma, Non-Hodgkin	Lymphoma, T-Cell	0.752287
Lymphoma, Non-Hodgkin	Lymphoma, B-Cell	0.758054
Lymphoma, Non-Hodgkin	Melanoma	0.700854
Lymphoma, Non-Hodgkin	Lymphoma, Large B-Cell, Diffuse	0.767986
Osteoarthritis	Legg-Perthes Disease	0.713989
Osteoarthritis	Arthritis, Psoriatic	0.735978
Osteoarthritis	Osteoarthritis, Hip	0.938528
Osteoarthritis	Osteochondritis Dissecans	0.74459
Osteoarthritis	Osteoarthritis, Knee	0.924619
Osteoarthritis	Osteonecrosis	0.754435
Osteoarthritis	Breast Diseases	0.715745
Osteoarthritis	Femur Head Necrosis	0.724981
Keratoderma, Palmoplantar	Branchio-Oto-Renal Syndrome	0.720159
Keratoderma, Palmoplantar	Ichthyosiform Erythroderma, Congenital	0.76908
Fetal Membranes, Premature Rupture	Hernia, Umbilical	0.715512
Neurofibromatoses	Port-Wine Stain	0.759577
Neurofibromatoses	Cafe-au-Lait Spots	0.977045
Neurofibromatoses	Fibrous Dysplasia, Polyostotic	0.966539
Neurofibromatoses	Neurofibromatosis 1	0.913221
Nervous System Malformations	Autistic Disorder	0.707643
Tic Disorders	Tourette Syndrome	0.708958
Mental Retardation	Coloboma	0.771466
Mental Retardation	Smith-Lemli-Opitz Syndrome	0.829603
Mental Retardation	Blepharophimosis	0.92045
Mental Retardation	Silver-Russell Syndrome	0.746561
Mental Retardation	Wilms Tumor	0.701283
Mental Retardation	Nails, Malformed	0.846442
Mental Retardation	Tooth Abnormalities	0.835582
Mental Retardation	Macrocephaly	0.872913
Mental Retardation	Chromosome Disorders	0.946493
Mental Retardation	Craniofacial Dysostosis	0.908062
Mental Retardation	Smith-Magenis Syndrome	0.773521
Mental Retardation	Rubinstein-Taybi Syndrome	0.840844
Mental Retardation	Dwarfism	0.922102
Mental Retardation	Orofaciodigital Syndromes	0.863916
Mental Retardation	Nevus	0.736455
Mental Retardation	Abnormalities, Multiple	0.969765
Mental Retardation	Amino Acid Metabolism, Inborn Errors	0.948897
Mental Retardation	Fibromatosis, Gingival	0.943041
Mental Retardation	Piebaldism	0.854463
Mental Retardation	Phenylketonurias	0.968913
Mental Retardation	Growth Disorders	0.730044
Mental Retardation	De Lange Syndrome	0.870633
Mental Retardation	Klinefelter Syndrome	0.909358
Mental Retardation	Spasms, Infantile	0.717109
Mental Retardation	Fragile X Syndrome	0.906021
Mental Retardation	Tuberous Sclerosis	0.777716
Mental Retardation	Hallermann's Syndrome	0.921674
Mental Retardation	Down Syndrome	0.83959
Mental Retardation	Antisocial Personality Disorder	0.741939
Mental Retardation	Hypertelorism	0.845178
Mental Retardation	Skin Abnormalities	0.902062
Mental Retardation	Metabolism, Inborn Errors	0.880525
Mental Retardation	Mucopolysaccharidosis II	0.738834
Mental Retardation	Mucopolysaccharidosis IV	0.84801
Mental Retardation	Chromosome Aberrations	0.985722
Mental Retardation	Syndactyly	0.900638
Mental Retardation	Craniosynostoses	0.899153
Mental Retardation	Carbohydrate Metabolism, Inborn Errors	0.798988
Mental Retardation	Polydactyly	0.857152
Mental Retardation	Xeroderma Pigmentosum	0.939746
Mental Retardation	Hand Deformities, Congenital	0.865881
Mental Retardation	Congenital Hypothyroidism	0.786977
Mental Retardation	Stereotypic Movement Disorder	0.83707
Mental Retardation	Homocystinuria	0.808275
Mental Retardation	Anophthalmos	0.894077
Mental Retardation	Ectodermal Dysplasia	0.816113
Mental Retardation	Chromosome Breakage	0.980734
Mental Retardation	Cri-du-Chat Syndrome	0.858345
Mental Retardation	Exostoses, Multiple Hereditary	0.88644
Mental Retardation	Cryptorchidism	0.722478
Mental Retardation	Sebaceous Gland Neoplasms	0.865116
Mental Retardation	Acrocephalosyndactylia	0.760817
Mental Retardation	Pierre Robin Syndrome	0.726955
Mental Retardation	Angelman Syndrome	0.713881
Mental Retardation	Pain Insensitivity, Congenital	0.832016
Mental Retardation	Wolf-Hirschhorn Syndrome	0.871457
Mental Retardation	Foot Deformities, Congenital	0.756628
Mental Retardation	Genetic Diseases, Inborn	0.80461
Mental Retardation	Maple Syrup Urine Disease	0.846795
Optic Atrophy	Macular Degeneration	0.745726
Optic Atrophy	Glaucoma	0.862475
Optic Atrophy	Retinal Degeneration	0.725705
Optic Atrophy	Retinal Diseases	0.908315
Neurocutaneous Syndromes	Fibrous Dysplasia, Polyostotic	0.704598
Neurocutaneous Syndromes	Skin Abnormalities	0.712951
Neurocutaneous Syndromes	Neurofibromatosis 1	0.714526
Memory Disorders	Cognition Disorders	0.857234
Mammary Neoplasms, Experimental	Cardiomegaly	0.813048
Mammary Neoplasms, Experimental	Precancerous Conditions	0.75257
Mammary Neoplasms, Experimental	Dwarfism, Pituitary	0.707408
Mammary Neoplasms, Experimental	Liver Cirrhosis, Experimental	0.908068
Sinusitis	Rhinitis	0.71149
Albinism	Eye Diseases, Hereditary	0.703249
Albinism	Retinitis Pigmentosa	0.71575
Gallstones	Gallbladder Diseases	0.749894
Glucose Intolerance	Hyperlipoproteinemias	0.883439
Glucose Intolerance	Hypoalphalipoproteinemias	0.908757
Glucose Intolerance	Dyslipidemias	0.917061
Acidosis	Acidosis, Lactic	0.717003
Muscular Dystrophy, Emery-Dreifuss	Charcot-Marie-Tooth Disease	0.740073
Muscular Dystrophy, Emery-Dreifuss	Myositis	0.713156
Hyperlipoproteinemias	Hypoalphalipoproteinemias	0.913898
Hyponatremia	Neurotoxicity Syndromes	0.703139
Fetal Diseases	Hydrops Fetalis	0.72579
Fetal Diseases	Anemia, Diamond-Blackfan	0.704275
Fetal Diseases	alpha-Thalassemia	0.722661
Restless Legs Syndrome	Aspartylglucosaminuria	0.742718
Lissencephaly	Classical Lissencephalies and Subcortical Band Heterotopias	0.734575
Lissencephaly	Wolf-Hirschhorn Syndrome	0.770098
Bone Diseases, Developmental	Coloboma	0.875183
Bone Diseases, Developmental	Smith-Lemli-Opitz Syndrome	0.742113
Bone Diseases, Developmental	Blepharophimosis	0.813879
Bone Diseases, Developmental	Cleidocranial Dysplasia	0.781934
Bone Diseases, Developmental	Nails, Malformed	0.839199
Bone Diseases, Developmental	Tooth Abnormalities	0.896931
Bone Diseases, Developmental	Macrocephaly	0.769768
Bone Diseases, Developmental	Chromosome Disorders	0.848944
Bone Diseases, Developmental	Craniofacial Dysostosis	0.928046
Bone Diseases, Developmental	Microcephaly	0.858181
Bone Diseases, Developmental	Ichthyosis	0.791124
Bone Diseases, Developmental	Rubinstein-Taybi Syndrome	0.754302
Bone Diseases, Developmental	Dwarfism	0.867007
Bone Diseases, Developmental	Orofaciodigital Syndromes	0.884709
Bone Diseases, Developmental	Nevus	0.717583
Bone Diseases, Developmental	Abnormalities, Multiple	0.913408
Bone Diseases, Developmental	Amino Acid Metabolism, Inborn Errors	0.826481
Bone Diseases, Developmental	Mental Retardation	0.841023
Bone Diseases, Developmental	Fibromatosis, Gingival	0.85239
Bone Diseases, Developmental	Piebaldism	0.733326
Bone Diseases, Developmental	Phenylketonurias	0.823841
Bone Diseases, Developmental	Growth Disorders	0.720485
Bone Diseases, Developmental	De Lange Syndrome	0.84362
Bone Diseases, Developmental	Hypopigmentation	0.703452
Bone Diseases, Developmental	Klinefelter Syndrome	0.812614
Bone Diseases, Developmental	Fragile X Syndrome	0.770683
Bone Diseases, Developmental	Hallermann's Syndrome	0.772565
Bone Diseases, Developmental	Dandy-Walker Syndrome	0.732089
Bone Diseases, Developmental	Down Syndrome	0.823455
Bone Diseases, Developmental	Hypertelorism	0.879399
Bone Diseases, Developmental	Synostosis	0.742263
Bone Diseases, Developmental	Skin Abnormalities	0.825659
Bone Diseases, Developmental	Metabolism, Inborn Errors	0.813397
Bone Diseases, Developmental	Mucopolysaccharidosis IV	0.813266
Bone Diseases, Developmental	Chromosome Aberrations	0.869559
Bone Diseases, Developmental	Syndactyly	0.883315
Bone Diseases, Developmental	Craniosynostoses	0.821934
Bone Diseases, Developmental	Carbohydrate Metabolism, Inborn Errors	0.722667
Bone Diseases, Developmental	Polydactyly	0.801334
Bone Diseases, Developmental	Xeroderma Pigmentosum	0.855253
Bone Diseases, Developmental	Hand Deformities, Congenital	0.905033
Bone Diseases, Developmental	Congenital Hypothyroidism	0.881149
Bone Diseases, Developmental	Homocystinuria	0.717819
Bone Diseases, Developmental	Ectodermal Dysplasia	0.831578
Bone Diseases, Developmental	Chromosome Breakage	0.82694
Bone Diseases, Developmental	Cri-du-Chat Syndrome	0.788261
Bone Diseases, Developmental	Choanal Atresia	0.803195
Bone Diseases, Developmental	Exostoses, Multiple Hereditary	0.825441
Bone Diseases, Developmental	Cryptorchidism	0.717639
Bone Diseases, Developmental	Sebaceous Gland Neoplasms	0.730026
Bone Diseases, Developmental	Acrocephalosyndactylia	0.809784
Bone Diseases, Developmental	Pierre Robin Syndrome	0.855924
Bone Diseases, Developmental	Craniofacial Abnormalities	0.876903
Bone Diseases, Developmental	Pain Insensitivity, Congenital	0.715179
Bone Diseases, Developmental	Wolf-Hirschhorn Syndrome	0.75088
Bone Diseases, Developmental	Foot Deformities, Congenital	0.847263
Bone Diseases, Developmental	Genetic Diseases, Inborn	0.838221
Bone Diseases, Developmental	Maple Syrup Urine Disease	0.733882
Purpura Fulminans	Protein C Deficiency	0.805839
Autoimmune Diseases	Blood Platelet Disorders	0.700612
Autoimmune Diseases	Anemia, Hemolytic, Autoimmune	0.759561
Autoimmune Diseases	Hematologic Diseases	0.788581
Autoimmune Diseases	Anemia, Aplastic	0.783811
Autoimmune Diseases	Thrombocytopenia	0.798202
Hemangiosarcoma	Aneurysm	0.747662
Hemangiosarcoma	Behcet Syndrome	0.718656
Hemangiosarcoma	Bronchiectasis	0.7118
Hemangiosarcoma	Aortic Aneurysm, Thoracic	0.702379
Hemangiosarcoma	Pulmonary Veno-Occlusive Disease	0.73017
Autistic Disorder	Asperger Syndrome	0.810373
Autistic Disorder	Williams Syndrome	0.781899
Autistic Disorder	DiGeorge Syndrome	0.761393
Autistic Disorder	Acrocallosal Syndrome	0.794954
Autistic Disorder	Language Development Disorders	0.809052
Autistic Disorder	Cri-du-Chat Syndrome	0.818391
Leukemia, Lymphocytic, Chronic, B-Cell	Common Variable Immunodeficiency	0.866392
Leukemia, Lymphocytic, Chronic, B-Cell	Bernard-Soulier Syndrome	0.790389
Leukemia, Lymphocytic, Chronic, B-Cell	Autoimmune Lymphoproliferative Syndrome	0.805335
Leukemia, Lymphocytic, Chronic, B-Cell	Myelodysplastic Syndromes	0.865438
Mandibulofacial Dysostosis	Hearing Loss, Conductive	0.737258
Diabetes Insipidus	Diabetes Insipidus, Nephrogenic	0.982853
Diabetes Insipidus	Diabetes Insipidus, Neurogenic	0.992193
Cardiomegaly	Liver Cirrhosis, Experimental	0.714739
Hyperbilirubinemia, Hereditary	Crigler-Najjar Syndrome	0.934222
Hyperbilirubinemia, Hereditary	Gilbert Disease	0.985507
Heart Failure	Cardiomyopathy, Dilated	0.713705
Fibromatosis, Gingival	Orofaciodigital Syndromes	0.861448
Osteochondrodysplasias	Myotonic Dystrophy	0.707259
Arteriosclerosis	Hyperlipoproteinemias	0.732004
Arteriosclerosis	Peripheral Vascular Diseases	0.734187
Arteriosclerosis	Hyperlipoproteinemia Type II	0.712878
Arteriosclerosis	Thromboembolism	0.735852
Piebaldism	Macrocephaly	0.731265
Piebaldism	Craniofacial Dysostosis	0.799205
Piebaldism	Rubinstein-Taybi Syndrome	0.703811
Piebaldism	Orofaciodigital Syndromes	0.73764
Piebaldism	Amino Acid Metabolism, Inborn Errors	0.810514
Piebaldism	Fibromatosis, Gingival	0.810261
Piebaldism	Hypertelorism	0.765424
Piebaldism	Syndactyly	0.783334
Piebaldism	Craniosynostoses	0.859426
Piebaldism	Xeroderma Pigmentosum	0.807323
Piebaldism	Hand Deformities, Congenital	0.805165
Piebaldism	Chromosome Breakage	0.866756
Piebaldism	Cri-du-Chat Syndrome	0.727999
Piebaldism	Exostoses, Multiple Hereditary	0.757735
Piebaldism	Foot Deformities, Congenital	0.729466
Tachycardia	Hypotension	0.707875
