MeSH Disease ID,MeSH Symptom Term,TFIDF score
MESH:D008180,Torticollis,2.15499
MESH:D005910,Hyperkinesis,7.023
MESH:D011087,Hyperkinesis,2.341
MESH:D008180,Hyperkinesis,4.682
MESH:D008175,Hypokinesia,2.87929
MESH:D005910,Myoclonus,10.6504
MESH:D008527,Myoclonus,1.77507
MESH:D018288,Myoclonus,8.87535
MESH:D009456,Myoclonus,3.55014
MESH:D001943,Myoclonus,1.77507
MESH:D013274,Myoclonus,1.77507
MESH:D010051,Myoclonus,5.32521
MESH:D020288,Myoclonus,1.77507
MESH:D008175,Myoclonus,10.6504
MESH:D001749,Myoclonus,1.77507
MESH:D001260,Myoclonus,3.55014
MESH:D002538,Myoclonus,1.77507
MESH:D000361,Myoclonus,1.77507
MESH:D016114,Myoclonus,1.77507
MESH:D008180,Myoclonus,8.87535
MESH:D005910,Psychomotor Agitation,2.24256
MESH:D009101,Psychomotor Agitation,2.24256
MESH:D010190,Psychomotor Agitation,2.24256
MESH:D008175,Psychomotor Agitation,2.24256
MESH:D009190,Psychomotor Agitation,2.24256
MESH:D008180,Psychomotor Agitation,2.24256
MESH:D009101,"Akathisia, Drug-Induced",6.22182
MESH:D001943,"Akathisia, Drug-Induced",6.22182
MESH:D013274,"Akathisia, Drug-Induced",3.11091
MESH:D010190,"Akathisia, Drug-Induced",3.11091
MESH:D015464,Tremor,1.73935
MESH:D005910,Tremor,1.73935
MESH:D008527,Tremor,1.73935
MESH:D006528,Tremor,1.73935
MESH:D018288,Tremor,1.73935
MESH:D009101,Tremor,5.21806
MESH:D008258,Tremor,6.95741
MESH:D001943,Tremor,3.47871
MESH:D010190,Tremor,1.73935
MESH:D010051,Tremor,3.47871
MESH:D001260,Tremor,5.21806
MESH:D002538,Tremor,10.4361
MESH:D018860,Tremor,1.73935
MESH:D000741,Tremor,3.47871
MESH:D013922,Tremor,1.73935
MESH:D011087,Tremor,1.73935
MESH:D008180,Tremor,1.73935
MESH:D054198,"Gait Disorders, Neurologic",3.48953
MESH:D005910,"Gait Disorders, Neurologic",1.74477
MESH:D008527,"Gait Disorders, Neurologic",1.74477
MESH:D006528,"Gait Disorders, Neurologic",1.74477
MESH:D018288,"Gait Disorders, Neurologic",1.74477
MESH:D009101,"Gait Disorders, Neurologic",1.74477
MESH:D020288,"Gait Disorders, Neurologic",1.74477
MESH:D008175,"Gait Disorders, Neurologic",10.4686
MESH:D011471,"Gait Disorders, Neurologic",1.74477
MESH:D001260,"Gait Disorders, Neurologic",5.2343
MESH:D002538,"Gait Disorders, Neurologic",3.48953
MESH:D018860,"Gait Disorders, Neurologic",1.74477
MESH:D010505,"Gait Disorders, Neurologic",1.74477
MESH:D018288,Gait Apraxia,8.25569
MESH:D008175,Gait Apraxia,8.25569
MESH:D015470,Meningism,6.14871
MESH:D008527,Meningism,6.14871
MESH:D002538,Meningism,3.07435
MESH:D010505,Meningism,3.07435
MESH:D008180,Neurobehavioral Manifestations,0.370758
MESH:D054198,Apraxias,2.38377
MESH:D005910,Apraxias,19.0702
MESH:D009456,Apraxias,2.38377
MESH:D008175,Apraxias,2.38377
MESH:D001260,Apraxias,14.3026
MESH:D002538,Apraxias,7.15132
MESH:D008180,Apraxias,4.76755
MESH:D049932,Apraxias,2.38377
MESH:D005910,Catatonia,2.70191
MESH:D009101,Catatonia,5.40381
MESH:D001943,Catatonia,2.70191
MESH:D002538,Catatonia,2.70191
MESH:D019851,Catatonia,2.70191
MESH:D010505,Catatonia,5.40381
MESH:D008180,Catatonia,40.5286
MESH:D005910,Language Disorders,6.46642
MESH:D008527,Language Disorders,3.23321
MESH:D009456,Language Disorders,5.38868
MESH:D001943,Language Disorders,1.07774
MESH:D012415,Language Disorders,1.07774
MESH:D009634,Language Disorders,3.23321
MESH:D002538,Language Disorders,6.46642
MESH:D009190,Language Disorders,1.07774
MESH:D017074,Language Disorders,1.07774
MESH:D005910,Agraphia,23.451
MESH:D002538,Agraphia,6.70028
MESH:D008180,Agraphia,3.35014
MESH:D054198,Anomia,3.4201
MESH:D005910,Anomia,13.6804
MESH:D002538,Anomia,6.8402
MESH:D005910,Dyslexia,5.35494
MESH:D009456,Dyslexia,10.7099
MESH:D002538,Dyslexia,2.67747
MESH:D011087,Dyslexia,2.67747
MESH:D008180,Dyslexia,2.67747
MESH:D005910,"Dyslexia, Acquired",7.03808
MESH:D009634,"Dyslexia, Acquired",3.51904
MESH:D002538,"Dyslexia, Acquired",3.51904
MESH:D005910,"Alexia, Pure",4.65847
MESH:D054198,Language Development Disorders,4.97313
MESH:D009456,Language Development Disorders,9.94627
MESH:D012415,Language Development Disorders,2.48657
MESH:D009634,Language Development Disorders,2.48657
MESH:D054198,Speech Disorders,1.15292
MESH:D015470,Speech Disorders,1.15292
MESH:D005910,Speech Disorders,9.22333
MESH:D008527,Speech Disorders,1.15292
MESH:D006528,Speech Disorders,1.15292
MESH:D009456,Speech Disorders,6.9175
MESH:D009101,Speech Disorders,1.15292
MESH:D008258,Speech Disorders,1.15292
MESH:D010190,Speech Disorders,1.15292
MESH:D010051,Speech Disorders,1.15292
MESH:D008175,Speech Disorders,1.15292
MESH:D011471,Speech Disorders,1.15292
MESH:D001260,Speech Disorders,2.30583
MESH:D002538,Speech Disorders,1.15292
MESH:D008180,Speech Disorders,3.45875
MESH:D049932,Speech Disorders,1.15292
MESH:D054198,Aphasia,5.43199
MESH:D015464,Aphasia,1.81066
MESH:D005910,Aphasia,28.9706
MESH:D009456,Aphasia,5.43199
MESH:D009101,Aphasia,3.62132
MESH:D008258,Aphasia,1.81066
MESH:D046152,Aphasia,1.81066
MESH:D010190,Aphasia,1.81066
MESH:D008175,Aphasia,1.81066
MESH:D001749,Aphasia,1.81066
MESH:D012415,Aphasia,1.81066
MESH:D002538,Aphasia,23.5386
MESH:D000741,Aphasia,1.81066
MESH:D013922,Aphasia,1.81066
MESH:D000361,Aphasia,1.81066
MESH:D011087,Aphasia,1.81066
MESH:D017681,Aphasia,1.81066
MESH:D008180,Aphasia,10.864
MESH:D005910,"Aphasia, Broca",3.11091
MESH:D008258,"Aphasia, Broca",3.11091
MESH:D002538,"Aphasia, Broca",3.11091
MESH:D005910,"Aphasia, Wernicke",3.49532
MESH:D002538,"Aphasia, Wernicke",3.49532
MESH:D019851,"Aphasia, Wernicke",3.49532
MESH:D009456,Articulation Disorders,1.88745
MESH:D012415,Articulation Disorders,1.88745
MESH:D009634,Articulation Disorders,1.88745
MESH:D002538,Articulation Disorders,3.7749
MESH:D008180,Articulation Disorders,1.88745
MESH:D054198,Dysarthria,4.05317
MESH:D015464,Dysarthria,2.02659
MESH:D005910,Dysarthria,2.02659
MESH:D008527,Dysarthria,6.07976
MESH:D006528,Dysarthria,2.02659
MESH:D018288,Dysarthria,2.02659
MESH:D009456,Dysarthria,2.02659
MESH:D009101,Dysarthria,2.02659
MESH:D008258,Dysarthria,2.02659
MESH:D001943,Dysarthria,8.10634
MESH:D010051,Dysarthria,4.05317
MESH:D008175,Dysarthria,4.05317
MESH:D009634,Dysarthria,2.02659
MESH:D001260,Dysarthria,2.02659
MESH:D017074,Dysarthria,2.02659
MESH:D012415,Echolalia,4.47615
MESH:D005910,Mutism,2.9224
MESH:D008527,Mutism,17.5344
MESH:D008175,Mutism,2.9224
MESH:D002538,Mutism,5.84481
MESH:D008180,Mutism,8.76721
MESH:D009456,Stuttering,3.32347
MESH:D010051,Stuttering,3.32347
MESH:D008180,Stuttering,3.32347
MESH:D054198,Learning Disorders,48.5887
MESH:D015464,Learning Disorders,1.73531
MESH:D015470,Learning Disorders,1.73531
MESH:D005910,Learning Disorders,1.73531
MESH:D008527,Learning Disorders,10.4119
MESH:D009456,Learning Disorders,126.678
MESH:D001943,Learning Disorders,1.73531
MESH:D009634,Learning Disorders,6.94125
MESH:D002538,Learning Disorders,3.47062
MESH:D000741,Learning Disorders,1.73531
MESH:D009190,Learning Disorders,1.73531
MESH:D016116,Learning Disorders,1.73531
MESH:D008180,Learning Disorders,13.8825
MESH:D054198,Confusion,3.0179
MESH:D015464,Confusion,1.50895
MESH:D015470,Confusion,3.0179
MESH:D005910,Confusion,3.0179
MESH:D006528,Confusion,1.50895
MESH:D018288,Confusion,6.03579
MESH:D009101,Confusion,10.5626
MESH:D008258,Confusion,4.52684
MESH:D001943,Confusion,4.52684
MESH:D015179,Confusion,4.52684
MESH:D013274,Confusion,1.50895
MESH:D010190,Confusion,21.1253
MESH:D010051,Confusion,3.0179
MESH:D008175,Confusion,21.1253
MESH:D011471,Confusion,3.0179
MESH:D001749,Confusion,3.0179
MESH:D008180,Confusion,21.1253
MESH:D015470,Delirium,2.08396
MESH:D018288,Delirium,8.33582
MESH:D009101,Delirium,6.25187
MESH:D001943,Delirium,12.5037
MESH:D013274,Delirium,4.16791
MESH:D010190,Delirium,4.16791
MESH:D008175,Delirium,12.5037
MESH:D011471,Delirium,6.25187
MESH:D001749,Delirium,2.08396
MESH:D011087,Delirium,2.08396
MESH:D008180,Delirium,14.5877
MESH:D054198,Consciousness Disorders,1.75426
MESH:D015464,Consciousness Disorders,1.75426
MESH:D015470,Consciousness Disorders,1.75426
MESH:D009396,Consciousness Disorders,0.877129
MESH:D008415,Consciousness Disorders,0.877129
MESH:D005910,Consciousness Disorders,0.877129
MESH:D018288,Consciousness Disorders,0.877129
MESH:D009101,Consciousness Disorders,6.1399
MESH:D001943,Consciousness Disorders,2.63139
MESH:D013274,Consciousness Disorders,1.75426
MESH:D010190,Consciousness Disorders,2.63139
MESH:D010051,Consciousness Disorders,0.877129
MESH:D008175,Consciousness Disorders,2.63139
MESH:D011471,Consciousness Disorders,1.75426
MESH:D002538,Consciousness Disorders,2.63139
MESH:D000741,Consciousness Disorders,0.877129
MESH:D009190,Consciousness Disorders,0.877129
MESH:D017681,Consciousness Disorders,1.75426
MESH:D019851,Consciousness Disorders,0.877129
MESH:D008180,Consciousness Disorders,3.50852
MESH:D017074,Consciousness Disorders,0.877129
MESH:D015470,Unconsciousness,0.927973
MESH:D008415,Unconsciousness,1.85595
MESH:D008527,Unconsciousness,0.927973
MESH:D006528,Unconsciousness,3.71189
MESH:D008258,Unconsciousness,0.927973
MESH:D001943,Unconsciousness,1.85595
MESH:D013274,Unconsciousness,0.927973
MESH:D010190,Unconsciousness,5.56784
MESH:D010051,Unconsciousness,0.927973
MESH:D008175,Unconsciousness,1.85595
MESH:D001749,Unconsciousness,0.927973
MESH:D006502,Unconsciousness,0.927973
MESH:D002538,Unconsciousness,3.71189
MESH:D000361,Unconsciousness,0.927973
MESH:D008180,Unconsciousness,0.927973
MESH:D054198,Coma,7.87251
MESH:D015464,Coma,2.62417
MESH:D015470,Coma,10.4967
MESH:D015473,Coma,2.62417
MESH:D009396,Coma,1.31208
MESH:D008415,Coma,1.31208
MESH:D005910,Coma,2.62417
MESH:D006528,Coma,1.31208
MESH:D018288,Coma,3.93625
MESH:D009101,Coma,14.4329
MESH:D008258,Coma,2.62417
MESH:D001943,Coma,3.93625
MESH:D013274,Coma,2.62417
MESH:D010190,Coma,10.4967
MESH:D010051,Coma,2.62417
MESH:D008175,Coma,9.18459
MESH:D011471,Coma,2.62417
MESH:D006502,Coma,1.31208
MESH:D054990,Coma,2.62417
MESH:D002538,Coma,11.8088
MESH:D011087,Coma,1.31208
MESH:D055728,Coma,1.31208
MESH:D017681,Coma,1.31208
MESH:D019851,Coma,1.31208
MESH:D008180,Coma,11.8088
MESH:D054198,Persistent Vegetative State,3.09508
MESH:D011471,Persistent Vegetative State,3.09508
MESH:D002538,Persistent Vegetative State,3.09508
MESH:D019851,Persistent Vegetative State,3.09508
MESH:D011471,Stupor,4.85085
MESH:D008180,Stupor,4.85085
MESH:D054198,Syncope,4.47267
MESH:D015464,Syncope,1.49089
MESH:D008415,Syncope,26.836
MESH:D005910,Syncope,2.98178
MESH:D006528,Syncope,1.49089
MESH:D018288,Syncope,1.49089
MESH:D009456,Syncope,4.47267
MESH:D001943,Syncope,7.45446
MESH:D046152,Syncope,1.49089
MESH:D013274,Syncope,1.49089
MESH:D010190,Syncope,11.9271
MESH:D010051,Syncope,2.98178
MESH:D008175,Syncope,13.418
MESH:D011471,Syncope,2.98178
MESH:D001749,Syncope,1.49089
MESH:D044542,Syncope,1.49089
MESH:D006502,Syncope,1.49089
MESH:D002538,Syncope,4.47267
MESH:D009190,Syncope,1.49089
MESH:D011087,Syncope,1.49089
MESH:D017681,Syncope,1.49089
MESH:D008180,Syncope,2.98178
MESH:D017492,Syncope,1.49089
MESH:D018288,"Syncope, Vasovagal",3.18257
MESH:D001943,"Syncope, Vasovagal",3.18257
MESH:D008175,"Syncope, Vasovagal",9.5477
MESH:D010505,"Syncope, Vasovagal",3.18257
MESH:D054198,Lethargy,3.49532
MESH:D009101,Lethargy,3.49532
MESH:D001943,Lethargy,3.49532
MESH:D020288,Lethargy,3.49532
MESH:D054198,Memory Disorders,20.552
MESH:D015470,Memory Disorders,1.468
MESH:D008415,Memory Disorders,1.468
MESH:D005910,Memory Disorders,20.552
MESH:D008527,Memory Disorders,1.468
MESH:D018288,Memory Disorders,7.33999
MESH:D009456,Memory Disorders,7.33999
MESH:D009101,Memory Disorders,1.468
MESH:D008258,Memory Disorders,1.468
MESH:D001943,Memory Disorders,24.956
MESH:D015179,Memory Disorders,2.936
MESH:D013274,Memory Disorders,1.468
MESH:D010190,Memory Disorders,2.936
MESH:D010051,Memory Disorders,5.87199
MESH:D008175,Memory Disorders,13.212
MESH:D011471,Memory Disorders,4.40399
MESH:D012415,Memory Disorders,1.468
MESH:D002538,Memory Disorders,22.02
MESH:D017681,Memory Disorders,1.468
MESH:D019851,Memory Disorders,1.468
MESH:D008180,Memory Disorders,26.424
MESH:D005910,Amnesia,15.2004
MESH:D008527,Amnesia,2.17149
MESH:D018288,Amnesia,6.51446
MESH:D001943,Amnesia,2.17149
MESH:D010051,Amnesia,4.34297
MESH:D008175,Amnesia,2.17149
MESH:D002538,Amnesia,10.8574
MESH:D008180,Amnesia,4.34297
MESH:D008175,"Amnesia, Anterograde",4.07069
MESH:D005910,"Amnesia, Retrograde",3.39859
MESH:D018288,"Amnesia, Retrograde",6.79719
MESH:D010190,"Amnesia, Retrograde",3.39859
MESH:D008175,"Amnesia, Retrograde",6.79719
MESH:D002538,"Amnesia, Retrograde",6.79719
MESH:D008175,"Amnesia, Transient Global",4.09886
MESH:D019851,"Amnesia, Transient Global",4.09886
MESH:D015470,Korsakoff Syndrome,4.02987
MESH:D011471,Korsakoff Syndrome,4.02987
MESH:D054198,Mental Retardation,9.95991
MESH:D015470,Mental Retardation,3.62179
MESH:D009396,Mental Retardation,28.0688
MESH:D008415,Mental Retardation,0.905447
MESH:D012516,Mental Retardation,0.905447
MESH:D005910,Mental Retardation,8.14902
MESH:D008527,Mental Retardation,6.33813
MESH:D012175,Mental Retardation,18.1089
MESH:D011125,Mental Retardation,10.8654
MESH:D006528,Mental Retardation,2.71634
MESH:D009456,Mental Retardation,63.3813
MESH:D001943,Mental Retardation,6.33813
MESH:D013274,Mental Retardation,1.81089
MESH:D010190,Mental Retardation,2.71634
MESH:D010051,Mental Retardation,4.52723
MESH:D008175,Mental Retardation,1.81089
MESH:D001749,Mental Retardation,1.81089
MESH:D012415,Mental Retardation,13.5817
MESH:D004613,Mental Retardation,2.71634
MESH:D009634,Mental Retardation,24.4471
MESH:D006502,Mental Retardation,0.905447
MESH:D054990,Mental Retardation,1.81089
MESH:D001260,Mental Retardation,9.95991
MESH:D002538,Mental Retardation,3.62179
MESH:D000741,Mental Retardation,14.4871
MESH:D005199,Mental Retardation,8.14902
MESH:D000361,Mental Retardation,9.05447
MESH:D009190,Mental Retardation,4.52723
MESH:D001816,Mental Retardation,0.905447
MESH:D019871,Mental Retardation,6.33813
MESH:D016114,Mental Retardation,7.24357
MESH:D011038,Mental Retardation,2.71634
MESH:D016116,Mental Retardation,4.52723
MESH:D008180,Mental Retardation,5.43268
MESH:D054198,Perceptual Disorders,1.38606
MESH:D005910,Perceptual Disorders,8.31634
MESH:D008527,Perceptual Disorders,1.38606
MESH:D009456,Perceptual Disorders,9.7024
MESH:D001943,Perceptual Disorders,4.15817
MESH:D008175,Perceptual Disorders,1.38606
MESH:D044542,Perceptual Disorders,1.38606
MESH:D009634,Perceptual Disorders,2.77211
MESH:D002538,Perceptual Disorders,2.77211
MESH:D000741,Perceptual Disorders,1.38606
MESH:D005910,Agnosia,7.60864
MESH:D008175,Agnosia,2.53621
MESH:D002538,Agnosia,5.07242
MESH:D008180,Agnosia,2.53621
MESH:D005910,Gerstmann Syndrome,3.99064
MESH:D008527,Gerstmann Syndrome,3.99064
MESH:D013274,Gerstmann Syndrome,3.99064
MESH:D001749,Gerstmann Syndrome,3.99064
MESH:D008180,Gerstmann Syndrome,3.99064
MESH:D005910,Auditory Perceptual Disorders,3.14335
MESH:D002538,Auditory Perceptual Disorders,6.28669
MESH:D054198,Hallucinations,3.44658
MESH:D015464,Hallucinations,1.72329
MESH:D015470,Hallucinations,3.44658
MESH:D005910,Hallucinations,6.89315
MESH:D008527,Hallucinations,3.44658
MESH:D018288,Hallucinations,1.72329
MESH:D009456,Hallucinations,1.72329
MESH:D008258,Hallucinations,1.72329
MESH:D001943,Hallucinations,1.72329
MESH:D013274,Hallucinations,1.72329
MESH:D008175,Hallucinations,1.72329
MESH:D002538,Hallucinations,6.89315
MESH:D011087,Hallucinations,1.72329
MESH:D019851,Hallucinations,1.72329
MESH:D008180,Hallucinations,17.2329
MESH:D001943,Illusions,3.08986
MESH:D011471,Illusions,3.08986
MESH:D002538,Illusions,3.08986
MESH:D012516,Phantom Limb,3.22936
MESH:D001943,Phantom Limb,3.22936
MESH:D054198,Psychomotor Disorders,3.99492
MESH:D005910,Psychomotor Disorders,3.99492
MESH:D008527,Psychomotor Disorders,1.33164
MESH:D009456,Psychomotor Disorders,7.98985
MESH:D001943,Psychomotor Disorders,1.33164
MESH:D010190,Psychomotor Disorders,2.66328
MESH:D008175,Psychomotor Disorders,5.32656
MESH:D012415,Psychomotor Disorders,1.33164
MESH:D044542,Psychomotor Disorders,1.33164
MESH:D009634,Psychomotor Disorders,3.99492
MESH:D054990,Psychomotor Disorders,1.33164
MESH:D001260,Psychomotor Disorders,1.33164
MESH:D002538,Psychomotor Disorders,5.32656
MESH:D005199,Psychomotor Disorders,1.33164
MESH:D009190,Psychomotor Disorders,1.33164
MESH:D008180,Psychomotor Disorders,1.33164
MESH:D049932,Psychomotor Disorders,1.33164
MESH:D005910,"Apraxia, Ideomotor",4.11325
MESH:D005910,Fasciculation,6.14871
MESH:D009456,Fasciculation,3.07435
MESH:D008180,Fasciculation,3.07435
MESH:D015464,Muscle Cramp,4.48512
MESH:D015470,Muscle Cramp,2.24256
MESH:D018288,Muscle Cramp,2.24256
MESH:D001943,Muscle Cramp,4.48512
MESH:D008175,Muscle Cramp,2.24256
MESH:D002538,Muscle Cramp,2.24256
MESH:D010051,Muscle Hypertonia,1.48042
MESH:D008180,Muscle Hypertonia,1.48042
MESH:D018288,Muscle Rigidity,7.2058
MESH:D008175,Muscle Rigidity,9.60773
MESH:D008180,Muscle Rigidity,2.40193
MESH:D054198,Muscle Spasticity,1.72728
MESH:D015470,Muscle Spasticity,1.72728
MESH:D008415,Muscle Spasticity,1.72728
MESH:D009101,Muscle Spasticity,3.45456
MESH:D010051,Muscle Spasticity,1.72728
MESH:D012415,Muscle Spasticity,1.72728
MESH:D008557,Muscle Spasticity,1.72728
MESH:D002538,Muscle Spasticity,1.72728
MESH:D005199,Muscle Spasticity,1.72728
MESH:D013922,Muscle Spasticity,1.72728
MESH:D000361,Muscle Spasticity,1.72728
MESH:D011087,Muscle Spasticity,1.72728
MESH:D055728,Muscle Spasticity,1.72728
MESH:D019851,Muscle Spasticity,3.45456
MESH:D008180,Muscle Spasticity,3.45456
MESH:D015464,Muscle Hypotonia,1.65651
MESH:D009396,Muscle Hypotonia,1.65651
MESH:D008527,Muscle Hypotonia,1.65651
MESH:D012175,Muscle Hypotonia,1.65651
MESH:D018288,Muscle Hypotonia,3.31302
MESH:D009456,Muscle Hypotonia,1.65651
MESH:D009101,Muscle Hypotonia,3.31302
MESH:D001943,Muscle Hypotonia,1.65651
MESH:D013274,Muscle Hypotonia,1.65651
MESH:D010051,Muscle Hypotonia,1.65651
MESH:D008175,Muscle Hypotonia,3.31302
MESH:D001749,Muscle Hypotonia,1.65651
MESH:D009634,Muscle Hypotonia,4.96953
MESH:D019851,Muscle Hypotonia,3.31302
MESH:D010505,Muscle Hypotonia,1.65651
MESH:D008180,Muscle Hypotonia,8.28256
MESH:D054198,Muscle Weakness,13.9019
MESH:D015464,Muscle Weakness,0.992991
MESH:D015470,Muscle Weakness,2.97897
MESH:D012516,Muscle Weakness,1.98598
MESH:D005910,Muscle Weakness,11.9159
MESH:D008527,Muscle Weakness,0.992991
MESH:D006528,Muscle Weakness,4.96496
MESH:D018288,Muscle Weakness,5.95795
MESH:D009456,Muscle Weakness,4.96496
MESH:D009101,Muscle Weakness,7.94393
MESH:D008258,Muscle Weakness,2.97897
MESH:D001943,Muscle Weakness,12.9089
MESH:D015179,Muscle Weakness,0.992991
MESH:D013274,Muscle Weakness,1.98598
MESH:D010190,Muscle Weakness,1.98598
MESH:D010051,Muscle Weakness,1.98598
MESH:D008175,Muscle Weakness,23.8318
MESH:D011471,Muscle Weakness,5.95795
MESH:D001749,Muscle Weakness,3.97196
MESH:D008557,Muscle Weakness,0.992991
MESH:D009634,Muscle Weakness,0.992991
MESH:D054990,Muscle Weakness,0.992991
MESH:D002538,Muscle Weakness,15.8879
MESH:D018860,Muscle Weakness,0.992991
MESH:D004916,Muscle Weakness,0.992991
MESH:D000741,Muscle Weakness,0.992991
MESH:D013922,Muscle Weakness,0.992991
MESH:D011087,Muscle Weakness,1.98598
MESH:D055728,Muscle Weakness,0.992991
MESH:D017681,Muscle Weakness,1.98598
MESH:D010505,Muscle Weakness,1.98598
MESH:D008180,Muscle Weakness,16.8808
MESH:D017074,Muscle Weakness,0.992991
MESH:D054198,Muscular Atrophy,2.92164
MESH:D015464,Muscular Atrophy,1.46082
MESH:D015470,Muscular Atrophy,2.92164
MESH:D009396,Muscular Atrophy,1.46082
MESH:D012516,Muscular Atrophy,1.46082
MESH:D005910,Muscular Atrophy,4.38247
MESH:D006528,Muscular Atrophy,1.46082
MESH:D018288,Muscular Atrophy,4.38247
MESH:D009456,Muscular Atrophy,7.30411
MESH:D009101,Muscular Atrophy,5.84329
MESH:D008258,Muscular Atrophy,4.38247
MESH:D001943,Muscular Atrophy,4.38247
MESH:D013274,Muscular Atrophy,5.84329
MESH:D010190,Muscular Atrophy,5.84329
MESH:D010051,Muscular Atrophy,1.46082
MESH:D008175,Muscular Atrophy,17.5299
MESH:D011471,Muscular Atrophy,2.92164
MESH:D009634,Muscular Atrophy,1.46082
MESH:D001260,Muscular Atrophy,4.38247
MESH:D013922,Muscular Atrophy,1.46082
MESH:D000361,Muscular Atrophy,1.46082
MESH:D011038,Muscular Atrophy,1.46082
MESH:D008180,Muscular Atrophy,7.30411
MESH:D010190,Sarcopenia,4.76383
MESH:D011471,Sarcopenia,4.76383
MESH:D008180,Sarcopenia,4.76383
MESH:D005910,Myokymia,4.09886
MESH:D018288,Myotonia,3.05405
MESH:D001943,Myotonia,3.05405
MESH:D008175,Myotonia,9.16215
MESH:D008180,Myotonia,3.05405
MESH:D054198,Spasm,1.36728
MESH:D012516,Spasm,1.36728
MESH:D005910,Spasm,2.73455
MESH:D008527,Spasm,1.36728
MESH:D006528,Spasm,2.73455
MESH:D001943,Spasm,4.10183
MESH:D013274,Spasm,4.10183
MESH:D010051,Spasm,1.36728
MESH:D008175,Spasm,1.36728
MESH:D002538,Spasm,10.9382
MESH:D000741,Spasm,1.36728
MESH:D008180,Spasm,4.10183
MESH:D006502,Hemifacial Spasm,3.24141
MESH:D002538,Hemifacial Spasm,6.48282
MESH:D054198,Trismus,2.59796
MESH:D015470,Trismus,2.59796
MESH:D009101,Trismus,2.59796
MESH:D001943,Trismus,2.59796
MESH:D054990,Trismus,2.59796
MESH:D008180,Trismus,2.59796
MESH:D015470,Tetany,2.38121
MESH:D008415,Tetany,2.38121
MESH:D009101,Tetany,4.76241
MESH:D001943,Tetany,2.38121
MESH:D015179,Tetany,2.38121
MESH:D008175,Tetany,2.38121
MESH:D000361,Tetany,7.14362
MESH:D017074,Tetany,2.38121
MESH:D054198,Pain,14.8224
MESH:D015464,Pain,3.62325
MESH:D054429,Pain,0.329387
MESH:D015470,Pain,3.62325
MESH:D015473,Pain,1.31755
MESH:D009396,Pain,0.658773
MESH:D008415,Pain,1.31755
MESH:D012516,Pain,15.8106
MESH:D005910,Pain,1.97632
MESH:D008527,Pain,0.329387
MESH:D012175,Pain,0.329387
MESH:D006528,Pain,5.27019
MESH:D018288,Pain,2.96448
MESH:D009456,Pain,6.25835
MESH:D009101,Pain,42.4909
MESH:D008258,Pain,1.97632
MESH:D001943,Pain,150.2
MESH:D046152,Pain,0.329387
MESH:D015179,Pain,11.8579
MESH:D013274,Pain,19.1044
MESH:D010190,Pain,65.2186
MESH:D010051,Pain,19.1044
MESH:D008175,Pain,71.1475
MESH:D011471,Pain,138.013
MESH:D001749,Pain,9.22283
MESH:D008557,Pain,1.64693
MESH:D006502,Pain,0.329387
MESH:D054990,Pain,0.329387
MESH:D052537,Pain,0.329387
MESH:D002538,Pain,1.64693
MESH:D018860,Pain,0.329387
MESH:D004916,Pain,8.23467
MESH:D000741,Pain,0.658773
MESH:D005199,Pain,0.329387
MESH:D013922,Pain,1.64693
MESH:D000361,Pain,1.31755
MESH:D009190,Pain,0.658773
MESH:D011087,Pain,1.97632
MESH:D055728,Pain,2.63509
MESH:D019851,Pain,0.98816
MESH:D010505,Pain,13.1755
MESH:D008180,Pain,26.6803
MESH:D054198,Back Pain,13.7631
MESH:D015464,Back Pain,1.14693
MESH:D009396,Back Pain,1.14693
MESH:D008415,Back Pain,5.73464
MESH:D012516,Back Pain,2.29386
MESH:D008527,Back Pain,1.14693
MESH:D011125,Back Pain,1.14693
MESH:D006528,Back Pain,2.29386
MESH:D018288,Back Pain,5.73464
MESH:D009456,Back Pain,2.29386
MESH:D009101,Back Pain,52.7587
MESH:D001943,Back Pain,6.88157
MESH:D013274,Back Pain,4.58771
MESH:D010190,Back Pain,25.2324
MESH:D010051,Back Pain,4.58771
MESH:D008175,Back Pain,26.3794
MESH:D011471,Back Pain,11.4693
MESH:D001749,Back Pain,2.29386
MESH:D008557,Back Pain,1.14693
MESH:D000741,Back Pain,1.14693
MESH:D000361,Back Pain,1.14693
MESH:D011087,Back Pain,1.14693
MESH:D055728,Back Pain,1.14693
MESH:D019851,Back Pain,1.14693
MESH:D010505,Back Pain,4.58771
MESH:D054198,Low Back Pain,3.18084
MESH:D015464,Low Back Pain,1.59042
MESH:D015470,Low Back Pain,1.59042
MESH:D009396,Low Back Pain,1.59042
MESH:D008415,Low Back Pain,1.59042
MESH:D012516,Low Back Pain,7.95211
MESH:D005910,Low Back Pain,4.77126
MESH:D018288,Low Back Pain,1.59042
MESH:D009456,Low Back Pain,3.18084
MESH:D009101,Low Back Pain,14.3138
MESH:D001943,Low Back Pain,6.36168
MESH:D015179,Low Back Pain,1.59042
MESH:D013274,Low Back Pain,3.18084
MESH:D010190,Low Back Pain,4.77126
MESH:D010051,Low Back Pain,4.77126
MESH:D008175,Low Back Pain,11.1329
MESH:D011471,Low Back Pain,3.18084
MESH:D001749,Low Back Pain,3.18084
MESH:D012415,Low Back Pain,1.59042
MESH:D006502,Low Back Pain,1.59042
MESH:D009190,Low Back Pain,3.18084
MESH:D010505,Low Back Pain,4.77126
MESH:D008180,Low Back Pain,3.18084
